"Plot Title: 20360218"
"#","Date Time, GMT-04:00","Water Content, m³/m³ (LGR S/N: 20360218, SEN S/N: 21097976, LBL: rainout)","Water Content, m³/m³ (LGR S/N: 20360218, SEN S/N: 21097979, LBL: warming)"
1010,04/14/24 08:58:57 AM,0.1165,-0.0077
1011,04/14/24 09:28:57 AM,0.1150,-0.0077
1012,04/14/24 09:58:57 AM,0.1150,-0.0077
1013,04/14/24 10:28:57 AM,0.1158,-0.0077
1014,04/14/24 10:58:57 AM,0.1172,-0.0092
1015,04/14/24 11:28:57 AM,0.1158,-0.0077
1016,04/14/24 11:58:57 AM,0.1158,-0.0077
1017,04/14/24 12:28:57 PM,0.1158,-0.0092
1018,04/14/24 12:58:57 PM,0.1158,-0.0092
1019,04/14/24 01:28:57 PM,0.1150,-0.0092
1020,04/14/24 01:58:57 PM,0.1158,-0.0099
1021,04/14/24 02:28:57 PM,0.1150,-0.0099
1022,04/14/24 02:58:57 PM,0.1143,-0.0099
1023,04/14/24 03:28:57 PM,0.1143,-0.0099
1024,04/14/24 03:58:57 PM,0.1136,-0.0106
1025,04/14/24 04:28:57 PM,0.1143,-0.0113
1026,04/14/24 04:58:57 PM,0.1129,-0.0099
1027,04/14/24 05:28:57 PM,0.1136,-0.0106
1028,04/14/24 05:58:57 PM,0.1136,-0.0106
1029,04/14/24 06:28:57 PM,0.1129,-0.0113
1030,04/14/24 06:58:57 PM,0.1129,-0.0113
1031,04/14/24 07:28:57 PM,0.1129,-0.0113
1032,04/14/24 07:58:57 PM,0.1121,-0.0128
1033,04/14/24 08:28:57 PM,0.1114,-0.0121
1034,04/14/24 08:58:57 PM,0.1121,-0.0128
1035,04/14/24 09:28:57 PM,0.1121,-0.0128
1036,04/14/24 09:58:57 PM,0.1121,-0.0128
1037,04/14/24 10:28:57 PM,0.1121,-0.0128
1038,04/14/24 10:58:57 PM,0.1121,-0.0135
1039,04/14/24 11:28:57 PM,0.1114,-0.0135
1040,04/14/24 11:58:57 PM,0.1114,-0.0142
1041,04/15/24 12:28:57 AM,0.1114,-0.0135
1042,04/15/24 12:58:57 AM,0.1114,-0.0142
1043,04/15/24 01:28:57 AM,0.1114,-0.0142
1044,04/15/24 01:58:57 AM,0.1114,-0.0142
1045,04/15/24 02:28:57 AM,0.1114,-0.0142
1046,04/15/24 02:58:57 AM,0.1114,-0.0150
1047,04/15/24 03:28:57 AM,0.1107,-0.0150
1048,04/15/24 03:58:57 AM,0.1107,-0.0157
1049,04/15/24 04:28:57 AM,0.1107,-0.0150
1050,04/15/24 04:58:57 AM,0.1114,-0.0157
1051,04/15/24 05:28:57 AM,0.1114,-0.0157
1052,04/15/24 05:58:57 AM,0.1107,-0.0157
1053,04/15/24 06:28:57 AM,0.1107,-0.0157
1054,04/15/24 06:58:57 AM,0.1107,-0.0164
1055,04/15/24 07:28:57 AM,0.1107,-0.0164
1056,04/15/24 07:58:57 AM,0.1114,-0.0157
1057,04/15/24 08:28:57 AM,0.1107,-0.0157
1058,04/15/24 08:58:57 AM,0.1114,-0.0157
1059,04/15/24 09:28:57 AM,0.1114,-0.0157
1060,04/15/24 09:58:57 AM,0.1114,-0.0157
1061,04/15/24 10:28:57 AM,0.1114,-0.0157
1062,04/15/24 10:58:57 AM,0.1114,-0.0150
1063,04/15/24 11:28:57 AM,0.1121,-0.0157
1064,04/15/24 11:58:57 AM,0.1107,-0.0150
1065,04/15/24 12:28:57 PM,0.1121,-0.0157
1066,04/15/24 12:58:57 PM,0.1121,-0.0157
1067,04/15/24 01:28:57 PM,0.1121,-0.0150
1068,04/15/24 01:58:57 PM,0.1114,-0.0150
1069,04/15/24 02:28:57 PM,0.1107,-0.0142
1070,04/15/24 02:58:57 PM,0.1114,-0.0150
1071,04/15/24 03:28:57 PM,0.1100,-0.0150
1072,04/15/24 03:58:57 PM,0.1107,-0.0157
1073,04/15/24 04:28:57 PM,0.1107,-0.0164
1074,04/15/24 04:58:57 PM,0.1100,-0.0164
1075,04/15/24 05:28:57 PM,0.1100,-0.0164
1076,04/15/24 05:58:57 PM,0.1100,-0.0171
1077,04/15/24 06:28:57 PM,0.1085,-0.0164
1078,04/15/24 06:58:57 PM,0.1107,-0.0186
1079,04/15/24 07:28:57 PM,0.1100,-0.0171
1080,04/15/24 07:58:57 PM,0.1085,-0.0164
1081,04/15/24 08:28:57 PM,0.1092,-0.0171
1082,04/15/24 08:58:57 PM,0.1085,-0.0171
1083,04/15/24 09:28:57 PM,0.1085,-0.0179
1084,04/15/24 09:58:57 PM,0.1085,-0.0179
1085,04/15/24 10:28:57 PM,0.1085,-0.0179
1086,04/15/24 10:58:57 PM,0.1085,-0.0186
1087,04/15/24 11:28:57 PM,0.1085,-0.0186
1088,04/15/24 11:58:57 PM,0.1085,-0.0186
1089,04/16/24 12:28:57 AM,0.1085,-0.0193
1090,04/16/24 12:58:57 AM,0.1085,-0.0186
1091,04/16/24 01:28:57 AM,0.1085,-0.0193
1092,04/16/24 01:58:57 AM,0.1085,-0.0193
1093,04/16/24 02:28:57 AM,0.1078,-0.0193
1094,04/16/24 02:58:57 AM,0.1078,-0.0193
1095,04/16/24 03:28:57 AM,0.1078,-0.0193
1096,04/16/24 03:58:57 AM,0.1078,-0.0200
1097,04/16/24 04:28:57 AM,0.1078,-0.0193
1098,04/16/24 04:58:57 AM,0.1078,-0.0193
1099,04/16/24 05:28:57 AM,0.1078,-0.0200
1100,04/16/24 05:58:57 AM,0.1078,-0.0193
1101,04/16/24 06:28:57 AM,0.1071,-0.0193
1102,04/16/24 06:58:57 AM,0.1071,-0.0193
1103,04/16/24 07:28:57 AM,0.1078,-0.0193
1104,04/16/24 07:58:57 AM,0.1078,-0.0200
1105,04/16/24 08:28:57 AM,0.1078,-0.0200
1106,04/16/24 08:58:57 AM,0.1078,-0.0200
1107,04/16/24 09:28:57 AM,0.1078,-0.0193
1108,04/16/24 09:58:57 AM,0.1085,-0.0179
1109,04/16/24 10:28:57 AM,0.1085,-0.0186
1110,04/16/24 10:58:57 AM,0.1078,-0.0179
1111,04/16/24 11:28:57 AM,0.1085,-0.0186
1112,04/16/24 11:58:57 AM,0.1085,-0.0186
1113,04/16/24 12:28:57 PM,0.1085,-0.0193
1114,04/16/24 12:58:57 PM,0.1085,-0.0186
1115,04/16/24 01:28:57 PM,0.1078,-0.0186
1116,04/16/24 01:58:57 PM,0.1092,-0.0208
1117,04/16/24 02:28:57 PM,0.1078,-0.0179
1118,04/16/24 02:58:57 PM,0.1071,-0.0179
1119,04/16/24 03:28:57 PM,0.1078,-0.0193
1120,04/16/24 03:58:57 PM,0.1078,-0.0186
1121,04/16/24 04:28:57 PM,0.1071,-0.0193
1122,04/16/24 04:58:57 PM,0.1085,-0.0200
1123,04/16/24 05:28:57 PM,0.1063,-0.0186
1124,04/16/24 05:58:57 PM,0.1071,-0.0186
1125,04/16/24 06:28:57 PM,0.1085,-0.0208
1126,04/16/24 06:58:57 PM,0.1071,-0.0193
1127,04/16/24 07:28:57 PM,0.1063,-0.0186
1128,04/16/24 07:58:57 PM,0.1078,-0.0208
1129,04/16/24 08:28:57 PM,0.1078,-0.0208
1130,04/16/24 08:58:57 PM,0.1078,-0.0208
1131,04/16/24 09:28:57 PM,0.1056,-0.0186
1132,04/16/24 09:58:57 PM,0.1063,-0.0193
1133,04/16/24 10:28:57 PM,0.1063,-0.0200
1134,04/16/24 10:58:57 PM,0.1056,-0.0193
1135,04/16/24 11:28:57 PM,0.1063,-0.0200
1136,04/16/24 11:58:57 PM,0.1063,-0.0200
1137,04/17/24 12:28:57 AM,0.1056,-0.0200
1138,04/17/24 12:58:57 AM,0.1049,-0.0193
1139,04/17/24 01:28:57 AM,0.1056,-0.0208
1140,04/17/24 01:58:57 AM,0.1063,-0.0215
1141,04/17/24 02:28:57 AM,0.1049,-0.0200
1142,04/17/24 02:58:57 AM,0.1049,-0.0200
1143,04/17/24 03:28:57 AM,0.1056,-0.0208
1144,04/17/24 03:58:57 AM,0.1049,-0.0200
1145,04/17/24 04:28:57 AM,0.1056,-0.0208
1146,04/17/24 04:58:57 AM,0.1049,-0.0208
1147,04/17/24 05:28:57 AM,0.1049,-0.0208
1148,04/17/24 05:58:57 AM,0.1049,-0.0208
1149,04/17/24 06:28:57 AM,0.1049,-0.0208
1150,04/17/24 06:58:57 AM,0.1049,-0.0208
1151,04/17/24 07:28:57 AM,0.1049,-0.0215
1152,04/17/24 07:58:57 AM,0.1049,-0.0215
1153,04/17/24 08:28:57 AM,0.1049,-0.0208
1154,04/17/24 08:58:57 AM,0.1049,-0.0208
1155,04/17/24 09:28:57 AM,0.1063,-0.0222
1156,04/17/24 09:58:57 AM,0.1049,-0.0208
1157,04/17/24 10:28:57 AM,0.1049,-0.0208
1158,04/17/24 10:58:57 AM,0.1056,-0.0208
1159,04/17/24 11:28:57 AM,0.1049,-0.0200
1160,04/17/24 11:58:57 AM,0.1063,-0.0215
1161,04/17/24 12:28:57 PM,0.1049,-0.0200
1162,04/17/24 12:58:57 PM,0.1049,-0.0200
1163,04/17/24 01:28:57 PM,0.1063,-0.0215
1164,04/17/24 01:58:57 PM,0.1042,-0.0208
1165,04/17/24 02:28:57 PM,0.1049,-0.0200
1166,04/17/24 02:58:57 PM,0.1042,-0.0193
1167,04/17/24 03:28:57 PM,0.1063,-0.0222
1168,04/17/24 03:58:57 PM,0.1049,-0.0215
1169,04/17/24 04:28:57 PM,0.1042,-0.0200
1170,04/17/24 04:58:57 PM,0.1063,-0.0222
1171,04/17/24 05:28:57 PM,0.1063,-0.0222
1172,04/17/24 05:58:57 PM,0.1042,-0.0200
1173,04/17/24 06:28:57 PM,0.1042,-0.0200
1174,04/17/24 06:58:57 PM,0.1042,-0.0200
1175,04/17/24 07:28:57 PM,0.1042,-0.0208
1176,04/17/24 07:58:57 PM,0.1042,-0.0208
1177,04/17/24 08:28:57 PM,0.1042,-0.0215
1178,04/17/24 08:58:57 PM,0.1042,-0.0208
1179,04/17/24 09:28:57 PM,0.1042,-0.0208
1180,04/17/24 09:58:57 PM,0.1034,-0.0215
1181,04/17/24 10:28:57 PM,0.1034,-0.0215
1182,04/17/24 10:58:57 PM,0.1049,-0.0230
1183,04/17/24 11:28:57 PM,0.1034,-0.0215
1184,04/17/24 11:58:57 PM,0.1042,-0.0215
1185,04/18/24 12:28:57 AM,0.1034,-0.0215
1186,04/18/24 12:58:57 AM,0.1034,-0.0215
1187,04/18/24 01:28:57 AM,0.1034,-0.0215
1188,04/18/24 01:58:57 AM,0.1027,-0.0222
1189,04/18/24 02:28:57 AM,0.1027,-0.0222
1190,04/18/24 02:58:57 AM,0.1027,-0.0215
1191,04/18/24 03:28:57 AM,0.1027,-0.0222
1192,04/18/24 03:58:57 AM,0.1034,-0.0237
1193,04/18/24 04:28:57 AM,0.1027,-0.0222
1194,04/18/24 04:58:57 AM,0.1020,-0.0222
1195,04/18/24 05:28:57 AM,0.1020,-0.0222
1196,04/18/24 05:58:57 AM,0.1020,-0.0222
1197,04/18/24 06:28:57 AM,0.1020,-0.0230
1198,04/18/24 06:58:57 AM,0.1020,-0.0222
1199,04/18/24 07:28:57 AM,0.1020,-0.0222
1200,04/18/24 07:58:57 AM,0.1020,-0.0230
1201,04/18/24 08:28:57 AM,0.1020,-0.0230
1202,04/18/24 08:58:57 AM,0.1020,-0.0222
1203,04/18/24 09:28:57 AM,0.1027,-0.0222
1204,04/18/24 09:58:57 AM,0.1034,-0.0237
1205,04/18/24 10:28:57 AM,0.1049,-0.0222
1206,04/18/24 10:58:57 AM,0.1042,-0.0208
1207,04/18/24 11:28:57 AM,0.1034,-0.0200
1208,04/18/24 11:58:57 AM,0.1034,-0.0208
1209,04/18/24 12:28:57 PM,0.1034,-0.0200
1210,04/18/24 12:58:57 PM,0.1027,-0.0200
1211,04/18/24 01:28:57 PM,0.1034,-0.0215
1212,04/18/24 01:58:57 PM,0.1042,-0.0215
1213,04/18/24 02:28:57 PM,0.1027,-0.0222
1214,04/18/24 02:58:57 PM,0.1042,-0.0215
