"Plot Title: Pilot Study"
"#","Date Time, GMT-04:00","Water Content, m³/m³ (LGR S/N: 21160424, SEN S/N: 20571105, LBL: Warming)","Water Content, m³/m³ (LGR S/N: 21160424, SEN S/N: 20571110, LBL: Rainout )"
1023,04/14/24 03:36:36 PM,0.1448,0.1107
1024,04/14/24 04:06:36 PM,0.1463,0.1100
1025,04/14/24 04:36:36 PM,0.1448,0.1100
1026,04/14/24 05:06:36 PM,0.1456,0.1092
1027,04/14/24 05:36:36 PM,0.1448,0.1092
1028,04/14/24 06:06:36 PM,0.1456,0.1092
1029,04/14/24 06:36:36 PM,0.1448,0.1092
1030,04/14/24 07:06:36 PM,0.1456,0.1092
1031,04/14/24 07:36:36 PM,0.1456,0.1092
1032,04/14/24 08:06:36 PM,0.1448,0.1092
1033,04/14/24 08:36:36 PM,0.1441,0.1085
1034,04/14/24 09:06:36 PM,0.1448,0.1100
1035,04/14/24 09:36:36 PM,0.1448,0.1085
1036,04/14/24 10:06:36 PM,0.1441,0.1078
1037,04/14/24 10:36:36 PM,0.1441,0.1078
1038,04/14/24 11:06:36 PM,0.1434,0.1078
1039,04/14/24 11:36:36 PM,0.1441,0.1071
1040,04/15/24 12:06:36 AM,0.1434,0.1071
1041,04/15/24 12:36:36 AM,0.1434,0.1078
1042,04/15/24 01:06:36 AM,0.1434,0.1114
1043,04/15/24 01:36:36 AM,0.1426,0.1114
1044,04/15/24 02:06:36 AM,0.1426,0.1114
1045,04/15/24 02:36:36 AM,0.1426,0.1100
1046,04/15/24 03:06:36 AM,0.1419,0.1100
1047,04/15/24 03:36:36 AM,0.1419,0.1121
1048,04/15/24 04:06:36 AM,0.1419,0.1085
1049,04/15/24 04:36:36 AM,0.1419,0.1063
1050,04/15/24 05:06:36 AM,0.1419,0.1063
1051,04/15/24 05:36:36 AM,0.1412,0.1071
1052,04/15/24 06:06:36 AM,0.1412,0.1071
1053,04/15/24 06:36:36 AM,0.1412,0.1063
1054,04/15/24 07:06:36 AM,0.1412,0.1063
1055,04/15/24 07:36:36 AM,0.1412,0.1063
1056,04/15/24 08:06:36 AM,0.1412,0.1063
1057,04/15/24 08:36:36 AM,0.1412,0.1158
1058,04/15/24 09:06:36 AM,0.1412,0.1063
1059,04/15/24 09:36:36 AM,0.1412,0.1063
1060,04/15/24 10:06:36 AM,0.1412,0.1063
1061,04/15/24 10:36:36 AM,0.1405,0.1071
1062,04/15/24 11:06:36 AM,0.1405,0.1063
1063,04/15/24 11:36:36 AM,0.1405,0.1056
1064,04/15/24 12:06:36 PM,0.1419,0.1071
1065,04/15/24 12:36:36 PM,0.1405,0.1071
1066,04/15/24 01:06:36 PM,0.1405,0.1071
1067,04/15/24 01:36:36 PM,0.1405,0.1071
1068,04/15/24 02:06:36 PM,0.1405,0.1063
1069,04/15/24 02:36:36 PM,0.1397,0.1056
1070,04/15/24 03:06:36 PM,0.1397,0.1056
1071,04/15/24 03:36:36 PM,0.1405,0.1056
1072,04/15/24 04:06:36 PM,0.1397,0.1056
1073,04/15/24 04:36:36 PM,0.1390,0.1049
1074,04/15/24 05:06:36 PM,0.1383,0.1042
1075,04/15/24 05:36:36 PM,0.1376,0.1042
1076,04/15/24 06:06:36 PM,0.1361,0.1034
1077,04/15/24 06:36:36 PM,0.1361,0.1034
1078,04/15/24 07:06:36 PM,0.1354,0.1034
1079,04/15/24 07:36:36 PM,0.1361,0.1027
1080,04/15/24 08:06:36 PM,0.1361,0.1027
1081,04/15/24 08:36:36 PM,0.1361,0.1027
1082,04/15/24 09:06:36 PM,0.1354,0.1020
1083,04/15/24 09:36:36 PM,0.1347,0.1020
1084,04/15/24 10:06:36 PM,0.1339,0.1020
1085,04/15/24 10:36:36 PM,0.1339,0.1020
1086,04/15/24 11:06:36 PM,0.1339,0.1012
1087,04/15/24 11:36:36 PM,0.1339,0.1012
1088,04/16/24 12:06:36 AM,0.1339,0.1012
1089,04/16/24 12:36:36 AM,0.1332,0.1005
1090,04/16/24 01:06:36 AM,0.1332,0.1005
1091,04/16/24 01:36:36 AM,0.1332,0.1005
1092,04/16/24 02:06:36 AM,0.1325,0.1005
1093,04/16/24 02:36:36 AM,0.1325,0.0998
1094,04/16/24 03:06:36 AM,0.1325,0.1005
1095,04/16/24 03:36:36 AM,0.1318,0.0998
1096,04/16/24 04:06:36 AM,0.1318,0.0998
1097,04/16/24 04:36:36 AM,0.1318,0.0998
1098,04/16/24 05:06:36 AM,0.1318,0.0998
1099,04/16/24 05:36:36 AM,0.1310,0.0998
1100,04/16/24 06:06:36 AM,0.1318,0.1005
1101,04/16/24 06:36:36 AM,0.1303,0.0998
1102,04/16/24 07:06:36 AM,0.1310,0.0998
1103,04/16/24 07:36:36 AM,0.1303,0.0998
1104,04/16/24 08:06:36 AM,0.1303,0.0998
1105,04/16/24 08:36:36 AM,0.1310,0.0998
1106,04/16/24 09:06:36 AM,0.1310,0.0998
1107,04/16/24 09:36:36 AM,0.1303,0.0998
1108,04/16/24 10:06:36 AM,0.1310,0.0998
1109,04/16/24 10:36:36 AM,0.1296,0.0998
1110,04/16/24 11:06:36 AM,0.1296,0.0991
1111,04/16/24 11:36:36 AM,0.1296,0.0998
1112,04/16/24 12:06:36 PM,0.1303,0.0998
1113,04/16/24 12:36:36 PM,0.1288,0.0991
1114,04/16/24 01:06:36 PM,0.1296,0.0998
1115,04/16/24 01:36:36 PM,0.1296,0.0998
1116,04/16/24 02:06:36 PM,0.1288,0.0998
1117,04/16/24 02:36:36 PM,0.1288,0.0998
1118,04/16/24 03:06:36 PM,0.1288,0.0991
1119,04/16/24 03:36:36 PM,0.1288,0.0998
1120,04/16/24 04:06:36 PM,0.1281,0.0991
1121,04/16/24 04:36:36 PM,0.1281,0.0991
1122,04/16/24 05:06:36 PM,0.1274,0.0991
1123,04/16/24 05:36:36 PM,0.1267,0.0983
1124,04/16/24 06:06:36 PM,0.1267,0.0983
1125,04/16/24 06:36:36 PM,0.1267,0.0983
1126,04/16/24 07:06:36 PM,0.1259,0.0983
1127,04/16/24 07:36:36 PM,0.1274,0.0976
1128,04/16/24 08:06:36 PM,0.1267,0.0976
1129,04/16/24 08:36:36 PM,0.1274,0.0976
1130,04/16/24 09:06:36 PM,0.1259,0.0976
1131,04/16/24 09:36:36 PM,0.1259,0.0969
1132,04/16/24 10:06:36 PM,0.1267,0.0976
1133,04/16/24 10:36:36 PM,0.1252,0.0969
1134,04/16/24 11:06:36 PM,0.1259,0.0969
1135,04/16/24 11:36:36 PM,0.1259,0.0969
1136,04/17/24 12:06:36 AM,0.1245,0.0962
1137,04/17/24 12:36:36 AM,0.1245,0.0962
1138,04/17/24 01:06:36 AM,0.1245,0.0962
1139,04/17/24 01:36:36 AM,0.1245,0.0954
1140,04/17/24 02:06:36 AM,0.1238,0.0954
1141,04/17/24 02:36:36 AM,0.1238,0.0954
1142,04/17/24 03:06:36 AM,0.1238,0.0954
1143,04/17/24 03:36:36 AM,0.1238,0.0954
1144,04/17/24 04:06:36 AM,0.1230,0.0954
1145,04/17/24 04:36:36 AM,0.1230,0.0954
1146,04/17/24 05:06:36 AM,0.1230,0.0954
1147,04/17/24 05:36:36 AM,0.1230,0.0954
1148,04/17/24 06:06:36 AM,0.1230,0.0954
1149,04/17/24 06:36:36 AM,0.1223,0.0947
1150,04/17/24 07:06:36 AM,0.1223,0.0954
1151,04/17/24 07:36:36 AM,0.1223,0.0954
1152,04/17/24 08:06:36 AM,0.1223,0.0954
1153,04/17/24 08:36:36 AM,0.1223,0.0954
1154,04/17/24 09:06:36 AM,0.1223,0.0954
1155,04/17/24 09:36:36 AM,0.1223,0.0954
1156,04/17/24 10:06:36 AM,0.1223,0.0954
1157,04/17/24 10:36:36 AM,0.1223,0.0954
1158,04/17/24 11:06:36 AM,0.1223,0.0947
1159,04/17/24 11:36:36 AM,0.1223,0.0947
1160,04/17/24 12:06:36 PM,0.1209,0.0954
1161,04/17/24 12:36:36 PM,0.1223,0.0954
1162,04/17/24 01:06:36 PM,0.1209,0.0947
1163,04/17/24 01:36:36 PM,0.1201,0.0954
1164,04/17/24 02:06:36 PM,0.1194,0.0947
1165,04/17/24 02:36:36 PM,0.1194,0.0954
1166,04/17/24 03:06:36 PM,0.1209,0.0947
1167,04/17/24 03:36:36 PM,0.1194,0.0947
1168,04/17/24 04:06:36 PM,0.1187,0.0947
1169,04/17/24 04:36:36 PM,0.1194,0.0947
1170,04/17/24 05:06:36 PM,0.1187,0.0947
1171,04/17/24 05:36:36 PM,0.1187,0.0940
1172,04/17/24 06:06:36 PM,0.1180,0.0940
1173,04/17/24 06:36:36 PM,0.1187,0.0940
1174,04/17/24 07:06:36 PM,0.1187,0.0940
1175,04/17/24 07:36:36 PM,0.1187,0.0940
1176,04/17/24 08:06:36 PM,0.1187,0.0940
1177,04/17/24 08:36:36 PM,0.1180,0.0933
1178,04/17/24 09:06:36 PM,0.1180,0.0940
1179,04/17/24 09:36:36 PM,0.1180,0.0933
1180,04/17/24 10:06:36 PM,0.1172,0.0933
1181,04/17/24 10:36:36 PM,0.1180,0.0933
1182,04/17/24 11:06:36 PM,0.1172,0.0933
1183,04/17/24 11:36:36 PM,0.1172,0.0933
1184,04/18/24 12:06:36 AM,0.1172,0.0933
1185,04/18/24 12:36:36 AM,0.1172,0.0925
1186,04/18/24 01:06:36 AM,0.1172,0.0925
1187,04/18/24 01:36:36 AM,0.1172,0.0925
1188,04/18/24 02:06:36 AM,0.1172,0.0925
1189,04/18/24 02:36:36 AM,0.1172,0.0925
1190,04/18/24 03:06:36 AM,0.1165,0.0925
1191,04/18/24 03:36:36 AM,0.1165,0.0925
1192,04/18/24 04:06:36 AM,0.1165,0.0925
1193,04/18/24 04:36:36 AM,0.1158,0.0918
1194,04/18/24 05:06:36 AM,0.1158,0.0918
1195,04/18/24 05:36:36 AM,0.1165,0.0918
1196,04/18/24 06:06:36 AM,0.1158,0.0918
1197,04/18/24 06:36:36 AM,0.1158,0.0918
1198,04/18/24 07:06:36 AM,0.1158,0.0925
1199,04/18/24 07:36:36 AM,0.1158,0.0918
1200,04/18/24 08:06:36 AM,0.1158,0.0918
1201,04/18/24 08:36:36 AM,0.1158,0.0918
1202,04/18/24 09:06:36 AM,0.1150,0.1056
1203,04/18/24 09:36:36 AM,0.1158,0.0925
1204,04/18/24 10:06:36 AM,0.1150,0.0925
1205,04/18/24 10:36:36 AM,0.1143,0.0925
1206,04/18/24 11:06:36 AM,0.1143,0.0918
1207,04/18/24 11:36:36 AM,0.1143,0.0918
1208,04/18/24 12:06:36 PM,0.1143,0.0925
1209,04/18/24 12:36:36 PM,0.1143,0.0918
1210,04/18/24 01:06:36 PM,0.1143,0.0918
1211,04/18/24 01:36:36 PM,0.1143,0.0933
1212,04/18/24 02:06:36 PM,0.1143,0.0925
1213,04/18/24 02:36:36 PM,0.1136,0.0933
1214,04/18/24 03:06:36 PM,0.1136,0.0925
