"site","ID","site_ID","quad","x","y","mark","Alive15","Alive16","Alive17","Alive18","Alive19","Alive20","Alive21","Alive22","Alive23","Alive24","Alive25","sur_15_16","sur_16_17","sur_17_18","sur_18_19","sur_19_20","sur_20_21","sur_21_22","sur_22_23","sur_23_24","sur_24_25","Alive15_tpry","Alive16_tpry","Alive17_tpry","Alive18_tpry","Alive19_tpry","Alive20_tpry","Alive21_tpry","Alive22_tpry","Alive23_tpry","Alive24_tpry","Alive25_tpry","sur_15_16_tpry","sur_16_17_tpry","sur_17_18_tpry","sur_18_19_tpry","sur_19_20_tpry","sur_20_21_tpry","sur_21_22_tpry","sur_22_23_tpry","sur_23_24_tpry","sur_24_25_tpry","X","Date_Marked2015","N15","L15","size15","CT15","FR15","DT15","Notes15","Comm15","libsur15_16","consur15_16","Total.leaves.including.brown.ones2015","N.DEAD15","date16","N16","L16","size16","CT16","FR16","DT16","Notes16","Comm16","libsur16_17","consur16_17","date17","N17","L17","size17","CT17","FR17","DT17","Notes17","Comm17","libsur17_18","consur17_18","N18","L18","size18","FR18","Notes18","Comm18","include.in.19.census","N19","L19","FR19","Notes19","Comm19","size19","N20","L20","FR20","FLW20","Notes20","Comm20","size20","N21","L21","FR21","FLW21","Notes21","Comm21","size21","N22","L22","FR22","FLW22","Notes22","Comm22","Measurer22","size22","N23","L23","FR23","FLW23","Notes23","Comm23","Measurer23","size23","N24","L24","FR24","FLW24","Note24","Comm24","size24","N25","L25","FR25","FLW25","Note25","Comm25","size25"
"GSP-BI","171","GSP-BI_171","W","4","13","yp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","12","48","0",NA,NA,"Y","2","17",NA,NA,NA,"34","5","37",NA,NA,NA,NA,"185","6","15",NA,NA,NA,NA,"90",NA,NA,NA,NA,"dead22?","PresAlive22","nzk","0","0",NA,NA,NA,NA,"new lvs","nzk","0","5","15",NA,NA,NA,NA,"75","3","21","1","","","","63"
"GSP-BI","172","GSP-BI_172","W","5","7","rp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","12","36","0",NA,NA,"Y","5","35",NA,NA,NA,"175","7","12",NA,NA,NA,NA,"84","4","11",NA,NA,NA,NA,"44","3","13",NA,NA,NA,NA,"nzk","39","1","15",NA,NA,NA,NA,"nzk","15","4","23",NA,NA,NA,NA,"92","3","20","","","","","60"
"GSP-BI","18.2.","GSP-BI_18.2.","W","5","30","bp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","14","70","0",NA,NA,"Y","10","15",NA,NA,NA,"150","7","15",NA,NA,NA,NA,"105","8","14",NA,NA,NA,NA,"112","4","24",NA,NA,"bew unm pl D",NA,"nzk","96","5","7",NA,NA,"bew unm pl below",NA,"nzk","35","5","29",NA,NA,"!unm pl D",NA,"145","8","24","","","!unm pl D","","192"
"GSP-BI","173","GSP-BI_173","west","6","0","gp",NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,"1685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","18","54","0",NA,NA,"Y","2","21",NA,NA,NA,"42",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSP-BI","174","GSP-BI_174","W","7","0","bp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4, 4","19, 11","120","0","2ros",NA,"Y","2, 10","13, 25",NA,"2ros",NA,"456","5, 6","26, 10",NA,NA,"2ros",NA,"396","2, 3","10, 13",NA,NA,"2ros",NA,"115","4","11",NA,NA,NA,NA,"nzk","44","5","11",NA,NA,NA,NA,"nzk","55","4","18",NA,NA,NA,NA,"72","6","35","","","","","210"
"GSP-BI","18.3.","GSP-BI_18.3.","W","10","31","yh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","36","144","0",NA,NA,"Y","3","17",NA,NA,NA,"51","3","24",NA,NA,NA,NA,"72","7","32",NA,NA,NA,NA,"224","9","18",NA,NA,NA,NA,"nzk","162","2","10",NA,NA,NA,NA,"nzk","20",NA,NA,NA,NA,"mpd24",NA,NA,"8","43","","","","not mpd","344"
"GSP-BI","175","GSP-BI_175","W","11","19","rh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","32","128","0",NA,NA,"Y","6, 3","21, 18",NA,"2ros",NA,"351","3, 4","21, 19",NA,NA,"2ros",NA,"280","5, 6","13, 25",NA,NA,"2ros",NA,"418","6, 10","27, 29",NA,NA,"2ros",NA,"nzk","896","2","15",NA,NA,NA,NA,"nzk","30","3","46",NA,NA,NA,"inf broken","138","6","15","","","","","90"
"GSP-BI","176","GSP-BI_176","W","13","8","yh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","12","36","0",NA,NA,"Y","6","15",NA,NA,NA,"90","6","22",NA,NA,NA,NA,"132","5","19",NA,NA,NA,NA,"95","2","21",NA,NA,NA,NA,"nzk","42","1","15",NA,NA,"bew unm pl below",NA,"nzk","15","6","16",NA,NA,"!unm pl D",NA,"96","4","14","","","!unm pl D","","56"
"GSP-BI","177","GSP-BI_177","W","13","11","op",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","12","48","0",NA,NA,"Y","4","19",NA,NA,NA,"76","4","15",NA,NA,NA,NA,"60","8","11",NA,NA,NA,NA,"88","3","12",NA,NA,NA,NA,"nzk","36","2","19",NA,NA,"bew unm pl above",NA,"nzk","38","5","20",NA,NA,"!unm pl U",NA,"100","3","17","","","!unm pl U","","51"
"GSP-BI","178","GSP-BI_178","W","13","43","wd",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","12","36","0",NA,NA,"Y","4","15",NA,NA,NA,"60","3","14",NA,NA,NA,NA,"42",NA,NA,NA,NA,"mpd21","PresAlive21","0","8","24",NA,NA,"bew unm pl U",NA,"nzk","192","3","14",NA,NA,"bew unm pl above","tp was wh","nzk","42","4","43",NA,NA,"!unm pl U",NA,"172","6","38","","","!unm pl U","","228"
"GSP-BI","179","GSP-BI_179","W","14","3","rd",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","0",NA,NA,NA,1,1,1,1,1,1,0,"1692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","12","36","0",NA,NA,"Y","6","7",NA,NA,NA,"42","1","8",NA,NA,NA,NA,"8","8","17",NA,NA,NA,NA,"136","5","11",NA,NA,NA,NA,"nzk","55","1","19",NA,NA,NA,"tp was bp","nzk","19","3","9",NA,NA,NA,NA,"27","0","","","","","","0"
"GSP-BI","180","GSP-BI_180","west","16","27","gh",NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,"1693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","29","116","0",NA,NA,"Y","3","13",NA,NA,NA,"39",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSP-BI","181","GSP-BI_181","W","17","7","gp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","23","92","0",NA,NA,"Y","3","6",NA,NA,NA,"18","3","10",NA,NA,NA,NA,"30","5","16",NA,NA,NA,NA,"80","4","8",NA,NA,NA,NA,"nzk","32","2","9",NA,NA,NA,NA,"nzk","18",NA,NA,"2",NA,NA,"sen",NA,"4","54","","","","","216"
"GSP-BI","182","GSP-BI_182","W","17","25","oh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","18","90","0",NA,NA,"Y","12","25",NA,NA,NA,"300","4","12",NA,NA,NA,NA,"48","6","15",NA,NA,NA,NA,"90","2","21",NA,NA,NA,NA,"nzk","42","0",NA,NA,NA,NA,"new lvs","nzk","0","4","51",NA,NA,NA,"inf broken","204","6","45","","","","","270"
"GSP-BI","183","GSP-BI_183","W","18","21","yh.1",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10","10","0",NA,NA,"Y","3","29",NA,NA,NA,"87","4","23",NA,NA,NA,NA,"92","8","14",NA,NA,NA,NA,"112","1","9","5","7",NA,NA,"nzk","9","0",NA,NA,NA,"bew unm pl above","new lvs","nzk","0","6","31",NA,NA,"!unm pl U",NA,"186","4","44","","","!unm pl U","","176"
"GSP-BI","184","GSP-BI_184","W","20","22","wd",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","7","14","0",NA,NA,"Y","7, 8","29, 23",NA,"2ros",NA,"780","6, 3","19, 16",NA,NA,"2ros",NA,"315","5, 4","18, 21",NA,NA,"2ros",NA,"351","3, 4","15, 22",NA,NA,"2ros, bew unm pl U",NA,"nzk","259","2","8",NA,NA,"bew unm pl above","tp was wh","nzk","16","2","3",NA,NA,"!unm pl U",NA,"6","5","12","","","!unm pl U","","60"
"GSP-BI","18.4.","GSP-BI_18.4.","W","23","13","bh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","17","68","0",NA,NA,"Y","4","25",NA,NA,NA,"100","3","9",NA,NA,NA,NA,"27","7","16",NA,NA,NA,NA,"112","3","20",NA,NA,NA,NA,"nzk","60","1","15",NA,NA,NA,NA,"nzk","15","9","23",NA,NA,NA,NA,"207","3","35","","","","","105"
"GSP-BI","185","GSP-BI_185","W","24","12","rh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","0",NA,NA,NA,1,1,1,1,1,1,0,"1699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","13","52","0",NA,NA,"Y","8","17",NA,NA,NA,"136","3","9",NA,NA,NA,NA,"27","0",NA,NA,NA,NA,"sen","0",NA,NA,NA,NA,"dead22","PresAlive22","nzk","0","0",NA,NA,NA,NA,"new lvs","nzk","0","5","22",NA,NA,NA,"inf herb","110","0","","","","","","0"
"GSP-BI","186","GSP-BI_186","W","27","0","wh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","50","200","0",NA,NA,"Y","0",NA,NA,NA,"sen","0","4","28",NA,NA,NA,NA,"112","4","23",NA,NA,NA,NA,"92","1","14","1","3",NA,NA,"nzk","14","3","18",NA,NA,NA,NA,"nzk","54","3","14",NA,NA,NA,"inf herb","42","0","","3","","","new lvs","0"
"GSP-BI","187","GSP-BI_187","W","28","4","gh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","10","60","0",NA,NA,"Y","4","18",NA,NA,NA,"72","5","25",NA,NA,NA,NA,"125","6","19",NA,NA,NA,NA,"114","4","18",NA,NA,NA,NA,"nzk","72","3","10",NA,NA,NA,NA,"nzk","30",NA,NA,NA,NA,"dead24",NA,NA,"1","19","","","","not dead","19"
"GSP-BI","188","GSP-BI_188","W","28","14","oh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","10","20","0",NA,NA,"Y","6","30",NA,NA,NA,"180","3","21",NA,NA,NA,NA,"63","8","22",NA,NA,NA,NA,"176","0",NA,NA,NA,NA,"sen","nzk","0","2","11",NA,NA,NA,NA,"nzk","22",NA,NA,NA,NA,"mpd24",NA,NA,"1","14","2","","","not mpd","14"
"GSP-BI","189","GSP-BI_189","W","28","23","wp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","6","24","0",NA,NA,"Y","5","38",NA,NA,NA,"190","1","25",NA,NA,NA,NA,"25","5","9",NA,NA,NA,"herb","45","6","14",NA,NA,NA,NA,"nzk","84","2","13",NA,NA,NA,NA,"nzk","26","2","14",NA,NA,NA,NA,"28","9","15","","","","","135"
"GSP-BI","190","GSP-BI_190","W","28","27","yp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","28","112","0",NA,NA,"Y","6","25",NA,NA,NA,"150","6","27",NA,NA,NA,NA,"162","8","27",NA,NA,NA,NA,"216","8","15",NA,NA,NA,NA,"nzk","120","2","13",NA,NA,NA,NA,"nzk","26","1","10","6",NA,NA,NA,"10","6","21","","","","","126"
"GSP-BI","191","GSP-BI_191","west","28","29","bh",NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,"1705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","10","30","0",NA,NA,"Y","3","9",NA,NA,NA,"27",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSP-BI","192","GSP-BI_192","W","29","24","gf",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","0",NA,NA,NA,1,1,1,1,1,1,0,"1706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","21","21","0",NA,NA,"Y","5","21",NA,NA,NA,"105","4","20",NA,NA,NA,NA,"80","2","9",NA,NA,NA,NA,"18","3","11",NA,NA,NA,NA,"nzk","33","2","5",NA,NA,NA,NA,"nzk","10","2","14",NA,NA,NA,NA,"28","0","","","","","tp was gh","0"
"GSP-BI","193","GSP-BI_193","W","29","25","rh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","0",NA,NA,NA,1,1,1,1,1,1,0,"1707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","48","240","0",NA,NA,"Y","0",NA,NA,NA,"sen","0","2","12",NA,NA,NA,NA,"24","5","18",NA,NA,NA,NA,"90","4","9",NA,NA,NA,NA,"nzk","36","2","6",NA,NA,NA,NA,"nzk","12","1","11",NA,NA,NA,NA,"11","0","","","","","!unm pl U","0"
"GSP-BI","194","GSP-BI_194","W","29","28","op",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","48","192","0",NA,NA,"Y","6","31",NA,NA,NA,"186","7","30",NA,NA,NA,NA,"210","6, 4","31, 18",NA,NA,"2ros",NA,"490","9","41",NA,NA,NA,NA,"nzk","369","2","11",NA,NA,NA,NA,"nzk","22","2","10","6",NA,NA,NA,"20","7","36","","","","","252"
"GSP-BI","195","GSP-BI_195","W","32","28","op",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","21","84","0",NA,"old y=29","Y","1","24",NA,NA,NA,"24","1","10","4","4",NA,NA,"10","5","16",NA,NA,NA,NA,"80","6","25",NA,NA,NA,NA,"nzk","150","2","11",NA,NA,NA,NA,"nzk","22","1","23","13",NA,NA,NA,"23","6","36","7","","","","216"
"GSP-BI","196","GSP-BI_196","W","32","38","oh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","15","45","0",NA,NA,"Y","5","19",NA,NA,NA,"95","4","20",NA,NA,NA,NA,"80","2","14",NA,NA,NA,NA,"28","12","56",NA,NA,NA,NA,"nzk","672","3","15",NA,NA,NA,NA,"nzk","45","8","70",NA,NA,NA,NA,"560","9","57","","","","","513"
"GSP-BI","197","GSP-BI_197","W","41","17","yh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","7","35","0",NA,NA,"Y","6, 6","13, 11",NA,"2ros",NA,"288","5","9",NA,NA,NA,NA,"45","6","14",NA,NA,NA,NA,"84","1","11",NA,NA,NA,NA,"nzk","11","3","18",NA,NA,NA,NA,"nzk","54","9","12",NA,NA,NA,NA,"108","10","12","","","","","120"
"GSP-BI","198","GSP-BI_198","W","41","44","rp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5, 5, 5","25, 18, 41","420","0","3ros",NA,"Y","5, 7, 9","18, 23, 45",NA,"3ros",NA,"1806","4, 3, 3","15, 15, 20",NA,NA,"3ros",NA,"500","7, 7, 7","61, 18, 32","3","7","3ros","inf imm","2331","4, 1, 2, 0","19, 15, 12, 0","16","18","4ros","inf aborted on 1 ros","nzk","322","3, 4, 4, 2","18, 17, 19, 14",NA,NA,"4ros",NA,"nzk","884","5, 3, 0, 3","14, 87, 0, 17","7","1","4ros","3rd ros sen","957","8,7,5,6","38,51,24,53","","","4ros","tp was rh","1378"
"GSP-BI","199","GSP-BI_199","west","42","38","yp",NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"1713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,"Y","0",NA,NA,NA,"sen","0",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
