x,y,mark,site_ID,site,ID,quad,Date_Marked2015,N15,L15,size15,CT15,FR15,DT15,Notes15,Comm15,libsur15_16,consur15_16,Total.leaves.including.brown.ones2015,N.DEAD15,date16,N16,L16,size16,CT16,FR16,DT16,Notes16,Comm16,libsur16_17,consur16_17,date17,N17,L17,size17,CT17,FR17,DT17,Notes17,Comm17,libsur17_18,consur17_18,N18,L18,size18,FR18,Notes18,Comm18,include.in.19.census,N19,L19,FR19,Notes19,Comm19,libsur18_19,size19,N20,L20,FR20,FLW20,Notes20,Comm20,libsur19_20,size20,N21,L21,FR21,FLW21,Notes21,Comm21,libsur20_21,size21,N22,L22,FR22,FLW22,Notes22,Comm22,Measurer22,libsur21_22,size22,N23,L23,FR23,FLW23,Notes23,Comm23,Measurer23,libsur22_23,size23,N24,L24,FR24,FLW24,Note24,Comm24,libsur23_24,size24
43,39,bh,IA_10,IA,10,2,26-May,8,84,672,1,10,0,NA,NA,1,1,NA,NA,26-May,8,90,720,6,11,1,NA,NA,1,1,26-May,6,106,636,2,0,4,NA,NA,1,1,4,92,368,0,NA,was os,Y,6,68,NA,NA,NA,1,408,NA,NA,NA,NA,NA,not done; under H2O,NA,0,5,92,NA,NA,NA,herb,1,460,5,133,NA,NA,NA,NA,hlc,1,665,2,58,NA,NA,NA,NA,aml,1,116,8,72,9,NA,mossy,NA,1,576
43,49,bp,IA_19,IA,19,2,26-May,7,50,350,1,0,0,NA,NA,1,1,NA,NA,26-May,9,41,369,3,7,1,NA,NA,1,1,26-May,6,44,264,3,0,0,NA,NA,1,1,5,38,190,0,NA,NA,Y,NA,NA,NA,mpd19,NA,0,0,NA,NA,NA,NA,mpd19,not done; under H2O,NA,0,NA,NA,NA,NA,mpd19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,38,rp,IA_11,IA,11,2,26-May,8,44,352,1,0,1,NA,NA,1,1,NA,NA,26-May,6,41,246,2,10,2,NA,NA,1,1,26-May,5,46,230,2,0,2,NA,NA,1,1,4,32,128,0,NA,NA,Y,3,40,NA,NA,NA,1,120,NA,NA,NA,NA,NA,not done; under H2O,NA,0,4,25,NA,NA,NA,NA,1,100,NA,NA,NA,NA,mpd22,NA,hlc,1,0,NA,NA,NA,NA,mpd22,qns25-50; PresAlive23,aml,1,0,4,14,NA,NA,NA,"qs25-50, no new; tp was oh",1,56
46,45,gp,IA_20,IA,20,2,26-May,10,33,330,2,0,0,NA,NA,1,1,NA,NA,26-May,6,31,186,1,0,0,NA,NA,1,1,26-May,9,33,297,3,0,2,NA,NA,1,1,4,35,140,0,NA,NA,Y,6,41,NA,NA,NA,1,246,NA,NA,NA,NA,NA,not done; under H2O,NA,0,NA,NA,NA,NA,mpd21,qns25-50,0,0,NA,NA,NA,NA,dead21,qns25-50,hlc,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,48,wh,IA_18,IA,18,2,26-May,11,69,759,2,6,0,NA,NA,0,NA,NA,NA,26-May,NA,NA,NA,NA,NA,NA,NA,not found,0,NA,NA,NA,NA,NA,NA,NA,NA,Dead17?,Couldnt find toothpick as well,NA,NA,NA,NA,NA,NA,Dead17,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,49,rh,IA_17,IA,17,2,26-May,8,78,624,2,8,0,NA,NA,0,NA,NA,NA,26-May,NA,NA,NA,NA,NA,NA,NA,not found,0,NA,NA,NA,NA,NA,NA,NA,NA,Dead17?,Couldnt find toothpick as well,NA,NA,NA,NA,NA,NA,Dead17,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,38,wh,IA_15,IA,15,2,26-May,7,34,238,2,0,0,NA,NA,1,1,NA,NA,26-May,6,34,204,2,0,0,NA,NA,1,1,26-May,3,25,75,3,0,0,NA,NA,1,1,4,43,172,0,NA,qs25-50,Y,NA,NA,NA,dead19,NA,0,0,NA,NA,NA,NA,dead19,not done; qns 25-50; under H2O,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,49,wh,IA_29,IA,29,3,26-May,6,44,264,2,0,0,NA,NA,1,1,NA,NA,26-May,7,42,294,0,0,0,NA,NA,1,1,26-May,5,58,290,2,0,0,NA,NA,1,1,3,65,195,0,quad 3 x=100,trampled,Y,NA,NA,NA,quad 3 x=100 ;dead19,trampled,0,0,NA,NA,NA,NA,quad 3 x=100 ;dead19,not done; under H2O,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,14,wh,IA_18.2.,IA,18.2.,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,90,0,NA,missed,Y,NA,NA,NA,mpd19,NA,0,0,NA,NA,NA,NA,mpd19,not done; under H2O,NA,0,NA,NA,NA,NA,"mpd19; discontinued under water, 4wd dam",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,12,gh,IA_298,IA,298,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,66,4,0,0,NA,sdl; new16,1,1,26-May,8,15,120,1,0,0,NA,NA,1,1,5,21,105,0,NA,NA,Y,NA,NA,NA,mpd19,NA,0,0,NA,NA,NA,NA,mpd19,not done; under H2O,NA,0,NA,NA,NA,NA,mpd19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,18,yh,IA_373,IA,373,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-May,6,3,18,2,0,0,NA,new17,1,1,4,28,112,0,NA,NA,Y,5,18,NA,NA,NA,1,90,NA,NA,NA,NA,NA,not done; under H2O,NA,0,NA,NA,NA,NA,quad 3 x=100,NA,1,0,NA,NA,NA,NA,quad 3 x=100,notdone22,hlc,NA,0,NA,NA,NA,NA,mpd23,NA,aml,0,0,NA,NA,NA,NA,mpd23; Tx=2,NA,NA,NA
8,2,op,IA_374,IA,374,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-May,6,23,138,0,0,0,NA,new17,1,1,5,29,145,0,NA,NA,Y,3,47,NA,NA,NA,1,141,NA,NA,NA,NA,NA,not done; under H2O,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,notdone22,hlc,NA,0,2,38,NA,NA,NA,NA,aml,1,76,6,73,NA,NA,NA,NA,1,438
8,29,op,IA_24,IA,24,3,26-May,8,37,296,3,0,0,NA,NA,1,1,NA,NA,26-May,1,9,9,1,6,0,NA,NA,1,1,26-May,5,13,65,1,0,1,NA,Stick over Traps,1,1,4,23,92,0,NA,tramp,Y,3,17,NA,NA,NA,1,51,NA,NA,NA,NA,NA,not done; under H2O,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,notdone22,hlc,NA,0,1,17,NA,NA,NA,tp was yh,aml,1,17,2,12,NA,NA,NA,tp was yd,1,24
10,15,bp,IA_18.3.,IA,18.3.,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,125,0,NA,missed,Y,NA,NA,NA,mpd19,NA,0,0,NA,NA,NA,NA,mpd19,not done; under H2O,NA,0,NA,NA,NA,NA,mpd19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,20,bh,IA_299,IA,299,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,40,3,0,0,NA,sdl; new16,1,1,26-May,3,17,51,0,0,0,NA,NA,1,1,5,30,150,0,NA,tramp,Y,NA,NA,NA,mpd19,NA,0,0,NA,NA,NA,NA,mpd19,not done; under H2O,NA,0,NA,NA,NA,NA,mpd19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,38,bp,IA_26,IA,26,3,26-May,7,76,532,2,6,0,NA,NA,1,1,NA,NA,26-May,8,90,720,4,8,1,NA,NA,1,1,26-May,8,29,232,1,1,1,NA,NA,1,1,5,81,405,0,NA,NA,Y,7,68,NA,NA,NA,1,476,NA,NA,NA,NA,NA,not done; under H2O,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,notdone22,hlc,NA,0,1,58,NA,NA,NA,NA,aml,1,58,4,56,NA,NA,NA,NA,1,224
10,48,yd,IA_28,IA,28,3,26-May,11,40,440,3,5,0,NA,NA,1,1,NA,NA,26-May,13,61,793,6,7,0,NA,NA,1,1,26-May,6,47,282,1,0,1,NA,NA,1,1,5,71,355,0,NA,tramp,Y,5,23,NA,NA,NA,1,115,NA,NA,NA,NA,NA,not done; under H2O,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,notdone22,hlc,NA,0,NA,NA,NA,NA,mpd23,NA,aml,0,0,NA,NA,NA,NA,mpd23,NA,NA,NA
11,3,bp,IA_372,IA,372,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-May,4,7,28,2,0,0,NA,new17,1,1,6,35,210,0,NA,NA,Y,2,8,NA,NA,NA,1,16,NA,NA,NA,NA,NA,not done; under H2O,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,notdone22,hlc,NA,0,NA,NA,NA,NA,mpd23,NA,aml,0,0,NA,NA,NA,NA,mpd23,NA,NA,NA
15,49,wp,IA_30,IA,30,3,26-May,8,27,216,3,0,0,NA,NA,1,1,NA,NA,26-May,11,58,638,3,0,2,NA,herb.,1,1,26-May,4,16,64,0,0,0,NA,NA,1,1,4,74,296,0,NA,tramp was yc,Y,8,24,NA,NA,NA,1,192,NA,NA,NA,NA,NA,not done; under H2O,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,notdone22,hlc,NA,0,NA,NA,NA,NA,mpd23,NA,aml,0,0,NA,NA,NA,NA,mpd23,NA,NA,NA
20,47,wh,IA_27,IA,27,3,26-May,8,80,640,1,0,0,NA,NA,1,1,NA,NA,26-May,7,102,714,2,8,1,NA,NA,1,1,26-May,2,4,8,0,0,1,NA,NA,1,1,4,35,140,0,NA,"tramp no tp, same pl?",Y,NA,NA,NA,mpd19,NA,0,0,NA,NA,NA,NA,mpd19,not done; under H2O,NA,0,NA,NA,NA,NA,mpd19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,5,wd,IA_22,IA,22,3,26-May,7,20,140,1,0,1,NA,NA,1,1,NA,NA,26-May,9,80,720,5,0,0,NA,NA,1,1,26-May,7,74,518,0,0,2,NA,NA,1,1,5,75,375,0,NA,NA,Y,2,65,NA,NA,NA,1,130,NA,NA,NA,NA,NA,not done; under H2O,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,notdone22,hlc,NA,0,2,47,NA,NA,NA,NA,aml,1,94,7,83,7,NA,NA,tp was rp,1,581
25,1,gd,IA_21,IA,21,3,26-May,6,61,366,0,0,1,NA,NA,1,1,NA,NA,26-May,4,83,332,2,7,1,NA,NA,1,1,26-May,5,69,345,0,0,2,NA,NA,1,1,4,57,228,0,NA,"qns 25-50, tank dam",Y,2,53,NA,NA,NA,1,106,NA,NA,NA,NA,NA,not done; under H2O,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,notdone22,hlc,NA,0,2,63,NA,NA,NA,NA,aml,1,126,7,86,NA,NA,NA,tp was oh; inf herb,1,602
35,21,gh,IA_25,IA,25,3,26-May,8,41,328,2,0,0,NA,NA,1,1,NA,NA,26-May,10,45,450,3,0,2,NA,NA,1,1,26-May,4,31,124,0,2,2,NA,NA,1,1,3,81,243,0,disc quad 4-5,tank dam,Y,5,31,NA,disc quad 4-5,"no nail, same pl?",NA,155,NA,NA,NA,NA,NA,not done; qns 25-50; under H2O,NA,0,NA,NA,NA,NA,disc QUADS 4-12 4wd dam,NA,NA,0,NA,NA,NA,NA,disc QUADS 4-12 4wd dam,NA,hlc,NA,0,NA,NA,NA,NA,"mpd23, disc quads 4-12 4wd dam",qns25-50,aml,NA,0,NA,NA,NA,NA,mpd23 disc Qds4-12,qns25-50,NA,NA
40,12,bd,IA_23,IA,23,3,26-May,7,27,189,1,0,0,NA,NA,1,1,NA,NA,26-May,6,23,138,2,9,3,NA,NA,1,1,26-May,4,14,56,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,disc,killed by tank,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,15,bd,IA_300,IA,300,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,136,3,0,1,NA,missed15; new16,1,1,26-May,5,32,160,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,disc quad 4 destroyed by tank,NA,N,NA,NA,NA,disc19 quad 4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,31,oc,IA_34,IA,34,4,26-May,10,24,240,3,0,0,NA,NA,1,1,NA,NA,26-May,7,20,140,3,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gone; PresAlive17,1,NA,NA,NA,NA,NA,disc,PresAlive18,N,NA,NA,NA,disc19 quad 4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,31,bs,IA_35,IA,35,4,26-May,6,73,438,0,0,0,NA,NA,1,1,NA,NA,26-May,4,66,264,2,8,1,NA,NA,1,1,26-May,7,75,525,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,30,gb,IA_36,IA,36,4,26-May,6,45,270,2,0,0,NA,NA,1,1,NA,NA,26-May,6,60,360,3,0,0,NA,NA,1,1,26-May,7,45,315,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,20,wd,IA_31,IA,31,4,26-May,10,33,330,3,0,0,NA,NA,1,1,NA,NA,26-May,7,108,756,2,0,0,NA,NA,1,1,26-May,4,34,136,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,30,yd,IA_37,IA,37,4,26-May,6,40,240,1,0,1,NA,NA,1,1,NA,NA,26-May,6,35,210,4,0,0,NA,NA,1,1,26-May,4,31,124,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,20,yh,IA_32,IA,32,4,26-May,8,41,328,2,0,1,NA,NA,1,1,NA,NA,26-May,7,28,196,1,0,4,NA,"fruiting stalk present, top herb?",1,1,26-May,5,22,110,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,31,os,IA_38,IA,38,4,26-May,2,32,64,11,0,0,NA,NA,1,1,NA,NA,26-May,6,34,204,1,0,1,NA,"fruiting stalk present, did not develop fruits",1,1,26-May,6,26,156,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,40,wh,IA_375,IA,375,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-May,4,8,32,4,0,0,NA,new17,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,37,yc,IA_40,IA,40,4,26-May,13,32,416,1,0,1,NA,1 leaf herb,1,1,NA,NA,26-May,8,34,272,5,7,0,NA,NA,1,1,26-May,4,34,136,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,44,rs,IA_41,IA,41,4,26-May,10,43,430,2,0,0,NA,NA,1,1,NA,NA,26-May,6,86,516,6,12,1,NA,NA,1,1,26-May,6,23,138,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,24,bd,IA_376,IA,376,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-May,5,4,20,2,0,1,NA,new17,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,25,rh,IA_39,IA,39,4,26-May,6,38,228,1,0,0,NA,NA,1,1,NA,NA,26-May,5,12,60,0,0,1,NA,NA,1,1,26-May,7,5,35,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,48,bs,IA_377,IA,377,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-May,3,44,132,1,0,0,NA,new17,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,21,oh,IA_33,IA,33,4,26-May,7,45,315,4,9,0,NA,NA,1,1,NA,NA,26-May,5,37,185,2,10,2,NA,NA,1,1,26-May,4,13,52,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,3,yh,IA_301,IA,301,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,14,3,0,0,NA,sdl; new16,1,1,26-May,7,12,84,2,0,0,NA,Replaced toothpick,NA,NA,NA,NA,NA,NA,disc quad 5 destroyed by tank,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,25,os,IA_52,IA,52,5,26-May,6,21,126,0,0,0,NA,NA,1,1,NA,NA,26-May,6,18,108,3,0,0,NA,NA,1,1,26-May,7,31,217,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,15,oh,IA_49,IA,49,5,26-May,7,30,210,2,0,1,NA,NA,1,1,NA,NA,26-May,4,22,88,1,5,2,NA,NA,1,1,26-May,8,29,232,6,0,0,NA,Coordines 2012,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,20,yd,IA_304,IA,304,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,18,2,0,0,NA,sdl; new16,1,1,26-May,6,7,42,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,5,oh,IA_378,IA,378,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-May,3,5,15,3,0,0,NA,new17,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,15,gd,IA_51,IA,51,5,26-May,8,53,424,0,0,1,NA,NA,1,1,NA,NA,26-May,7,63,441,2,0,1,NA,NA,1,1,26-May,7,76,532,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,18,wh,IA_50,IA,50,5,26-May,10,90,900,1,0,0,NA,NA,1,1,NA,NA,26-May,7,83,581,1,10,1,NA,NA,1,1,26-May,5,120,600,3,6,0,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,9,rc,IA_303,IA,303,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,0,0,NA,sdl; new16,1,1,26-May,1,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
