"","site","ID","quad","size0","rep0","sur0_1","sur0_1_tp","size1","N1","L1","rep1","comm1","startyear","TSF","TBF"
"21021","CM","350","2",70,NA,"1","1",48,"2","24",NA,NA,"2020",1,1
"21022","CM","351","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21023","CM","55","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21024","CM","357","2",NA,NA,"1","1",45,"5","9",NA,NA,"2020",1,1
"21025","CM","57","2",32,NA,"0","0",NA,NA,NA,NA,NA,"2020",1,1
"21026","CM","358","2",84,NA,"1","1",26,"2","13",NA,NA,"2020",1,1
"21027","CM","58","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21028","CM","52","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21029","CM","53","2",120,NA,"1","1",228,"6","38",NA,NA,"2020",1,1
"21030","CM","56","2",25,NA,"1","1",NA,"0",NA,NA,"sen","2020",1,1
"21031","CM","62","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21032","CM","371","2",72,NA,"1","1",91,"7","13",NA,NA,"2020",1,1
"21033","CM","64","2",40,NA,"1","1",54,"6","9",NA,NA,"2020",1,1
"21034","CM","61","2",20,NA,"0","0",NA,NA,NA,NA,NA,"2020",1,1
"21035","CM","372","2",50,NA,"1","1",14,"2","7",NA,NA,"2020",1,1
"21036","CM","373","2",24,NA,"1","1",90,"9","10",NA,NA,"2020",1,1
"21037","CM","374","2",12,NA,"1","1",36,"4","9",NA,NA,"2020",1,1
"21038","CM","375","2",48,NA,"1","1",108,"4","27",NA,"herb","2020",1,1
"21039","CM","51","2",196,NA,"1","1",126,"6","21",4,NA,"2020",1,1
"21040","CM","341","2",40,NA,"1","1",84,"7","12",NA,NA,"2020",1,1
"21041","CM","340","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21042","CM","342","2",32,NA,"1","1",40,"5","8",NA,"herb","2020",1,1
"21043","CM","63","2",150,NA,"1","1",8,"1","8",NA,NA,"2020",1,1
"21044","CM","60","2",120,NA,"1","1",84,"6","14",NA,NA,"2020",1,1
"21045","CM","343","2",104,NA,"1","1",88,"8","11",NA,NA,"2020",1,1
"21046","CM","344","2",14,NA,"1","1",63,"7","9",NA,NA,"2020",1,1
"21047","CM","72","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21048","CM","59","2",44,NA,"1","1",NA,NA,NA,NA,"PresAlive21","2020",1,1
"21049","CM","68","2",294,NA,"1","1",208,"4","52",10,NA,"2020",1,1
"21050","CM","69","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21051","CM","67","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21052","CM","345","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21053","CM","70","2",70,NA,"1","1",48,"4","12",NA,NA,"2020",1,1
"21054","CM","349","2",40,NA,"1","1",39,"3","13",NA,NA,"2020",1,1
"21055","CM","346","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21056","CM","76","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21057","CM","77","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21058","CM","66","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21059","CM","347","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21060","CM","348","2",36,NA,"1","1",84,"7","12",NA,NA,"2020",1,1
"21061","CM","71","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21062","CM","352","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21063","CM","79","2",55,NA,"1","1",112,"7","16",NA,NA,"2020",1,1
"21064","CM","353","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21065","CM","65","2",125,NA,"1","1",150,"6","25",NA,NA,"2020",1,1
"21066","CM","74","2",42,NA,"1","1",135,"4, 3","18, 21",NA,NA,"2020",1,1
"21067","CM","18.4.","2",48,NA,"1","1",78,"6","13",NA,NA,"2020",1,1
"21068","CM","354","2",66,NA,"1","1",63,"7","9",NA,NA,"2020",1,1
"21069","CM","78","2",60,NA,"1","1",272,"8","34",NA,NA,"2020",1,1
"21070","CM","73","2",15,9,"1","1",176,"8","22",NA,NA,"2020",1,1
"21071","CM","18.3.","2",12,NA,"1","1",7,"1","7",NA,NA,"2020",1,1
"21072","CM","75","2",15,NA,"1","1",81,"3","27",NA,NA,"2020",1,1
"21073","CM","18.41.","2",60,NA,"1","1",60,"5","12",NA,NA,"2020",1,1
"21074","CM","356","2",22,NA,"1","1",52,"4","13",NA,NA,"2020",1,1
"21075","CM","81","2",405,NA,"1","1",240,"4","60",8,NA,"2020",1,1
"21076","CM","18.9.","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21077","CM","80","2",70,NA,"1","1",76,"4","19",NA,NA,"2020",1,1
"21078","CM","359","2",28,NA,"1","1",60,"5","12",NA,NA,"2020",1,1
"21079","CM","18.10.","2",20,NA,"1","1",112,"7","16",NA,NA,"2020",1,1
"21080","CM","360","2",24,NA,"1","1",NA,NA,NA,NA,"PresAlive21","2020",1,1
"21081","CM","361","2",66,NA,"1","1",72,"6","12",NA,NA,"2020",1,1
"21082","CM","18.11.","2",100,NA,"1","1",147,"7","21",NA,NA,"2020",1,1
"21083","CM","362","2",44,NA,"1","1",120,"8","15",NA,NA,"2020",1,1
"21084","CM","83","2",126,NA,"1","1",93,"3","31",NA,NA,"2020",1,1
"21085","CM","82","2",60,NA,"1","1",91,"7","13",NA,NA,"2020",1,1
"21086","CM","84","2",186,NA,"1","1",66,"6","11",NA,NA,"2020",1,1
"21087","CM","85","2",45,NA,"1","1",49,"7","7",NA,NA,"2020",1,1
"21088","CM","18.7.","2",36,NA,"1","1",60,"6","10",NA,NA,"2020",1,1
"21089","CM","18.8.","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21090","CM","87","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21091","CM","364","2",35,NA,"1","1",91,"13","7",NA,NA,"2020",1,1
"21092","CM","365","2",18,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21093","CM","86","2",45,NA,"1","1",132,"6","22",NA,NA,"2020",1,1
"21094","CM","366","2",8,NA,"1","1",32,"8","4",NA,NA,"2020",1,1
"21095","CM","367","2",20,NA,"0","0",NA,NA,NA,NA,NA,"2020",1,1
"21096","CM","88","2",42,NA,"1","1",99,"9","11",NA,NA,"2020",1,1
"21097","CM","18.33.","2",35,NA,"1","1",67,"3, 4","9, 10",NA,NA,"2020",1,1
"21098","CM","89","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21099","CM","368","2",60,NA,"1","1",108,"6","18",NA,NA,"2020",1,1
"21100","CM","369","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21101","CM","18.5.","2",50,NA,"1","1",72,"8","9",NA,NA,"2020",1,1
"21102","CM","18.34.","2",60,NA,"1","1",126,"7","18",NA,"qs25-50","2020",1,1
"21103","CM","95","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21104","CM","94","2",164,NA,"1","1",96,"6","16",5,NA,"2020",1,1
"21105","CM","92","2",30,NA,"1","1",27,"3","9",NA,NA,"2020",1,1
"21106","CM","370","2",27,NA,"1","1",84,"7","12",NA,NA,"2020",1,1
"21107","CM","18.6.","2",60,NA,"1","1",56,"7","8",NA,NA,"2020",1,1
"21108","CM","91","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21109","CM","90","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21110","CM","93","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21111","CM","376","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21112","CM","122","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21113","CM","123","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21114","CM","403","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21115","CM","124","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21116","CM","401","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21117","CM","402","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21118","CM","405","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21119","CM","406","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21120","CM","377","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21121","CM","378","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21122","CM","379","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21123","CM","380","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21124","CM","381","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21125","CM","18.44.","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21126","CM","382","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21127","CM","18.45.","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21128","CM","383","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21129","CM","384","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21130","CM","108","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21131","CM","135","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21132","CM","119","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21133","CM","109","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21134","CM","118","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21135","CM","121","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21136","CM","103","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21137","CM","385","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21138","CM","386","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21139","CM","127","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21140","CM","125","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21141","CM","102","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21142","CM","387","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21143","CM","120","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21144","CM","126","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21145","CM","388","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21146","CM","139","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21147","CM","115","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21148","CM","389","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21149","CM","390","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21150","CM","101","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21151","CM","391","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21152","CM","138","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21153","CM","137","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21154","CM","392","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21155","CM","393","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21156","CM","99","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21157","CM","394","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21158","CM","130","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21159","CM","395","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21160","CM","117","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21161","CM","396","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21162","CM","98","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21163","CM","100","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21164","CM","136","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21165","CM","114","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21166","CM","397","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21167","CM","97","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21168","CM","113","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21169","CM","112","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21170","CM","128","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21171","CM","129","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21172","CM","398","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21173","CM","111","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21174","CM","132","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21175","CM","110","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21176","CM","104","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21177","CM","133","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21178","CM","96","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21179","CM","106","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21180","CM","399","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21181","CM","116","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21182","CM","400","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21183","CM","105","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21184","CM","131","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21185","CM","107","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21186","CM","404","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21187","CM","143","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21188","CM","150","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21189","CM","144","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21190","CM","145","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21191","CM","148","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21192","CM","140","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21193","CM","414","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21194","CM","149","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21195","CM","421","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21196","CM","152","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21197","CM","146","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21198","CM","154","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21199","CM","426","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21200","CM","153","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21201","CM","142","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21202","CM","147","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21203","CM","151","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21204","CM","141","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21205","CM","155","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21206","CM","427","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21207","CM","407","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21208","CM","408","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21209","CM","156","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21210","CM","409","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21211","CM","157","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21212","CM","158","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21213","CM","410","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21214","CM","411","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21215","CM","159","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21216","CM","412","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21217","CM","160","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21218","CM","413","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21219","CM","415","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21220","CM","416","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21221","CM","162","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21222","CM","417","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21223","CM","161","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21224","CM","175","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21225","CM","176","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21226","CM","418","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21227","CM","419","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21228","CM","163","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21229","CM","420","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21230","CM","174","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21231","CM","166","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21232","CM","165","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21233","CM","422","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21234","CM","423","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21235","CM","167","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21236","CM","164","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21237","CM","169","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21238","CM","424","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21239","CM","170","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21240","CM","168","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21241","CM","173","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21242","CM","425","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21243","CM","171","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21244","CM","172","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21245","CM","428","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21246","CM","221","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21247","CM","429","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21248","CM","202","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21249","CM","203","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21250","CM","204","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21251","CM","220","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21252","CM","448","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21253","CM","214","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21254","CM","205","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21255","CM","455","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21256","CM","212","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21257","CM","201","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21258","CM","213","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21259","CM","206","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21260","CM","217","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21261","CM","461","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21262","CM","218","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21263","CM","219","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21264","CM","200","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21265","CM","210","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21266","CM","207","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21267","CM","430","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21268","CM","208","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21269","CM","216","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21270","CM","223","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21271","CM","431","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21272","CM","432","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21273","CM","198","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21274","CM","433","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21275","CM","211","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21276","CM","209","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21277","CM","199","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21278","CM","434","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21279","CM","435","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21280","CM","436","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21281","CM","215","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21282","CM","437","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21283","CM","438","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21284","CM","439","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21285","CM","440","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21286","CM","441","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21287","CM","442","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21288","CM","443","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21289","CM","184","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21290","CM","180","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21291","CM","444","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21292","CM","445","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21293","CM","197","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21294","CM","183","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21295","CM","446","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21296","CM","447","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21297","CM","182","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21298","CM","181","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21299","CM","449","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21300","CM","222","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21301","CM","450","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21302","CM","194","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21303","CM","451","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21304","CM","452","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21305","CM","224","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21306","CM","454","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21307","CM","453","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21308","CM","190","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21309","CM","192","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21310","CM","179","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21311","CM","196","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21312","CM","195","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21313","CM","193","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21314","CM","191","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21315","CM","177","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21316","CM","456","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21317","CM","457","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21318","CM","189","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21319","CM","188","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21320","CM","458","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21321","CM","459","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21322","CM","178","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21323","CM","460","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21324","CM","225","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21325","CM","226","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
"21326","CM","185","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",1,1
