"site","ID","quad","x","y","mark","Note25","N25","L25","FR25","FLW25","Comm25","Alive25","Alive25_tpry","size25"
"CM","483","6","26","9","yd","","0","","","","tp was yh","1","0","0"
"CM","18.12.","6","26","10","wd","dead24","0","","","","","","","0"
"CM","484","6","26","25","gh","dead24","0","","","","","","","0"
"CM","485","6","26","47","bd","mpd24","0","","","","","","","0"
"CM","261","6","29","20","bd","","5","13","","","tp was bh","1","1","65"
"CM","232","6","32","5","op","","1","10","","","","1","1","10"
"CM","494","6","35","21","gh","","4","11","","","","1","1","44"
"CM","491","6","35","32","op","dead24","0","","","","","","","0"
"CM","276","6","35","45","op","","5","19","","","","1","1","95"
"CM","258","6","36","16","rh","2ros","6,3","23,15","","","","1","1","207"
"CM","495","6","37","22","wp","","5","28","","","tp was wd","1","1","140"
"CM","493","6","37","34","bh","dead24","0","","","","","","","0"
"CM","20.1.","6","38","14","bf","","2","7","","","tp was bh","1","1","14"
"CM","492","6","38","33","rp","","4","10","","","","1","1","40"
"CM","19.7.","6","39","10","yf","","6","30","","","tp was yd, same plt?","1","1","180"
"CM","496","6","39","48","od","","4","30","","","","1","1","120"
"CM","20.4.","6","40","9","rh","mpd24","0","","","","","","","0"
"CM","260","6","40","23","rd","","4","11","","","","1","1","44"
"CM","18.14.","6","41","0","gd","mpd24","0","","","","","","","0"
"CM","21.5.","6","42","17","gp","","0","","","","m25","1","0","0"
"CM","24.1.","6","42","30","bp","","0","","","","m25","1","0","0"
"CM","248","6","43","15","yf","","7","31","","","tp was yd","1","1","217"
"CM","259","6","43","17","wd","","0","","","","m25","1","0","0"
"CM","18.16.","6","46","20","gd","","4","12","","","","1","1","48"
"CM","502","6","47","34","bd","!unm sm pl L","5","14","","","","1","1","70"
"CM","21.6.","6","47","38","gh","mpd24","0","","","","","","","0"
"CM","24.2.","6","48","2","yd","","1","13","","","in sphag","1","1","13"
"CM","19.9.","6","48","6","bh","mpd24","0","","","","","","","0"
"CM","266","6","48","32","oh","","2","17","","","","1","1","34"
"CM","275","6","48","38","wp","mpd24","0","","","","","","","0"
"CM","19.8.","6","49","0","gp","","6","17","","","","1","1","102"
"CM","251","6","49","17","wf","","","","","","not surveyed25","1","",""
"CM","19.11.","6","49","25","rp","","2","20","","","","1","1","40"
"CM","229","6","50","5","od","","5","12","","","qns25-50","1","1","60"
"CM","25.8.","6","13","28","bh","","5","23","","","missed","1","1","115"
"CM","25.9.","6","26","15","bd","","2","16","","","missed","1","1","32"
"CM","25.10.","6","37","31","od","","4","19","","","missed","1","1","76"
"CM","513","7","1","25","wd","","0","","","","tp was yd, m25","1","0","0"
"CM","514","7","1","35","wp","","5","20","","","","1","1","100"
"CM","289","7","2","33","rh","","3","13","","","","1","1","39"
"CM","523","7","3","5","bp","","3","22","","","was bp, now bf,","1","1","66"
"CM","281","7","3","9","wp","","0","","","","","1","0","0"
"CM","18.17.","7","5","22","oh","dead25, pull nail","","","","","dead25,pull nail","0","0",""
"CM","299","7","7","29","wp","","0","","","","","1","0","0"
"CM","532","7","7","48","yp","","2","15","","","","1","1","30"
"CM","18.38.","7","10","36","yd","","0","","","","m25","1","0","0"
"CM","22.5.","7","8","40","bd","","4","9","","","oldx=10, oldy=43, Under Pinguicula","1","1","36"
"CM","302","7","10","47","bd","dead25, pull nail","","","","","tp was bh","0","0",""
"CM","279","7","12","2","gh","","1","25","","","1 imm inf","1","1","25"
"CM","311","7","12","16","yd","","0","","","","","1","0","0"
"CM","292","7","15","43","op","","0","","","","new lvs, tp was bd","1","1","0"
"CM","518","7","23","11","rp","","0","","","","","1","0","0"
"CM","520","7","24","28","gp","","0","","","","","1","0","0"
"CM","315","7","24","49","rh","","2","29","","","1 imm if","1","1","58"
"CM","522","7","29","50","op","","4","34","","","","1","1","136"
"CM","524","7","30","42","bp","","0","","","","m25","1","0","0"
"CM","303","7","32","20","rd","","0","","","","tp was rh","1","0","0"
"CM","297","7","35","16","bp","dead25, pull nail","","","","","","0","0",""
"CM","284","7","37","5","gd","","2","9","","","not dead","1","1","18"
"CM","293","7","38","43","rp","dead25, pull nail","","","","","","0","0",""
"CM","318","7","39","36","op","","0","","","","sen lvs","1","1","0"
"CM","300","7","41","36","wp","","0","","","","imm if","1","1","0"
"CM","526","7","42","43","yp","!unm pl above; dead24","0","","","","","","","0"
"CM","305","7","43","36","bd","","0","","","","new lvs","1","1","0"
"CM","286","7","44","7","op","","4","16","","","","1","1","64"
"CM","18.24.","7","44","24","wd","","0","","","","no plt","1","0","0"
"CM","528","7","44","43","op","","0","","","","no plt","1","0","0"
"CM","22.6.","7","47","41","rd","","0","","","","no plt","1","0","0"
"CM","530","7","47","44","gd","","0","","","","no plt","1","0","0"
"CM","18.28.","7","48","22","gp","","0","","","","no plt","1","0","0"
"CM","294","7","48","10","yp","","0","","","","no plt, tp was rh, oldy=28","1","0","0"
"CM","18.27.","7","49","12","wp","","2","15","","","","1","1","30"
"CM","317","7","50","5","bd","","6","31","","","tp was bp, oldy=8","1","1","186"
"CM","18.2","7","39","11","yh","","2","13","","","qns 25-50, old nail, not on file","1","1","26"
"GSP-BI","1","E","0","6","gh","hobo W trans 3.2m to start 3m to end","3","52","","","","1","1","156"
"GSP-BI","24.1.","E","0","25","gd","","8","36","","","","1","1","288"
"GSP-BI","2","E","4","20","wp","","0","","","","m25","1","0","0"
"GSP-BI","3","E","5","11","bp","dead24","0","","","","m25","","","0"
"GSP-BI","4","E","5","23","wp","!unm pl L","0","","","","m25","1","0","0"
"GSP-BI","5","E","5","25","yp","","0","","","","m25","1","0","0"
"GSP-BI","6","E","6","11","wp","dead24","0","","","","m25","","","0"
"GSP-BI","8","E","8","8","op","","0","","","","","1","0","0"
"GSP-BI","10.1","E","13","35","gd","","7","27","","","","1","1","189"
"GSP-BI","11","E","14","28","yh","","20","14","","","","1","1","280"
"GSP-BI","14","E","19","28","yp","!unm pls","4","11","","","","1","1","44"
"GSP-BI","15.1","E","20","12","wd","","5","14","","","","1","1","70"
"GSP-BI","15","E","20","26","wp","","7","22","","","","1","1","154"
"GSP-BI","16","E","20","38","rd","","3","12","","","","1","1","36"
"GSP-BI","17","E","23","12","rp","!unm pl, 2ros","7,6","29,14","","","was 1 ros","1","1","377"
"GSP-BI","18","E","25","7","op","2ros","9,4","54,31","","","","1","1","702"
"GSP-BI","19","E","25","13","yp","","0","","","","m25","1","0","0"
"GSP-BI","20","E","25","15","bp","!unm pl","5","19","","","","1","1","95"
"GSP-BI","21","E","26","40","oh","","9","12","","","","1","1","108"
"GSP-BI","22","E","27","5","wp","","5","68","","","","1","1","340"
"GSP-BI","24","E","29","20","rd","","5","31","","","tp was rp","1","1","155"
"GSP-BI","25","E","29","42","wp","","5","25","","","","1","1","125"
"GSP-BI","27","E","31","11","gh","","4","43","","","","1","1","172"
"GSP-BI","28","E","32","45","gh","","6","39","","","","1","1","234"
"GSP-BI","29","E","37","33","oh","","6","28","","","","1","1","168"
"GSP-BI","30","E","45","37","rh","2ros","6,3","27,49","","","","1","1","441"
"GSP-BI","31","E","46","27","gp","dead23?","0","","","","m25","","","0"
"GSP-BI","33","E","49","31","op","","0","","","","","1","0","0"
"GSP-BI","34","E","50","11","gh","","","","","","not surveyed25","1","",""
"GSP-BI","35","E","50","50","rh","","","","","","not surveyed25, qs25-50, no new","1","",""
"GSP-BI","25.1.","E","26","50","rp","","5","42","","","missed","1","1","210"
"GSP-BI","25.2.","E","31","32","bd","","8","63","","","missed","1","1","504"
"GSP-BI","25.3.","E","47","30","yd","","13","17","","","missed","1","1","221"
"GSP-BI","25.4.","E","36","25","rp","","5","36","","","missed","1","1","180"
"GSP-BI","36","E","52","11","wp","!unm pl D","5","16","","","","1","1","80"
"GSP-BI","37","E","54","22","op","","4","19","","","","1","1","76"
"GSP-BI","38","E","55","33","bp","","7","39","","","","1","1","273"
"GSP-BI","39","E","59","8","bh","","9","22","","","","1","1","198"
"GSP-BI","41","E","70","17","yh","","5","66","","","","1","1","330"
"GSP-BI","21.1.","E","75","9","yp","2ros","0","","","","","1","0","0"
"GSP-BI","18.40.","E","75","10","wh","","6","40","","","","1","1","240"
"GSP-BI","22.1.","E","80","35","rd","","3","72","","","","1","1","216"
"GSP-BI","19.1.","E","80","40","wh","","0","","","","","1","0","0"
"GSP-BI","48","E","82","30","wp","","8","10","","","","1","1","80"
"GSP-BI","49","E","84","20","bp","","0","","","","m25","1","0","0"
"GSP-BI","52","E","86","33","bh","","6","10","","","","1","1","60"
"GSP-BI","53","E","87","30","yh","","5","20","","","","1","1","100"
"GSP-BI","55","E","88","22","wp","","0","","","","m25","1","0","0"
"GSP-BI","55.1","E","88","23","rd","","7","15","","","","1","1","105"
"GSP-BI","56","E","88","28","oh","","4","20","","","","1","1","80"
"GSP-BI","20.2.","E","92","27","od","","4","20","","","","1","1","80"
"GSP-BI","19.3.","E","94","27","rh","under grass","4","33","","","","1","1","132"
"GSP-BI","19.2.","E","95","32","yp","","0","","","","m25","1","0","0"
"GSP-BI","19.5.","E","99","27","wh","","0","","","","m25","1","0","0"
"GSP-BI","19.4.","E","100","25","bh","","4","25","","","","1","1","100"
"GSP-BI","24.2.","E","100","25","od","","4","23","","","","1","1","92"
"GSP-BI","20.1.","E","0","7","yd","","8","31","","","on map, not datasheet","1","1","248"
"GSP-BI","58","E","101","1","oh","","7","16","","","","1","1","112"
"GSP-BI","22.3.","E","102","17","rd","","4","40","","","","1","1","160"
"GSP-BI","59","E","108","10","yp","","8","21","","","was 2 ros","1","1","168"
"GSP-BI","60","E","108","12","wp","","5","25","","","","1","1","125"
"GSP-BI","61","E","108","15","gh","","3","30","","","missed","1","1","90"
"GSP-BI","62","E","109","47","bh","","0","","","","","1","0","0"
"GSP-BI","63","E","110","16","op","","0","","","","m25","1","0","0"
"GSP-BI","65","E","112","50","wh","","10","13","","","","1","1","130"
"GSP-BI","66","E","114","35","yp","","5","15","","","","1","1","75"
"GSP-BI","20.3.","E","122","41","bd","","6","12","","","","1","1","72"
"GSP-BI","67","E","124","40","rp","","6","66","","","","1","1","396"
"GSP-BI","68","E","127","46","gp","","5","23","","","","1","1","115"
"GSP-BI","68.099999999999994","E","128","45","od","","8","22","","","","1","1","176"
"GSP-BI","69","E","130","47","rp","","6","40","6","","","1","1","240"
"GSP-BI","20.4.","E","132","0","rd","","4","70","","","","1","1","280"
"GSP-BI","71","E","132","9","yp","","4","50","","","","1","1","200"
"GSP-BI","24.5.","E","132","50","yp","","5","48","","","","1","1","240"
"GSP-BI","24.7.","E","133","29","op","","6","23","","","","1","1","138"
"GSP-BI","24.6.","E","138","29","od","","3","25","","","","1","1","75"
"GSP-BI","20.5.","E","139","23","wd","","0","","","","m25","1","0","0"
"GSP-BI","24.3.","E","140","32","yd","","5","20","","","","1","1","100"
"GSP-BI","72","E","142","22","bh","","5","30","","","","1","1","150"
"GSP-BI","73","E","143","5","op","","0","","","","m25","1","0","0"
"GSP-BI","24.4.","E","144","39","wp","","3","28","","","","1","1","84"
"GSP-BI","20.6.","E","144","44","rp","","0","","","","m25","1","0","0"
"GSP-BI","76","E","145","42","bp","","6","47","","","qs125-150","1","1","282"
"GSP-BI","25.5.","E","145","43","rd","","4","56","","","new","1","1","224"
"GSP-BI","25.6.","E","132","49","op","","5","29","","","new","1","1","145"
"GSP-BI","24.8.","E","153","32","","disc","","","","","disc","","",""
"GSP-BI","79","E","155","13","oh","","0","","","","","1","0","0"
"GSP-BI","87","E","160","4","rp","!umn pl R","5","41","","","","1","1","205"
"GSP-BI","91","E","166","20","bd","","7","21","","","tp was bp","1","1","147"
"GSP-BI","92","E","168","13","rp","","0","","","","m25","1","0","0"
"GSP-BI","93","E","168","18","yp","dead24","0","","","","m25","","","0"
"GSP-BI","95","E","170","38","yp","","0","","","","m25","1","0","0"
"GSP-BI","20.8.","E","170","41","gp","","14","34","","","","1","1","476"
"GSP-BI","97","E","171","1","oh","","0","","","","","1","0","0"
"GSP-BI","98","E","173","41","rp","","0","","","","m25","1","0","0"
"GSP-BI","18.43.","E","176","45","gp","","12","25","","","","1","1","300"
"GSP-BI","18.44.","E","180","45","yh","","7","49","","","","1","1","343"
"GSP-BI","99","E","181","16","wp","","6","15","","","","1","1","90"
"GSP-BI","18.45.","E","182","38","bh","","5","24","","","","1","1","120"
"GSP-BI","23.1.","E","182","38","of","mpd24","0","","","","m25","","","0"
"GSP-BI","18.46.","E","183","36","wh","","0","","","","m25","1","0","0"
"GSP-BI","101","E","185","14","yp","","0","","","","m25","1","0","0"
"GSP-BI","102","E","185","25","bh","","0","","","","m25","1","0","0"
"GSP-BI","21.3.","E","186","14","gf","","0","","","","m25","1","0","0"
"GSP-BI","103","E","186","33","bp","","6","22","","","","1","1","132"
"GSP-BI","105","E","189","18","oh","","7","13","","","","1","1","91"
"GSP-BI","106","E","189","26","gp","","6","20","","","","1","1","120"
"GSP-BI","107","E","190","24","oh","","3","10","","","","1","1","30"
"GSP-BI","21.4.","E","190","25","yd","","0","","","","m25","1","0","0"
"GSP-BI","108","E","190","34","gh","","6","12","","","","1","1","72"
"GSP-BI","18.47.","E","190","41","rp","","6","30","","","","1","1","180"
"GSP-BI","109","E","192","30","yh","","0","","","","m25","1","0","0"
"GSP-BI","22.4.","E","194","27","bd","","6","35","","","","1","1","210"
"GSP-BI","22.5.","E","195","40","rd","","4","33","","","","1","1","132"
"GSP-BI","111","E","198","10","gh","","3","90","","","","1","1","270"
"GSP-BI","112","E","198","24","wd","2ros","0","","","","tp was gh","1","0","0"
"GSP-BI","113","E","199","28","rh","","2","11","","","","1","1","22"
"GSP-BI","114","E","200","26","bh","","0","","","","m25","1","0","0"
"GSP-BI","116","E","200","44","gd","","6","13","","","qs175-200","1","1","78"
"GSP-BI","25.7.","E","185","47","yd","","6","30","","","new","1","1","180"
"GSP-BI","25.8.","E","147","47","wd","","6","50","","","new","1","1","300"
"GSP-BI","25.9.","E","197","40","rd","","5","45","","","new","1","1","225"
"GSP-BI","119","E","201","45","yp","","8","20","","","","1","1","160"
"GSP-BI","122","E","204","14","wp","dead24","0","","","","m25","","","0"
"GSP-BI","123","E","204","22","oh","","7","30","","","","1","1","210"
"GSP-BI","126","E","206","14","yp","!unm pl","0","","","","m25","1","0","0"
"GSP-BI","21.6.","E","208","21","bd","","3","15","","","not dead","1","1","45"
"GSP-BI","132","E","213","17","op","","0","","","","","1","0","0"
"GSP-BI","133","E","213","35","rp","","6","10","","","","1","1","60"
"GSP-BI","21.5.","E","217","46","yp","","6","40","","","not mpd","1","1","240"
"GSP-BI","137","E","218","42","yp","!unm 2ros pl R","0","","","","m25","1","0","0"
"GSP-BI","138","E","220","8","bp","!unm pl","0","","","","m25","1","0","0"
"GSP-BI","24.9.","E","220","10","rp","","6","15","","","","1","1","90"
"GSP-BI","140","E","222","7","yp","","7","20","","","","1","1","140"
"GSP-BI","142","E","223","7","rh","mpd24","0","","","","m25","","","0"
"GSP-BI","144","E","236","38","rh","","0","","","","m25","1","0","0"
"GSP-BI","21.7.","E","254","40","gp","","5","38","","","","1","1","190"
"GSP-BI","145","E","255","40","bh","","5","15","","","","1","1","75"
"GSP-BI","146","E","256","33","oh","","8","18","","","","1","1","144"
"GSP-BI","148","E","265","35","yp","","7","13","","","","1","1","91"
"GSP-BI","18.49.","E","273","9","bh","","6","15","","","","1","1","90"
"GSP-BI","21.8.","E","273","10","yp","","6","14","","","","1","1","84"
"GSP-BI","152","E","274","10","wh","","0","","","","","1","0","0"
"GSP-BI","153","E","275","38","op","","6","21","3","1","","1","1","126"
"GSP-BI","24.10.","E","277","19","yd","","6","34","","","","1","1","204"
"GSP-BI","154","E","278","20","rp","","6","43","","","","1","1","258"
"GSP-BI","155","E","283","23","gd","","5","44","","","","1","1","220"
"GSP-BI","156","E","288","17","wh","","6","42","","","","1","1","252"
"GSP-BI","158","E","290","19","bh","","5","49","","","","1","1","245"
"GSP-BI","159","E","292","13","gp","","8","18","","","","1","1","144"
"GSP-BI","160","E","292","17","rp","","4","46","","","","1","1","184"
"GSP-BI","161","E","295","20","op","","6","51","","","qns275-300","1","1","306"
"GSP-BI","163","E","317","8","bp","","5","20","","","","1","1","100"
"GSP-BI","164","E","318","12","op","","5","50","","","","1","1","250"
"GSP-BI","165","E","320","16","yp","","4","45","","","qns325-350","1","1","180"
"GSP-BI","167","E","395","45","rp","","7","40","","","","1","1","280"
"GSP-BI","169","E","425","36","op","","7","60","","","qns375-400","1","1","420"
"GSP-BI","19.7.","E","430","50","bd","","0","","","","m25","1","0","0"
"GSP-BI","170","W","3","18","oh","all quads burned","","","","","not surveyed25","1","",""
"GSP-BI","18.1.","W","3","45","rh","mpd24","0","","","","m25","","","0"
"GSP-BI","171","W","4","13","yp","","3","21","1","","","1","1","63"
"GSP-BI","172","W","5","7","rp","","3","20","","","","1","1","60"
"GSP-BI","19.9.","W","5","18","wh","","4","23","4","","","1","1","92"
"GSP-BI","18.2.","W","5","30","bp","!unm pl D","8","24","","","","1","1","192"
"GSP-BI","23.3.","W","5","32","rd","dead24","0","","","","","","","0"
"GSP-BI","174","W","7","0","bp","","6","35","","","","1","1","210"
"GSP-BI","18.3.","W","10","31","yh","","8","43","","","not mpd","1","1","344"
"GSP-BI","175","W","11","19","rh","","6","15","","","","1","1","90"
"GSP-BI","176","W","13","8","yh","!unm pl D","4","14","","","","1","1","56"
"GSP-BI","177","W","13","11","op","!unm pl U","3","17","","","","1","1","51"
"GSP-BI","178","W","13","43","wd","!unm pl U","6","38","","","","1","1","228"
"GSP-BI","179","W","14","3","rd","","0","","","","","1","0","0"
"GSP-BI","181","W","17","7","gp","","4","54","","","","1","1","216"
"GSP-BI","23.2.","W","17","21","yh.2","","5","59","3","","","1","1","295"
"GSP-BI","182","W","17","25","oh","","6","45","","","","1","1","270"
"GSP-BI","183","W","18","21","yh.1","!unm pl U","4","44","","","","1","1","176"
"GSP-BI","184","W","20","22","wd","!unm pl U","5","12","","","","1","1","60"
"GSP-BI","18.4.","W","23","13","bh","","3","35","","","","1","1","105"
"GSP-BI","185","W","24","12","rh","","0","","","","","1","0","0"
"GSP-BI","23.5.","W","24","43","yd","","5","17","","","","1","1","85"
"GSP-BI","23.4.","W","25","43","bp","","4","11","","","","1","1","44"
"GSP-BI","23.8.","W","25","45","od","","5","7","","","!unm pl D","1","1","35"
"GSP-BI","23.6.","W","26","44","wp","","6","7","","","","1","1","42"
"GSP-BI","23.7.","W","26","45","gd","","5","6","","","!unm pl D","1","1","30"
"GSP-BI","22.9.","W","26","74","yp","disc","","","","","disc","","",""
"GSP-BI","186","W","27","0","wh","","0","","3","","new lvs","1","1","0"
"GSP-BI","187","W","28","4","gh","","1","19","","","not dead","1","1","19"
"GSP-BI","188","W","28","14","oh","","1","14","2","","not mpd","1","1","14"
"GSP-BI","189","W","28","23","wp","","9","15","","","","1","1","135"
"GSP-BI","190","W","28","27","yp","","6","21","","","","1","1","126"
"GSP-BI","192","W","29","24","gf","","0","","","","tp was gh","1","0","0"
"GSP-BI","193","W","29","25","rh","","0","","","","!unm pl U","1","0","0"
"GSP-BI","194","W","29","28","op","","7","36","","","","1","1","252"
"GSP-BI","195","W","32","28","op","","6","36","7","","","1","1","216"
"GSP-BI","196","W","32","38","oh","","9","57","","","","1","1","513"
"GSP-BI","197","W","41","17","yh","","10","12","","","","1","1","120"
"GSP-BI","198","W","41","44","rp","4ros","8,7,5,6","38,51,24,53","","","tp was rh","1","1","1378"
"GSP-BI","201","W","45","24","gp","","2","41","","","","1","1","82"
"GSP-BI","202","W","46","10","bp","","7","76","","","not mpd","1","1","532"
"GSP-BI","18.5.","W","47","10","oh","","5","31","","","","1","1","155"
"GSP-BI","203","W","47","24","wp","","4","19","","","qs0-25, no new","1","1","76"
"GSP-BI","19.14.","W","51","30","yh","2 ros","6,4","21,21","","","was 1ros","1","1","210"
"GSP-BI","18.6.","W","52","46","wh","","4","30","","","","1","1","120"
"GSP-BI","18.7.","W","54","25","bp","","8","19","","","","1","1","152"
"GSP-BI","24.12.","W","55","29","wd","","0","","","","","1","0","0"
"GSP-BI","24.11.","W","57","30","bp","","0","","","","","1","0","0"
"GSP-BI","18.11.","W","57","45","gd","2ros","6,8","13,14","","","was 1ros","1","1","196"
"GSP-BI","21.9.","W","59","37","gp","","4","38","","","","1","1","152"
"GSP-BI","24.13.","W","60","32","op","","5","4","","","","1","1","20"
"GSP-BI","18.8.","W","60","42","rp","","4,7","28,8","","","2ros","1","1","308"
"GSP-BI","208","W","61","33","yp","","0","","","","m25","1","0","0"
"GSP-BI","18.9.","W","61","45","oh","","6","51","","","","1","1","306"
"GSP-BI","24.14.","W","61","45","rd","","0","","","","","1","0","0"
"GSP-BI","24.15.","W","63","49","yp","","0","","","","oldy=59","1","0","0"
"GSP-BI","23.9.","W","64","42","bh","mpd24","0","","","","m25","","","0"
"GSP-BI","214","W","65","23","oh","","5","29","","","","1","1","145"
"GSP-BI","18.12.","W","65","40","bp","","7","31","","","","1","1","217"
"GSP-BI","24.16.","W","66","49","bd","","0","","","","oldy=59","1","0","0"
"GSP-BI","217","W","67","16","rh","","6","30","","","not mpd","1","1","180"
"GSP-BI","219","W","68","36","od","","5","17","","","","1","1","85"
"GSP-BI","19.13.","W","69","47","rh","","8","12","","","","1","1","96"
"GSP-BI","221","W","70","39","wd","","0","","","","","1","0","0"
"GSP-BI","23.10.","W","70","48","wp","","6","44","","","","1","1","264"
"GSP-BI","220","W","71","23","wp","!unm pl R","3","19","","","","1","1","57"
"GSP-BI","223","W","72","24","gp","2ros","5,6","27,24","","","","1","1","297"
"GSP-BI","224","W","72","28","op","","7","20","","","","1","1","140"
"GSP-BI","18.13.","W","72","32","yp","","8","22","","","","1","1","176"
"GSP-BI","23.11.","W","72","38","gd","","7","39","","","","1","1","273"
"GSP-BI","226","W","74","29","gp","","7","24","","","","1","1","168"
"GSP-BI","20.10.","W","74","41","gp","","4","30","","","","1","1","120"
"GSP-BI","18.15.","W","75","35","oh","","6","31","","","","1","1","186"
"GSP-BI","227","W","75","47","bd","","6","32","","","","1","1","192"
"GSP-BI","18.16.","W","75","48","yd","","0","","","","","1","0","0"
"GSP-BI","24.17.","W","75","48","od","","0","","","","oldy=58","1","0","0"
"GSP-BI","229","W","76","22","wp","","6","17","","","","1","1","102"
"GSP-BI","18.14.","W","77","33","bd","2ros","8","25","","","1st ros sen","1","1","200"
"GSP-BI","20.9.","W","77","35","rd","2ros","5,6","17,10","","","","1","1","187"
"GSP-BI","230","W","77","38","yh","!unm pl L","0","","","","","1","0","0"
"GSP-BI","231","W","77","45","rh","","6","48","","","","1","1","288"
"GSP-BI","232","W","79","45","oh","!unm pl D","4","31","","","","1","1","124"
"GSP-BI","234","W","81","35","wp","","0","","","","m25","1","0","0"
"GSP-BI","236","W","81","47","yh","","0","","","","","1","0","0"
"GSP-BI","240","W","84","21","gh","","6","13","","","","1","1","78"
"GSP-BI","241","W","85","50","rh","","12","40","","","","1","1","480"
"GSP-BI","242","W","87","44","bd","","9","12","","","tp was bh","1","1","108"
"GSP-BI","243","W","90","39","gh","","8","36","","","not mpd","1","1","288"
"GSP-BI","246","W","94","30","wd","","8","26","","","","1","1","208"
"GSP-BI","248","W","96","37","op","","7","22","","","","1","1","154"
"GSP-BI","250","W","100","31","rh","","7","39","","","qs50-75","1","1","273"
"GSP-BI","211","W","65","30","bp","","7","45","","","xy unc; not on ds","1","1","315"
"GSP-BI","25.10.","W","18","28","rp","","9","7","","","new","1","1","63"
"GSP-BI","252","W","103","35","op","","9","22","","","","1","1","198"
"GSP-BI","253","W","104","33","bp","","10","15","","","not dead","1","1","150"
"GSP-BI","18.17.","W","107","30","gd","","11","33","","","","1","1","363"
"GSP-BI","256","W","110","7","gp","","5","31","","","","1","1","155"
"GSP-BI","18.22.","W","112","44","bp","","6","10","","","","1","1","60"
"GSP-BI","18.23.","W","115","44","yp","","7","39","","","","1","1","273"
"GSP-BI","258","W","117","19","rp","","5","22","","","","1","1","110"
"GSP-BI","21.11.","W","120","18","wd","","6","19","","","","1","1","114"
"GSP-BI","259","W","121","18","gp","!unm pl R","5","33","","","","1","1","165"
"GSP-BI","260","W","122","7","op","","7","33","","","","1","1","231"
"GSP-BI","262","W","123","30","bp","","7","19","","","","1","1","133"
"GSP-BI","21.12.","W","123","40","wd","","7","21","","","","1","1","147"
"GSP-BI","23.12.","W","123","50","wp","","10","28","","","","1","1","280"
"GSP-BI","263","W","124","4","yp","","4","28","","","","1","1","112"
"GSP-BI","21.13.","W","124","6","bp","","5","32","","","","1","1","160"
"GSP-BI","18.19.","W","124","28","rp","","7","25","","","","1","1","175"
"GSP-BI","264","W","124","34","gp","","7","24","","","","1","1","168"
"GSP-BI","275","W","124","37","op","","8","15","","","","1","1","120"
"GSP-BI","266","W","126","3","op","","5","25","","","","1","1","125"
"GSP-BI","267","W","126","5","gh","","4","38","","","","1","1","152"
"GSP-BI","268","W","127","3","bp","","6","16","","","","1","1","96"
"GSP-BI","18.21.","W","128","49","od","2ros","7,0","16,0","","","2nd ros sen","1","1","112"
"GSP-BI","21.14.","W","128","50","rp","","5","20","","","","1","1","100"
"GSP-BI","270","W","130","3","oh","","5","24","","","","1","1","120"
"GSP-BI","18.20.","W","130","34","yd","","7","20","","","","1","1","140"
"GSP-BI","272","W","130","38","gp","","0","","","","","1","0","0"
"GSP-BI","274","W","132","15","bh","","8","35","","","","1","1","280"
"GSP-BI","276","W","134","1","yp","!unm pl U","8","41","","","","1","1","328"
"GSP-BI","277","W","137","4","rp","","4","32","","","","1","1","128"
"GSP-BI","278","W","138","37","op","","6","27","","","","1","1","162"
"GSP-BI","281","W","141","36","bp","","7","12","","","","1","1","84"
"GSP-BI","18.25.","W","142","37","gd","","4","16","","","","1","1","64"
"GSP-BI","282","W","144","28","rp","2ros","10,5","14,8","","","qs100-125, no new","1","1","210"
"GSP-BI","18.26.","W","161","45","rp","","5","57","","","","1","1","285"
"GSP-BI","284","W","164","18","rp","","5","23","","","","1","1","115"
"GSP-BI","21.15.","W","168","44","bd","","7","33","","","","1","1","231"
"GSP-BI","18.32.","W","177","30","oh","","5","29","","","","1","1","145"
"GSP-BI","21.16.","W","178","46","gp","","0","","","","m25","1","0","0"
"GSP-BI","285","W","182","5","bh","","0","","","","m25","1","0","0"
"GSP-BI","21.17.","W","189","15","gp","","6","15","","","","1","1","90"
"GSP-BI","289","W","195","9","rp","","6","23","","","not mpd","1","1","138"
"GSP-BI","21.18.","W","195","10","bp","dead24","0","","","","","","","0"
"GSP-BI","290","W","196","5","gh","","5","24","","","","1","1","120"
"GSP-BI","291","W","198","3","op","","4","36","","","not dead","1","1","144"
"GSP-BI","21.19.","W","198","6","wd","","3","27","","","","1","1","81"
"GSP-BI","292","W","199","25","bh","","7","15","","","qns175-150","1","1","105"
"GSP-BI","18.38.","W","205","49","gd","","0","","","","","1","0","0"
"GSP-BI","293","W","209","45","yp","","0","","","","","1","0","0"
"GSP-BI","18.39.","W","209","47","rp","","0","","","","","1","0","0"
"GSP-BI","21.22.","W","213","45","yp","2ros","6","17","","","","1","1","102"
"GSP-BI","294","W","216","20","bh","","4","10","","","","1","1","40"
"GSP-BI","295","W","217","21","yp","dead24","0","","","","m25","","","0"
"GSP-BI","18.33.","W","222","35","yd","","0","","","","m25","1","0","0"
"GSP-BI","21.21.","W","222","43","rh","","7","17","","","","1","1","119"
"GSP-BI","21.20.","W","223","43","bh","","6","10","","","","1","1","60"
"GSP-BI","18.35.","W","224","32","bd","","7","13","","","","1","1","91"
"GSP-BI","297","W","225","17","wh","","6","40","","","","1","1","240"
"GSP-BI","18.34.","W","225","33","oh","","7","45","","","","1","1","315"
"GSP-BI","298","W","230","5","gp","","6","45","","","qns225-250","1","1","270"
