,"(deg C) Maximum Temperature (gridMET) at -79.2103E,35.1464N, 1979-01-01 to 2026-04-10"
"2004-04-01",15.8861
"2004-04-02",14.2662
"2004-04-03",17.2264
"2004-04-04",14.7159
"2004-04-05",14.4165
"2004-04-06",18.3955
"2004-04-07",25.3161
"2004-04-08",25.8261
"2004-04-09",23.6962
"2004-04-10",25.5859
"2004-04-11",25.8064
"2004-04-12",22.8364
"2004-04-13",24.8862
"2004-04-14",15.2665
"2004-04-15",20.1657
"2004-04-16",24.0658
"2004-04-17",27.6666
"2004-04-18",29.5858
"2004-04-19",29.4762
"2004-04-20",29.2865
"2004-04-21",28.9058
"2004-04-22",29.236
"2004-04-23",30.6957
"2004-04-24",29.656
"2004-04-25",29.5156
"2004-04-26",27.5766
"2004-04-27",22.5456
"2004-04-28",20.5365
"2004-04-29",25.3863
"2004-04-30",27.3869
"2004-05-01",23.5164
"2004-05-02",26.5665
"2004-05-03",22.2167
"2004-05-04",18.6468
"2004-05-05",24.7064
"2004-05-06",29.9763
"2004-05-07",32.6569
"2004-05-08",30.1365
"2004-05-09",30.8066
"2004-05-10",29.6671
"2004-05-11",29.9369
"2004-05-12",29.2162
"2004-05-13",29.6363
"2004-05-14",31.1663
"2004-05-15",29.6967
"2004-05-16",28.1371
"2004-05-17",28.6767
"2004-05-18",28.8467
"2004-05-19",29.996
"2004-05-20",30.527
"2004-05-21",32.2171
"2004-05-22",33.7865
"2004-05-23",32.8269
"2004-05-24",33.4366
"2004-05-25",34.1363
"2004-05-26",34.3864
"2004-05-27",32.206
"2004-05-28",32.7764
"2004-05-29",30.267
"2004-05-30",30.4863
"2004-05-31",30.7204
"2004-06-01",29.5698
"2004-06-02",30.9101
"2004-06-03",31.5001
"2004-06-04",27.7602
"2004-06-05",29.0401
"2004-06-06",28.0903
"2004-06-07",30.1007
"2004-06-08",29.9603
"2004-06-09",29.1805
"2004-06-10",31.3301
"2004-06-11",33.4009
"2004-06-12",27.281
"2004-06-13",25.0106
"2004-06-14",29.0105
"2004-06-15",27.1504
"2004-06-16",30.6304
"2004-06-17",32.8108
"2004-06-18",33.6806
"2004-06-19",32.3304
"2004-06-20",28.2899
"2004-06-21",28.3798
"2004-06-22",32.0902
"2004-06-23",31.7798
"2004-06-24",30.5208
"2004-06-25",30.7906
"2004-06-26",29.5907
"2004-06-27",27.5803
"2004-06-28",28.1408
"2004-06-29",29.7805
"2004-06-30",29.624
"2004-07-01",29.7632
"2004-07-02",31.5938
"2004-07-03",30.9532
"2004-07-04",32.583
"2004-07-05",35.0738
"2004-07-06",34.8939
"2004-07-07",34.5034
"2004-07-08",33.7729
"2004-07-09",33.7939
"2004-07-10",34.6229
"2004-07-11",33.1237
"2004-07-12",31.5334
"2004-07-13",32.8638
"2004-07-14",35.6134
"2004-07-15",32.583
"2004-07-16",31.1836
"2004-07-17",31.3535
"2004-07-18",30.1734
"2004-07-19",30.1734
"2004-07-20",30.4629
"2004-07-21",32.583
"2004-07-22",31.3437
"2004-07-23",32.6532
"2004-07-24",31.5038
"2004-07-25",27.5335
"2004-07-26",30.9039
"2004-07-27",32.1937
"2004-07-28",30.7536
"2004-07-29",30.2436
"2004-07-30",30.474
"2004-07-31",30.6637
"2004-08-01",29.8839
"2004-08-02",29.9443
"2004-08-03",32.4339
"2004-08-04",34.0945
"2004-08-05",33.8136
"2004-08-06",26.4236
"2004-08-07",25.4442
"2004-08-08",28.0238
"2004-08-09",29.3542
"2004-08-10",30.0539
"2004-08-11",29.7238
"2004-08-12",28.4845
"2004-08-13",28.6939
"2004-08-14",23.3636
"2004-08-15",21.7844
"2004-08-16",28.9341
"2004-08-17",27.9942
"2004-08-18",28.7038
"2004-08-19",32.6138
"2004-08-20",31.7342
"2004-08-21",30.3336
"2004-08-22",26.224
"2004-08-23",29.3542
"2004-08-24",30.474
"2004-08-25",29.5846
"2004-08-26",29.8741
"2004-08-27",29.8137
"2004-08-28",31.0739
"2004-08-29",27.7343
"2004-08-30",28.0238
"2004-08-31",29.4293
"2004-09-01",28.689
"2004-09-02",28.1999
"2004-09-03",28.5091
"2004-09-04",29.3998
"2004-09-05",28.4697
"2004-09-06",25.2398
"2004-09-07",27.159
"2004-09-08",26.7599
"2004-09-09",27.7996
"2004-09-10",28.45
"2004-09-11",28.6594
"2004-09-12",27.4399
"2004-09-13",27.3894
"2004-09-14",21.5799
"2004-09-15",26.6096
"2004-09-16",29.2199
"2004-09-17",27.09
"2004-09-18",24.3294
"2004-09-19",21.1795
"2004-09-20",22.0196
"2004-09-21",23.6999
"2004-09-22",28.0891
"2004-09-23",27.6998
"2004-09-24",26.6195
"2004-09-25",26.07
"2004-09-26",26.67
"2004-09-27",25.2792
"2004-09-28",25.7596
"2004-09-29",26.6392
"2004-09-30",26.5172
"2004-10-01",26.2869
"2004-10-02",28.227
"2004-10-03",25.427
"2004-10-04",26.5566
"2004-10-05",23.9574
"2004-10-06",20.6572
"2004-10-07",20.8173
"2004-10-08",23.7677
"2004-10-09",25.3876
"2004-10-10",25.6672
"2004-10-11",20.1768
"2004-10-12",24.1569
"2004-10-13",24.3971
"2004-10-14",22.0467
"2004-10-15",20.587
"2004-10-16",19.8873
"2004-10-17",19.7875
"2004-10-18",24.0178
"2004-10-19",26.277
"2004-10-20",23.9069
"2004-10-21",19.1777
"2004-10-22",18.8574
"2004-10-23",16.5169
"2004-10-24",19.4968
"2004-10-25",23.217
"2004-10-26",23.1271
"2004-10-27",18.1368
"2004-10-28",17.7377
"2004-10-29",18.3868
"2004-10-30",27.5077
"2004-10-31",27.9524
"2004-11-01",28.5018
"2004-11-02",27.972
"2004-11-03",26.1624
"2004-11-04",25.9727
"2004-11-05",18.0222
"2004-11-06",17.5418
"2004-11-07",20.2421
"2004-11-08",19.0323
"2004-11-09",11.8025
"2004-11-10",13.2425
"2004-11-11",17.5726
"2004-11-12",22.452
"2004-11-13",15.4821
"2004-11-14",10.2725
"2004-11-15",14.5927
"2004-11-16",15.7026
"2004-11-17",17.6526
"2004-11-18",16.0623
"2004-11-19",17.7623
"2004-11-20",21.2818
"2004-11-21",20.0425
"2004-11-22",17.6724
"2004-11-23",21.1019
"2004-11-24",23.6125
"2004-11-25",19.5916
"2004-11-26",9.1416
"2004-11-27",13.9028
"2004-11-28",16.4528
"2004-11-29",12.4418
"2004-11-30",17.4087
"2004-12-01",18.0789
"2004-12-02",13.8696
"2004-12-03",12.8188
"2004-12-04",14.1886
"2004-12-05",15.9687
"2004-12-06",14.7294
"2004-12-07",25.2089
"2004-12-08",21.6994
"2004-12-09",22.6886
"2004-12-10",23.1788
"2004-12-11",16.629
"2004-12-12",12.3691
"2004-12-13",13.9989
"2004-12-14",5.3795
"2004-12-15",4.4396
"2004-12-16",8.4789
"2004-12-17",10.169
"2004-12-18",13.0787
"2004-12-19",11.189
"2004-12-20",0.6294
"2004-12-21",8.9285
"2004-12-22",15.5585
"2004-12-23",17.8485
"2004-12-24",8.0785
"2004-12-25",5.9794
"2004-12-26",4.1686
"2004-12-27",4.0589
"2004-12-28",4.0491
"2004-12-29",9.0591
"2004-12-30",13.4593
"2004-12-31",13.038
"2005-01-01",20.5585
"2005-01-02",18.9887
"2005-01-03",20.3782
"2005-01-04",20.4387
"2005-01-05",22.0086
"2005-01-06",21.9678
"2005-01-07",18.7985
"2005-01-08",22.8287
"2005-01-09",13.6282
"2005-01-10",18.5378
"2005-01-11",18.8985
"2005-01-12",22.3482
"2005-01-13",23.2783
"2005-01-14",19.5581
"2005-01-15",7.8083
"2005-01-16",6.4781
"2005-01-17",1.2078
"2005-01-18",-2.0122
"2005-01-19",1.7586
"2005-01-20",6.9387
"2005-01-21",3.578
"2005-01-22",11.1283
"2005-01-23",4.5488
"2005-01-24",4.3783
"2005-01-25",9.698
"2005-01-26",11.4877
"2005-01-27",7.9886
"2005-01-28",2.3083
"2005-01-29",4.3079
"2005-01-30",6.588
"2005-01-31",7.5267
"2005-02-01",7.5971
"2005-02-02",9.9265
"2005-02-03",4.3264
"2005-02-04",8.6469
"2005-02-05",13.0563
"2005-02-06",14.9967
"2005-02-07",16.1466
"2005-02-08",17.8474
"2005-02-09",17.7474
"2005-02-10",14.2668
"2005-02-11",8.6272
"2005-02-12",13.417
"2005-02-13",16.2071
"2005-02-14",19.0072
"2005-02-15",21.2971
"2005-02-16",22.9065
"2005-02-17",13.5269
"2005-02-18",7.4773
"2005-02-19",11.1468
"2005-02-20",12.6574
"2005-02-21",17.4769
"2005-02-22",20.1373
"2005-02-23",16.5271
"2005-02-24",8.0874
"2005-02-25",9.0063
"2005-02-26",12.4264
"2005-02-27",11.5371
"2005-02-28",6.6633
"2005-03-01",8.1035
"2005-03-02",7.7935
"2005-03-03",9.4732
"2005-03-04",14.0531
"2005-03-05",16.5431
"2005-03-06",15.7427
"2005-03-07",20.7327
"2005-03-08",14.4928
"2005-03-09",9.7524
"2005-03-10",10.6231
"2005-03-11",15.8823
"2005-03-12",18.6823
"2005-03-13",21.7232
"2005-03-14",13.4034
"2005-03-15",13.4824
"2005-03-16",9.3225
"2005-03-17",6.4323
"2005-03-18",15.0227
"2005-03-19",18.0426
"2005-03-20",19.7026
"2005-03-21",17.5127
"2005-03-22",16.0824
"2005-03-23",25.4126
"2005-03-24",20.1324
"2005-03-25",22.5335
"2005-03-26",22.7027
"2005-03-27",19.8335
"2005-03-28",20.9525
"2005-03-29",23.7834
"2005-03-30",25.1532
"2005-03-31",21.5948
"2005-04-01",24.0453
"2005-04-02",19.915
"2005-04-03",17.5843
"2005-04-04",24.0144
"2005-04-05",27.5543
"2005-04-06",26.8552
"2005-04-07",26.2945
"2005-04-08",23.2252
"2005-04-09",20.6042
"2005-04-10",22.5952
"2005-04-11",25.5941
"2005-04-12",21.7344
"2005-04-13",17.1742
"2005-04-14",17.8746
"2005-04-15",15.5044
"2005-04-16",16.6753
"2005-04-17",20.8451
"2005-04-18",26.6749
"2005-04-19",28.535
"2005-04-20",28.8042
"2005-04-21",28.2052
"2005-04-22",27.9952
"2005-04-23",24.7641
"2005-04-24",12.1152
"2005-04-25",19.2542
"2005-04-26",18.8145
"2005-04-27",23.1251
"2005-04-28",20.6351
"2005-04-29",24.485
"2005-04-30",27.0244
"2005-05-01",20.9846
"2005-05-02",21.8443
"2005-05-03",19.4049
"2005-05-04",20.1349
"2005-05-05",17.8845
"2005-05-06",16.1442
"2005-05-07",24.6443
"2005-05-08",25.3743
"2005-05-09",26.9849
"2005-05-10",27.6642
"2005-05-11",29.2847
"2005-05-12",31.8142
"2005-05-13",23.9045
"2005-05-14",28.0743
"2005-05-15",28.6042
"2005-05-16",25.3249
"2005-05-17",24.7542
"2005-05-18",27.1442
"2005-05-19",27.5741
"2005-05-20",26.5748
"2005-05-21",22.8052
"2005-05-22",26.2846
"2005-05-23",29.3242
"2005-05-24",25.3743
"2005-05-25",19.684
"2005-05-26",26.0351
"2005-05-27",28.7746
"2005-05-28",29.1847
"2005-05-29",28.7351
"2005-05-30",21.5948
"2005-05-31",26.8688
"2005-06-01",20.0991
"2005-06-02",24.1787
"2005-06-03",26.7589
"2005-06-04",29.8689
"2005-06-05",30.4889
"2005-06-06",31.2387
"2005-06-07",31.7994
"2005-06-08",30.999
"2005-06-09",29.0488
"2005-06-10",29.7293
"2005-06-11",29.4292
"2005-06-12",29.2686
"2005-06-13",30.0196
"2005-06-14",34.2092
"2005-06-15",34.5896
"2005-06-16",32.3886
"2005-06-17",28.6696
"2005-06-18",29.6491
"2005-06-19",27.8396
"2005-06-20",24.6888
"2005-06-21",28.2595
"2005-06-22",31.4486
"2005-06-23",31.0287
"2005-06-24",31.109
"2005-06-25",30.4791
"2005-06-26",30.4494
"2005-06-27",30.6594
"2005-06-28",29.9887
"2005-06-29",29.4094
"2005-06-30",31.9094
"2005-07-01",33.4397
"2005-07-02",32.79
"2005-07-03",29.5293
"2005-07-04",30.5297
"2005-07-05",31.5499
"2005-07-06",33.4199
"2005-07-07",32.2502
"2005-07-08",31.34
"2005-07-09",33.0296
"2005-07-10",31.6796
"2005-07-11",31.2201
"2005-07-12",31.7401
"2005-07-13",32.7801
"2005-07-14",31.1992
"2005-07-15",31.8599
"2005-07-16",32.7196
"2005-07-17",32.3293
"2005-07-18",33.9893
"2005-07-19",33.31
"2005-07-20",33.0494
"2005-07-21",33.5595
"2005-07-22",33.8399
"2005-07-23",33.1692
"2005-07-24",33.2692
"2005-07-25",35.6493
"2005-07-26",37.8293
"2005-07-27",38.0393
"2005-07-28",36.1496
"2005-07-29",31.6895
"2005-07-30",30.5692
"2005-07-31",28.1867
"2005-08-01",30.6866
"2005-08-02",32.3861
"2005-08-03",33.9868
"2005-08-04",34.366
"2005-08-05",32.5269
"2005-08-06",31.377
"2005-08-07",29.407
"2005-08-08",29.8566
"2005-08-09",27.8062
"2005-08-10",31.2362
"2005-08-11",32.3762
"2005-08-12",34.0671
"2005-08-13",32.8369
"2005-08-14",32.7171
"2005-08-15",34.9366
"2005-08-16",33.3569
"2005-08-17",31.6166
"2005-08-18",28.5263
"2005-08-19",32.0662
"2005-08-20",35.1565
"2005-08-21",35.3566
"2005-08-22",32.7665
"2005-08-23",31.1967
"2005-08-24",30.0171
"2005-08-25",29.9171
"2005-08-26",30.1468
"2005-08-27",29.4972
"2005-08-28",31.6067
"2005-08-29",31.4066
"2005-08-30",30.8669
"2005-08-31",31.918
"2005-09-01",31.0176
"2005-09-02",31.8081
"2005-09-03",30.237
"2005-09-04",28.2274
"2005-09-05",28.5572
"2005-09-06",27.8174
"2005-09-07",28.8574
"2005-09-08",28.6276
"2005-09-09",30.4877
"2005-09-10",30.3778
"2005-09-11",29.2773
"2005-09-12",29.7775
"2005-09-13",31.3079
"2005-09-14",30.258
"2005-09-15",33.4471
"2005-09-16",33.2272
"2005-09-17",32.6479
"2005-09-18",32.8975
"2005-09-19",32.0082
"2005-09-20",32.207
"2005-09-21",30.6681
"2005-09-22",29.8281
"2005-09-23",32.0872
"2005-09-24",31.4672
"2005-09-25",27.6877
"2005-09-26",29.2674
"2005-09-27",28.8672
"2005-09-28",27.9273
"2005-09-29",28.4782
"2005-09-30",21.0464
"2005-10-01",26.5365
"2005-10-02",27.2171
"2005-10-03",29.3267
"2005-10-04",29.9566
"2005-10-05",27.9569
"2005-10-06",27.6766
"2005-10-07",25.1668
"2005-10-08",27.7568
"2005-10-09",23.2968
"2005-10-10",20.7166
"2005-10-11",20.4968
"2005-10-12",22.2964
"2005-10-13",21.3959
"2005-10-14",25.646
"2005-10-15",25.4768
"2005-10-16",21.7764
"2005-10-17",20.0459
"2005-10-18",26.187
"2005-10-19",28.6461
"2005-10-20",28.8462
"2005-10-21",26.8367
"2005-10-22",25.5571
"2005-10-23",20.0768
"2005-10-24",18.4662
"2005-10-25",15.0165
"2005-10-26",16.2059
"2005-10-27",15.9663
"2005-10-28",14.1568
"2005-10-29",14.8559
"2005-10-30",19.127
"2005-10-31",21.1588
"2005-11-01",23.0683
"2005-11-02",19.5778
"2005-11-03",20.3683
"2005-11-04",23.1683
"2005-11-05",24.7086
"2005-11-06",25.7683
"2005-11-07",24.6184
"2005-11-08",24.9482
"2005-11-09",26.7181
"2005-11-10",21.3984
"2005-11-11",14.4088
"2005-11-12",17.4979
"2005-11-13",22.4878
"2005-11-14",23.9279
"2005-11-15",24.1886
"2005-11-16",26.4686
"2005-11-17",16.5283
"2005-11-18",7.8182
"2005-11-19",12.839
"2005-11-20",14.1383
"2005-11-21",16.9779
"2005-11-22",13.6789
"2005-11-23",9.288
"2005-11-24",17.4287
"2005-11-25",7.4686
"2005-11-26",12.088
"2005-11-27",11.9089
"2005-11-28",20.4387
"2005-11-29",18.7478
"2005-11-30",17.4966
"2005-12-01",12.4771
"2005-12-02",9.267
"2005-12-03",9.6375
"2005-12-04",20.2571
"2005-12-05",15.8366
"2005-12-06",8.327
"2005-12-07",10.2365
"2005-12-08",6.357
"2005-12-09",10.1871
"2005-12-10",10.7676
"2005-12-11",11.5865
"2005-12-12",10.8664
"2005-12-13",7.3266
"2005-12-14",4.7674
"2005-12-15",12.797
"2005-12-16",11.6372
"2005-12-17",10.3168
"2005-12-18",10.0266
"2005-12-19",10.9467
"2005-12-20",7.6366
"2005-12-21",6.3372
"2005-12-22",7.2673
"2005-12-23",9.8376
"2005-12-24",11.9274
"2005-12-25",16.2269
"2005-12-26",11.9274
"2005-12-27",13.7974
"2005-12-28",16.3171
"2005-12-29",14.6274
"2005-12-30",13.6368
"2005-12-31",11.8484
"2006-01-01",14.7491
"2006-01-02",16.3288
"2006-01-03",16.618
"2006-01-04",15.1789
"2006-01-05",15.9191
"2006-01-06",8.8285
"2006-01-07",6.4189
"2006-01-08",12.4682
"2006-01-09",17.9485
"2006-01-10",17.7183
"2006-01-11",20.0382
"2006-01-12",20.8481
"2006-01-13",21.2483
"2006-01-14",14.7987
"2006-01-15",8.9985
"2006-01-16",13.8684
"2006-01-17",20.4183
"2006-01-18",16.729
"2006-01-19",13.3785
"2006-01-20",17.0088
"2006-01-21",17.8883
"2006-01-22",14.6688
"2006-01-23",18.2284
"2006-01-24",18.9391
"2006-01-25",9.1591
"2006-01-26",7.0186
"2006-01-27",7.6585
"2006-01-28",13.6488
"2006-01-29",16.5791
"2006-01-30",20.1385
"2006-01-31",13.4729
"2006-02-01",12.6831
"2006-02-02",17.193
"2006-02-03",21.3333
"2006-02-04",19.7336
"2006-02-05",7.6833
"2006-02-06",10.303
"2006-02-07",10.7528
"2006-02-08",9.3538
"2006-02-09",7.2134
"2006-02-10",10.9736
"2006-02-11",12.2132
"2006-02-12",7.4732
"2006-02-13",6.3528
"2006-02-14",12.5733
"2006-02-15",16.7632
"2006-02-16",20.3428
"2006-02-17",19.3629
"2006-02-18",10.2735
"2006-02-19",4.2537
"2006-02-20",6.9938
"2006-02-21",15.1435
"2006-02-22",17.2437
"2006-02-23",17.0938
"2006-02-24",14.8436
"2006-02-25",17.2036
"2006-02-26",9.3137
"2006-02-27",9.5427
"2006-02-28",19.0359
"2006-03-01",24.2257
"2006-03-02",24.9353
"2006-03-03",15.2757
"2006-03-04",12.166
"2006-03-05",13.4458
"2006-03-06",15.2261
"2006-03-07",13.7657
"2006-03-08",17.1457
"2006-03-09",22.1455
"2006-03-10",26.0261
"2006-03-11",27.0757
"2006-03-12",29.6954
"2006-03-13",28.9953
"2006-03-14",23.3356
"2006-03-15",15.3253
"2006-03-16",18.3358
"2006-03-17",21.1562
"2006-03-18",14.7161
"2006-03-19",14.2556
"2006-03-20",14.2663
"2006-03-21",9.4058
"2006-03-22",11.4659
"2006-03-23",11.826
"2006-03-24",9.9064
"2006-03-25",12.166
"2006-03-26",12.8555
"2006-03-27",14.7055
"2006-03-28",15.6558
"2006-03-29",20.0453
"2006-03-30",21.8764
"2006-03-31",23.9566
"2006-04-01",28.0768
"2006-04-02",26.3968
"2006-04-03",28.3071
"2006-04-04",18.6463
"2006-04-05",20.1267
"2006-04-06",23.0865
"2006-04-07",28.0473
"2006-04-08",26.7864
"2006-04-09",16.5968
"2006-04-10",19.187
"2006-04-11",22.907
"2006-04-12",25.4866
"2006-04-13",28.8572
"2006-04-14",30.987
"2006-04-15",31.4463
"2006-04-16",30.2267
"2006-04-17",30.3566
"2006-04-18",21.3463
"2006-04-19",20.3263
"2006-04-20",28.6364
"2006-04-21",29.647
"2006-04-22",26.097
"2006-04-23",28.6966
"2006-04-24",30.307
"2006-04-25",30.7969
"2006-04-26",23.2364
"2006-04-27",15.9368
"2006-04-28",24.1573
"2006-04-29",20.2271
"2006-04-30",19.0524
"2006-05-01",19.043
"2006-05-02",24.5433
"2006-05-03",27.0922
"2006-05-04",27.3933
"2006-05-05",28.2126
"2006-05-06",26.8726
"2006-05-07",19.1728
"2006-05-08",16.9923
"2006-05-09",20.6226
"2006-05-10",23.5729
"2006-05-11",27.7628
"2006-05-12",22.0523
"2006-05-13",24.2128
"2006-05-14",24.3627
"2006-05-15",24.4323
"2006-05-16",22.1031
"2006-05-17",24.613
"2006-05-18",25.6023
"2006-05-19",23.1231
"2006-05-20",29.2432
"2006-05-21",29.7733
"2006-05-22",24.1325
"2006-05-23",23.9223
"2006-05-24",27.2823
"2006-05-25",32.3022
"2006-05-26",32.8122
"2006-05-27",32.7933
"2006-05-28",31.8028
"2006-05-29",32.3128
"2006-05-30",32.5631
"2006-05-31",29.8772
"2006-06-01",28.5573
"2006-06-02",28.9871
"2006-06-03",27.8679
"2006-06-04",28.8171
"2006-06-05",24.6177
"2006-06-06",24.5776
"2006-06-07",29.3672
"2006-06-08",29.817
"2006-06-09",29.8678
"2006-06-10",31.4274
"2006-06-11",33.2974
"2006-06-12",31.6576
"2006-06-13",25.947
"2006-06-14",24.018
"2006-06-15",28.2079
"2006-06-16",29.418
"2006-06-17",29.7674
"2006-06-18",30.0579
"2006-06-19",30.5572
"2006-06-20",32.7177
"2006-06-21",33.0577
"2006-06-22",33.8877
"2006-06-23",32.9975
"2006-06-24",30.6871
"2006-06-25",26.0474
"2006-06-26",27.6377
"2006-06-27",26.9871
"2006-06-28",31.9976
"2006-06-29",32.3777
"2006-06-30",31.3849
"2006-07-01",31.3754
"2006-07-02",33.1451
"2006-07-03",34.2749
"2006-07-04",34.0353
"2006-07-05",32.6847
"2006-07-06",26.6755
"2006-07-07",27.7357
"2006-07-08",28.3248
"2006-07-09",28.5951
"2006-07-10",31.275
"2006-07-11",31.5147
"2006-07-12",32.1853
"2006-07-13",33.6953
"2006-07-14",33.4958
"2006-07-15",34.9549
"2006-07-16",34.2348
"2006-07-17",34.0353
"2006-07-18",34.7354
"2006-07-19",34.4851
"2006-07-20",33.6858
"2006-07-21",33.6551
"2006-07-22",32.9657
"2006-07-23",31.1157
"2006-07-24",29.9056
"2006-07-25",31.0649
"2006-07-26",31.9657
"2006-07-27",32.7649
"2006-07-28",35.2654
"2006-07-29",33.5949
"2006-07-30",33.3151
"2006-07-31",34.5323
"2006-08-01",35.3316
"2006-08-02",36.1226
"2006-08-03",37.2217
"2006-08-04",36.9419
"2006-08-05",32.2018
"2006-08-06",31.2916
"2006-08-07",34.0424
"2006-08-08",35.2324
"2006-08-09",32.2125
"2006-08-10",32.1322
"2006-08-11",28.6423
"2006-08-12",23.7016
"2006-08-13",28.6518
"2006-08-14",30.4227
"2006-08-15",31.9622
"2006-08-16",31.5726
"2006-08-17",32.5525
"2006-08-18",31.4415
"2006-08-19",32.2715
"2006-08-20",33.2821
"2006-08-21",32.5218
"2006-08-22",32.5324
"2006-08-23",30.4723
"2006-08-24",31.9917
"2006-08-25",32.4722
"2006-08-26",33.0223
"2006-08-27",32.602
"2006-08-28",33.8523
"2006-08-29",33.0825
"2006-08-30",32.1215
"2006-08-31",27.6341
"2006-09-01",22.1444
"2006-09-02",28.3649
"2006-09-03",29.6942
"2006-09-04",29.9445
"2006-09-05",29.4345
"2006-09-06",27.8643
"2006-09-07",28.614
"2006-09-08",26.555
"2006-09-09",29.6246
"2006-09-10",29.1547
"2006-09-11",28.1642
"2006-09-12",23.1939
"2006-09-13",22.1243
"2006-09-14",27.2044
"2006-09-15",28.6447
"2006-09-16",27.4747
"2006-09-17",27.9446
"2006-09-18",29.065
"2006-09-19",31.5549
"2006-09-20",23.894
"2006-09-21",21.6048
"2006-09-22",25.6944
"2006-09-23",31.6847
"2006-09-24",31.7839
"2006-09-25",26.8939
"2006-09-26",25.2741
"2006-09-27",24.234
"2006-09-28",28.5148
"2006-09-29",20.7843
"2006-09-30",25.221
"2006-10-01",28.3011
"2006-10-02",26.561
"2006-10-03",28.3212
"2006-10-04",30.4309
"2006-10-05",30.6517
"2006-10-06",23.0215
"2006-10-07",17.8706
"2006-10-08",23.9306
"2006-10-09",21.0216
"2006-10-10",25.8207
"2006-10-11",24.6212
"2006-10-12",25.5114
"2006-10-13",17.7006
"2006-10-14",17.7714
"2006-10-15",18.0513
"2006-10-16",20.2814
"2006-10-17",21.3616
"2006-10-18",27.5007
"2006-10-19",26.6412
"2006-10-20",26.2717
"2006-10-21",19.3216
"2006-10-22",17.9816
"2006-10-23",13.6016
"2006-10-24",10.3809
"2006-10-25",13.1506
"2006-10-26",14.4611
"2006-10-27",19.0607
"2006-10-28",20.5612
"2006-10-29",19.7513
"2006-10-30",23.6414
"2006-10-31",24.1112
"2006-11-01",25.3308
"2006-11-02",20.7206
"2006-11-03",9.7009
"2006-11-04",10.3314
"2006-11-05",13.5709
"2006-11-06",18.3806
"2006-11-07",20.0406
"2006-11-08",21.6013
"2006-11-09",23.4005
"2006-11-10",26.4205
"2006-11-11",25.9907
"2006-11-12",17.1009
"2006-11-13",19.7112
"2006-11-14",21.2908
"2006-11-15",20.7808
"2006-11-16",20.4915
"2006-11-17",15.4906
"2006-11-18",12.741
"2006-11-19",13.9015
"2006-11-20",11.2711
"2006-11-21",7.6809
"2006-11-22",9.4412
"2006-11-23",12.4009
"2006-11-24",17.7313
"2006-11-25",17.0206
"2006-11-26",18.0713
"2006-11-27",21.0405
"2006-11-28",22.9412
"2006-11-29",23.6909
"2006-11-30",25.071
"2006-12-01",23.0416
"2006-12-02",14.2013
"2006-12-03",10.401
"2006-12-04",7.701
"2006-12-05",11.6513
"2006-12-06",13.872
"2006-12-07",16.0513
"2006-12-08",3.5217
"2006-12-09",6.472
"2006-12-10",11.8614
"2006-12-11",15.9014
"2006-12-12",16.0619
"2006-12-13",17.4716
"2006-12-14",20.6415
"2006-12-15",20.5211
"2006-12-16",18.0111
"2006-12-17",20.3215
"2006-12-18",22.5316
"2006-12-19",20.4313
"2006-12-20",13.0916
"2006-12-21",15.2119
"2006-12-22",19.782
"2006-12-23",22.9519
"2006-12-24",17.0418
"2006-12-25",20.5518
"2006-12-26",17.5318
"2006-12-27",10.7021
"2006-12-28",13.1117
"2006-12-29",16.8116
"2006-12-30",16.0017
"2006-12-31",16.644
"2007-01-01",20.6134
"2007-01-02",12.3943
"2007-01-03",14.864
"2007-01-04",21.8839
"2007-01-05",25.064
"2007-01-06",21.2634
"2007-01-07",17.7732
"2007-01-08",18.124
"2007-01-09",11.2543
"2007-01-10",6.0835
"2007-01-11",9.8643
"2007-01-12",17.7534
"2007-01-13",21.6537
"2007-01-14",24.0138
"2007-01-15",23.9042
"2007-01-16",18.2041
"2007-01-17",5.5541
"2007-01-18",2.8037
"2007-01-19",11.4537
"2007-01-20",7.3134
"2007-01-21",3.9031
"2007-01-22",10.8135
"2007-01-23",9.9037
"2007-01-24",10.5033
"2007-01-25",8.0939
"2007-01-26",7.4833
"2007-01-27",14.2435
"2007-01-28",13.2536
"2007-01-29",2.8333
"2007-01-30",7.9831
"2007-01-31",4.925
"2007-02-01",4.5544
"2007-02-02",14.5944
"2007-02-03",9.2549
"2007-02-04",11.4648
"2007-02-05",5.3546
"2007-02-06",5.9948
"2007-02-07",12.5347
"2007-02-08",9.4642
"2007-02-09",6.9342
"2007-02-10",7.274
"2007-02-11",10.0551
"2007-02-12",14.6645
"2007-02-13",18.1548
"2007-02-14",16.6146
"2007-02-15",6.5648
"2007-02-16",6.1647
"2007-02-17",9.655
"2007-02-18",7.1644
"2007-02-19",9.2549
"2007-02-20",16.1542
"2007-02-21",21.7042
"2007-02-22",21.5749
"2007-02-23",12.6541
"2007-02-24",13.3743
"2007-02-25",19.3047
"2007-02-26",19.5743
"2007-02-27",19.594
"2007-02-28",17.8643
"2007-03-01",23.4438
"2007-03-02",22.7432
"2007-03-03",19.104
"2007-03-04",9.5639
"2007-03-05",16.0742
"2007-03-06",11.3232
"2007-03-07",21.2634
"2007-03-08",15.4241
"2007-03-09",16.0939
"2007-03-10",22.7432
"2007-03-11",21.8531
"2007-03-12",19.6137
"2007-03-13",26.6435
"2007-03-14",27.9239
"2007-03-15",25.874
"2007-03-16",21.224
"2007-03-17",9.8434
