,"(deg C) Minimum Temperature (gridMET) at -79.2103E,35.1464N, 1979-01-01 to 2026-04-10"
"2005-02-10",-0.0244
"2005-02-11",-3.6435
"2005-02-12",-2.3336
"2005-02-13",0.4961
"2005-02-14",7.3158
"2005-02-15",7.3065
"2005-02-16",10.2961
"2005-02-17",0.3964
"2005-02-18",-2.2443
"2005-02-19",-1.5442
"2005-02-20",3.3454
"2005-02-21",6.3061
"2005-02-22",7.7864
"2005-02-23",6.5159
"2005-02-24",3.2063
"2005-02-25",-2.1539
"2005-02-26",-2.1446
"2005-02-27",-0.5345
"2005-02-28",0.9273
"2005-03-01",-3.0222
"2005-03-02",-4.8723
"2005-03-03",-5.4623
"2005-03-04",-3.2726
"2005-03-05",1.8976
"2005-03-06",-0.1021
"2005-03-07",2.5977
"2005-03-08",-1.703
"2005-03-09",-2.4124
"2005-03-10",0.1576
"2005-03-11",0.2978
"2005-03-12",-1.5024
"2005-03-13",4.2879
"2005-03-14",1.908
"2005-03-15",0.0173
"2005-03-16",2.148
"2005-03-17",0.2978
"2005-03-18",-0.6527
"2005-03-19",2.3172
"2005-03-20",6.0673
"2005-03-21",3.9076
"2005-03-22",3.3281
"2005-03-23",10.7876
"2005-03-24",7.7273
"2005-03-25",8.7972
"2005-03-26",9.9878
"2005-03-27",11.0577
"2005-03-28",7.6879
"2005-03-29",7.1975
"2005-03-30",8.0472
"2005-03-31",11.1632
"2005-04-01",14.2432
"2005-04-02",6.713
"2005-04-03",3.8532
"2005-04-04",5.0935
"2005-04-05",11.0728
"2005-04-06",11.7231
"2005-04-07",13.5431
"2005-04-08",14.023
"2005-04-09",8.0936
"2005-04-10",3.9934
"2005-04-11",9.6829
"2005-04-12",11.4426
"2005-04-13",6.6133
"2005-04-14",5.6836
"2005-04-15",3.2631
"2005-04-16",-0.1971
"2005-04-17",0.2434
"2005-04-18",6.4035
"2005-04-19",10.6729
"2005-04-20",12.5531
"2005-04-21",12.1926
"2005-04-22",12.5925
"2005-04-23",6.6226
"2005-04-24",3.663
"2005-04-25",1.3029
"2005-04-26",7.1233
"2005-04-27",10.0828
"2005-04-28",5.5734
"2005-04-29",12.0535
"2005-04-30",12.6412
"2005-05-01",9.8707
"2005-05-02",6.4614
"2005-05-03",8.3811
"2005-05-04",9.3908
"2005-05-05",8.0414
"2005-05-06",6.2516
"2005-05-07",4.471
"2005-05-08",10.0817
"2005-05-09",10.4909
"2005-05-10",9.3513
"2005-05-11",13.1211
"2005-05-12",15.3909
"2005-05-13",14.8414
"2005-05-14",14.3314
"2005-05-15",17.2909
"2005-05-16",16.8515
"2005-05-17",16.411
"2005-05-18",13.2915
"2005-05-19",13.5014
"2005-05-20",16.0713
"2005-05-21",10.2509
"2005-05-22",8.9213
"2005-05-23",14.7614
"2005-05-24",10.521
"2005-05-25",8.6616
"2005-05-26",11.0913
"2005-05-27",12.931
"2005-05-28",15.4013
"2005-05-29",14.6513
"2005-05-30",13.4608
"2005-05-31",13.615
"2005-06-01",14.7046
"2005-06-02",14.4948
"2005-06-03",15.9751
"2005-06-04",19.105
"2005-06-05",21.085
"2005-06-06",22.1457
"2005-06-07",22.2152
"2005-06-08",21.6055
"2005-06-09",21.0247
"2005-06-10",20.095
"2005-06-11",19.1757
"2005-06-12",17.6757
"2005-06-13",20.5054
"2005-06-14",22.1851
"2005-06-15",23.495
"2005-06-16",18.9346
"2005-06-17",15.6355
"2005-06-18",14.7348
"2005-06-19",18.5451
"2005-06-20",16.3449
"2005-06-21",15.7955
"2005-06-22",18.6054
"2005-06-23",20.3651
"2005-06-24",17.5749
"2005-06-25",18.435
"2005-06-26",19.8446
"2005-06-27",21.9648
"2005-06-28",21.5255
"2005-06-29",20.8253
"2005-06-30",18.9694
"2005-07-01",22.17
"2005-07-02",21.8199
"2005-07-03",21.2403
"2005-07-04",20.3894
"2005-07-05",21.7701
"2005-07-06",22.3694
"2005-07-07",22.3393
"2005-07-08",19.5293
"2005-07-09",21.7202
"2005-07-10",21.4003
"2005-07-11",20.1993
"2005-07-12",22.0703
"2005-07-13",23.2203
"2005-07-14",21.7098
"2005-07-15",21.4501
"2005-07-16",22.6998
"2005-07-17",23.1101
"2005-07-18",23.2701
"2005-07-19",22.76
"2005-07-20",23.7002
"2005-07-21",23.4301
"2005-07-22",23.3095
"2005-07-23",22.8597
"2005-07-24",19.9698
"2005-07-25",22.0402
"2005-07-26",23.2098
"2005-07-27",24.5
"2005-07-28",25.1098
"2005-07-29",23.16
"2005-07-30",21.7399
"2005-07-31",20.7268
"2005-08-01",19.6962
"2005-08-02",19.9061
"2005-08-03",20.1367
"2005-08-04",21.7469
"2005-08-05",22.5259
"2005-08-06",20.3361
"2005-08-07",19.1468
"2005-08-08",20.4868
"2005-08-09",19.986
"2005-08-10",20.736
"2005-08-11",22.636
"2005-08-12",21.056
"2005-08-13",22.6569
"2005-08-14",23.0162
"2005-08-15",22.1063
"2005-08-16",24.4664
"2005-08-17",23.1067
"2005-08-18",21.5962
"2005-08-19",20.8867
"2005-08-20",22.9965
"2005-08-21",24.7562
"2005-08-22",22.1259
"2005-08-23",22.2059
"2005-08-24",21.726
"2005-08-25",19.0065
"2005-08-26",16.8167
"2005-08-27",18.2461
"2005-08-28",20.5761
"2005-08-29",20.4567
"2005-08-30",22.257
"2005-08-31",20.947
"2005-09-01",18.2171
"2005-09-02",21.1476
"2005-09-03",18.0872
"2005-09-04",16.3171
"2005-09-05",14.3174
"2005-09-06",15.1869
"2005-09-07",15.3375
"2005-09-08",17.5076
"2005-09-09",17.3975
"2005-09-10",15.4268
"2005-09-11",14.5771
"2005-09-12",15.2472
"2005-09-13",17.3071
"2005-09-14",20.6074
"2005-09-15",19.6673
"2005-09-16",21.1371
"2005-09-17",22.7079
"2005-09-18",21.2368
"2005-09-19",22.1677
"2005-09-20",22.2871
"2005-09-21",21.7075
"2005-09-22",20.1472
"2005-09-23",19.0169
"2005-09-24",20.1078
"2005-09-25",20.277
"2005-09-26",19.2372
"2005-09-27",17.7279
"2005-09-28",14.7278
"2005-09-29",15.2773
"2005-09-30",14.7382
"2005-10-01",14.5087
"2005-10-02",16.9489
"2005-10-03",15.2982
"2005-10-04",17.1888
"2005-10-05",18.4083
"2005-10-06",17.969
"2005-10-07",18.8083
"2005-10-08",17.6885
"2005-10-09",14.7591
"2005-10-10",15.5683
"2005-10-11",15.4291
"2005-10-12",14.5284
"2005-10-13",13.0388
"2005-10-14",12.8986
"2005-10-15",11.6188
"2005-10-16",8.4286
"2005-10-17",4.7388
"2005-10-18",7.0688
"2005-10-19",12.3282
"2005-10-20",14.2189
"2005-10-21",13.5188
"2005-10-22",12.7282
"2005-10-23",5.5085
"2005-10-24",5.2883
"2005-10-25",0.5482
"2005-10-26",1.4385
"2005-10-27",3.7292
"2005-10-28",3.2492
"2005-10-29",1.3388
"2005-10-30",0.2086
"2005-10-31",2.9606
"2005-11-01",6.4904
"2005-11-02",7.9301
"2005-11-03",4.3308
"2005-11-04",5.2512
"2005-11-05",7.9105
"2005-11-06",9.7408
"2005-11-07",10.5303
"2005-11-08",9.4302
"2005-11-09",11.5504
"2005-11-10",2.4204
"2005-11-11",-1.9591
"2005-11-12",1.3006
"2005-11-13",4.3505
"2005-11-14",12.3804
"2005-11-15",13.3912
"2005-11-16",14.3406
"2005-11-17",-2.0391
"2005-11-18",-6.9194
"2005-11-19",-6.0987
"2005-11-20",4.1302
"2005-11-21",9.2111
"2005-11-22",1.311
"2005-11-23",-0.2597
"2005-11-24",0.4103
"2005-11-25",-4.0898
"2005-11-26",-5.8089
"2005-11-27",0.8809
"2005-11-28",7.5012
"2005-11-29",9.0905
"2005-11-30",5.6592
"2005-12-01",1.5301
"2005-12-02",-1.5105
"2005-12-03",-2.3301
"2005-12-04",3.3397
"2005-12-05",3.91
"2005-12-06",-0.8104
"2005-12-07",-2.14
"2005-12-08",-3.1903
"2005-12-09",-2.5805
"2005-12-10",-4.3599
"2005-12-11",-2.1203
"2005-12-12",-2.5805
"2005-12-13",-4.0307
"2005-12-14",-6.05
"2005-12-15",-1.4897
"2005-12-16",-0.2099
"2005-12-17",0.6595
"2005-12-18",-0.8498
"2005-12-19",-2.7602
"2005-12-20",-4.5999
"2005-12-21",-4.2405
"2005-12-22",-5.97
"2005-12-23",-5.3
"2005-12-24",-4.6404
"2005-12-25",2.3601
"2005-12-26",1.3203
"2005-12-27",-1.6798
"2005-12-28",-0.48
"2005-12-29",4.8802
"2005-12-30",0.0301
"2005-12-31",3.2643
"2006-01-01",1.044
"2006-01-02",4.0834
"2006-01-03",8.0538
"2006-01-04",5.8434
"2006-01-05",4.1842
"2006-01-06",0.8236
"2006-01-07",-3.4365
"2006-01-08",-3.1762
"2006-01-09",3.3235
"2006-01-10",8.1042
"2006-01-11",8.6436
"2006-01-12",7.4534
"2006-01-13",8.8441
"2006-01-14",-1.1956
"2006-01-15",-4.3464
"2006-01-16",-0.6961
"2006-01-17",5.0132
"2006-01-18",-0.9963
"2006-01-19",-2.4058
"2006-01-20",0.2443
"2006-01-21",6.1143
"2006-01-22",4.1033
"2006-01-23",5.0344
"2006-01-24",7.3233
"2006-01-25",-2.1959
"2006-01-26",-4.126
"2006-01-27",-6.4559
"2006-01-28",-3.6358
"2006-01-29",3.2438
"2006-01-30",7.8744
"2006-01-31",0.9784
"2006-02-01",-2.4116
"2006-02-02",1.3794
"2006-02-03",10.1293
"2006-02-04",4.8292
"2006-02-05",-0.3912
"2006-02-06",-3.8012
"2006-02-07",-1.0608
"2006-02-08",-3.8117
"2006-02-09",-3.2911
"2006-02-10",-3.8211
"2006-02-11",1.9387
"2006-02-12",-2.4808
"2006-02-13",-4.9913
"2006-02-14",-5.621
"2006-02-15",-1.9309
"2006-02-16",2.4992
"2006-02-17",7.4593
"2006-02-18",0.2091
"2006-02-19",-6.6611
"2006-02-20",-1.8406
"2006-02-21",1.5787
"2006-02-22",5.7285
"2006-02-23",3.8794
"2006-02-24",0.0485
"2006-02-25",-0.811
"2006-02-26",-3.6815
"2006-02-27",-5.7312
"2006-02-28",-0.07
"2006-03-01",6.5599
"2006-03-02",8.68
"2006-03-03",1.9903
"2006-03-04",-4.079
"2006-03-05",-3.6792
"2006-03-06",4.4
"2006-03-07",3.6108
"2006-03-08",0.1505
"2006-03-09",4.1103
"2006-03-10",13.5005
"2006-03-11",12.7301
"2006-03-12",14.2802
"2006-03-13",16.1705
"2006-03-14",5.1809
"2006-03-15",0.1306
"2006-03-16",2.1005
"2006-03-17",5.9607
"2006-03-18",2.3104
"2006-03-19",-1.3293
"2006-03-20",0.4999
"2006-03-21",0.9303
"2006-03-22",0.181
"2006-03-23",-1.7198
"2006-03-24",2.5402
"2006-03-25",3.0808
"2006-03-26",-0.6996
"2006-03-27",2.4406
"2006-03-28",3.3001
"2006-03-29",6.411
"2006-03-30",8.8699
"2006-03-31",9.0317
"2006-04-01",14.3014
"2006-04-02",11.2913
"2006-04-03",11.3019
"2006-04-04",6.6021
"2006-04-05",3.1512
"2006-04-06",3.3318
"2006-04-07",10.7613
"2006-04-08",8.1019
"2006-04-09",4.9617
"2006-04-10",2.8615
"2006-04-11",5.0414
"2006-04-12",7.2212
"2006-04-13",12.0418
"2006-04-14",13.0314
"2006-04-15",14.8114
"2006-04-16",15.4915
"2006-04-17",9.3518
"2006-04-18",5.8516
"2006-04-19",7.1919
"2006-04-20",8.4618
"2006-04-21",12.9822
"2006-04-22",13.8921
"2006-04-23",13.8218
"2006-04-24",13.5122
"2006-04-25",14.5019
"2006-04-26",11.9421
"2006-04-27",6.9222
"2006-04-28",4.9617
"2006-04-29",6.0017
"2006-04-30",2.9565
"2006-05-01",5.9759
"2006-05-02",6.1167
"2006-05-03",12.2563
"2006-05-04",10.6464
"2006-05-05",14.5464
"2006-05-06",15.5971
"2006-05-07",11.4262
"2006-05-08",8.5767
"2006-05-09",7.4569
"2006-05-10",10.4166
"2006-05-11",13.2765
"2006-05-12",8.3071
"2006-05-13",7.6469
"2006-05-14",10.6862
"2006-05-15",11.7662
"2006-05-16",7.8767
"2006-05-17",10.0964
"2006-05-18",10.7062
"2006-05-19",8.9062
"2006-05-20",10.4963
"2006-05-21",16.7861
"2006-05-22",13.9461
"2006-05-23",9.6462
"2006-05-24",9.1865
"2006-05-25",13.8171
"2006-05-26",18.9366
"2006-05-27",19.6167
"2006-05-28",17.4568
"2006-05-29",17.9962
"2006-05-30",17.9868
"2006-05-31",17.9376
"2006-06-01",18.9073
"2006-06-02",19.347
"2006-06-03",16.8471
"2006-06-04",13.898
"2006-06-05",14.4374
"2006-06-06",10.9079
"2006-06-07",13.1475
"2006-06-08",16.4871
"2006-06-09",14.8572
"2006-06-10",15.7472
"2006-06-11",18.2671
"2006-06-12",20.1772
"2006-06-13",16.8576
"2006-06-14",17.9974
"2006-06-15",17.6573
"2006-06-16",16.0075
"2006-06-17",17.2176
"2006-06-18",18.2975
"2006-06-19",17.1273
"2006-06-20",20.2476
"2006-06-21",20.488
"2006-06-22",21.8775
"2006-06-23",20.9277
"2006-06-24",19.8571
"2006-06-25",18.7971
"2006-06-26",18.5074
"2006-06-27",19.5077
"2006-06-28",20.2277
"2006-06-29",21.358
"2006-06-30",19.6109
"2006-07-01",19.4315
"2006-07-02",22.1812
"2006-07-03",21.8318
"2006-07-04",23.1216
"2006-07-05",20.2617
"2006-07-06",16.901
"2006-07-07",15.6311
"2006-07-08",13.511
"2006-07-09",16.3909
"2006-07-10",18.1017
"2006-07-11",19.442
"2006-07-12",21.8013
"2006-07-13",22.3313
"2006-07-14",22.1917
"2006-07-15",21.7919
"2006-07-16",21.2314
"2006-07-17",21.2419
"2006-07-18",20.2511
"2006-07-19",21.1317
"2006-07-20",21.351
"2006-07-21",22.662
"2006-07-22",21.4014
"2006-07-23",19.9814
"2006-07-24",21.3909
"2006-07-25",21.1716
"2006-07-26",22.0616
"2006-07-27",21.9818
"2006-07-28",22.1612
"2006-07-29",23.0114
"2006-07-30",20.9418
"2006-07-31",22.0417
"2006-08-01",23.8111
"2006-08-02",23.9612
"2006-08-03",24.3317
"2006-08-04",24.2215
"2006-08-05",24.1113
"2006-08-06",23.0513
"2006-08-07",22.2609
"2006-08-08",24.4314
"2006-08-09",22.8812
"2006-08-10",21.6219
"2006-08-11",20.3414
"2006-08-12",18.5508
"2006-08-13",17.8309
"2006-08-14",18.6317
"2006-08-15",19.0011
"2006-08-16",21.5609
"2006-08-17",20.7917
"2006-08-18",19.4408
"2006-08-19",19.6918
"2006-08-20",21.3111
"2006-08-21",23.1814
"2006-08-22",22.8519
"2006-08-23",21.5914
"2006-08-24",19.7609
"2006-08-25",18.7314
"2006-08-26",19.3411
"2006-08-27",18.4817
"2006-08-28",22.2011
"2006-08-29",23.3409
"2006-08-30",24.0315
"2006-08-31",19.2919
"2006-09-01",15.7319
"2006-09-02",14.7821
"2006-09-03",18.6716
"2006-09-04",21.1411
"2006-09-05",20.6615
"2006-09-06",19.8911
"2006-09-07",18.6611
"2006-09-08",17.0921
"2006-09-09",15.7612
"2006-09-10",18.0619
"2006-09-11",14.8513
"2006-09-12",14.102
"2006-09-13",13.3715
"2006-09-14",16.4718
"2006-09-15",13.6611
"2006-09-16",16.2514
"2006-09-17",14.6414
"2006-09-18",15.9113
"2006-09-19",19.0011
"2006-09-20",13.6611
"2006-09-21",11.5317
"2006-09-22",11.092
"2006-09-23",18.0818
"2006-09-24",20.6111
"2006-09-25",15.542
"2006-09-26",12.0922
"2006-09-27",13.4618
"2006-09-28",13.9214
"2006-09-29",10.1914
"2006-09-30",9.2744
"2006-10-01",11.9245
"2006-10-02",12.675
"2006-10-03",12.4252
"2006-10-04",12.6644
"2006-10-05",15.1843
"2006-10-06",9.3741
"2006-10-07",8.7843
"2006-10-08",6.5142
"2006-10-09",12.4147
"2006-10-10",13.8546
"2006-10-11",13.8945
"2006-10-12",12.4745
"2006-10-13",10.3145
"2006-10-14",3.0843
"2006-10-15",1.3348
"2006-10-16",5.5444
"2006-10-17",10.3145
"2006-10-18",17.2352
"2006-10-19",15.7049
"2006-10-20",10.6945
"2006-10-21",5.9947
"2006-10-22",6.0944
"2006-10-23",3.1652
"2006-10-24",-0.2752
"2006-10-25",-2.6848
"2006-10-26",0.6852
"2006-10-27",6.7452
"2006-10-28",6.2245
"2006-10-29",2.5344
"2006-10-30",5.5843
"2006-10-31",8.1276
"2006-11-01",12.1672
"2006-11-02",5.1974
"2006-11-03",-2.2533
"2006-11-04",-5.1531
"2006-11-05",-5.553
"2006-11-06",-1.4126
"2006-11-07",6.0369
"2006-11-08",11.0967
"2006-11-09",10.6968
"2006-11-10",9.3577
"2006-11-11",11.4977
"2006-11-12",6.2972
"2006-11-13",4.6368
"2006-11-14",8.7468
"2006-11-15",8.8078
"2006-11-16",7.8767
"2006-11-17",3.3177
"2006-11-18",0.7368
"2006-11-19",1.7968
"2006-11-20",4.0775
"2006-11-21",-0.2423
"2006-11-22",3.8066
"2006-11-23",3.8066
"2006-11-24",4.1772
"2006-11-25",0.7274
"2006-11-26",0.8869
"2006-11-27",5.657
"2006-11-28",8.4067
"2006-11-29",12.3877
"2006-11-30",11.337
"2006-12-01",10.637
"2006-12-02",2.627
"2006-12-03",-0.1931
"2006-12-04",-2.7927
"2006-12-05",-4.5727
"2006-12-06",-3.963
"2006-12-07",-2.4726
"2006-12-08",-8.4434
"2006-12-09",-9.5328
"2006-12-10",-6.8733
"2006-12-11",-1.0432
"2006-12-12",-1.6928
"2006-12-13",6.5376
"2006-12-14",6.8167
"2006-12-15",7.3373
"2006-12-16",2.6974
"2006-12-17",3.1266
"2006-12-18",5.9572
"2006-12-19",6.1565
"2006-12-20",1.4568
"2006-12-21",3.8969
"2006-12-22",9.3565
"2006-12-23",10.3872
"2006-12-24",4.6966
"2006-12-25",4.3073
"2006-12-26",3.877
"2006-12-27",-2.1431
"2006-12-28",-1.2027
"2006-12-29",-0.2435
"2006-12-30",0.317
"2006-12-31",9.652
"2007-01-01",9.5325
"2007-01-02",0.7523
"2007-01-03",-0.9674
"2007-01-04",8.4823
"2007-01-05",13.7829
"2007-01-06",11.4224
"2007-01-07",9.0126
"2007-01-08",2.3328
"2007-01-09",-1.5771
"2007-01-10",-3.6477
"2007-01-11",-4.768
"2007-01-12",0.0425
"2007-01-13",9.6418
"2007-01-14",11.2522
"2007-01-15",12.7119
"2007-01-16",3.3519
"2007-01-17",-3.7581
"2007-01-18",-4.148
"2007-01-19",-1.0779
"2007-01-20",-3.8179
"2007-01-21",-2.4881
"2007-01-22",-1.5173
"2007-01-23",1.0824
"2007-01-24",-0.1576
"2007-01-25",-2.8781
"2007-01-26",-6.7673
"2007-01-27",-2.8781
"2007-01-28",-1.148
"2007-01-29",-8.6077
"2007-01-30",-6.4371
"2007-01-31",-6.467
"2007-02-01",-3.2163
"2007-02-02",0.6131
"2007-02-03",-0.9468
"2007-02-04",-3.5763
"2007-02-05",-5.5963
"2007-02-06",-8.4168
"2007-02-07",-0.5062
"2007-02-08",-3.1967
"2007-02-09",-4.0871
"2007-02-10",-4.1664
"2007-02-11",-6.796
"2007-02-12",-1.0963
"2007-02-13",6.1034
"2007-02-14",-2.6066
"2007-02-15",-4.0065
"2007-02-16",-3.6764
"2007-02-17",-5.2466
"2007-02-18",-5.3766
"2007-02-19",-8.2167
"2007-02-20",0.4739
"2007-02-21",9.743
"2007-02-22",4.6437
"2007-02-23",-1.5564
"2007-02-24",-2.2569
"2007-02-25",3.5337
"2007-02-26",7.3941
"2007-02-27",3.873
"2007-02-28",1.4045
"2007-03-01",2.5341
"2007-03-02",7.4539
"2007-03-03",2.365
"2007-03-04",-1.5058
"2007-03-05",-3.635
"2007-03-06",-1.025
"2007-03-07",-0.6155
"2007-03-08",-0.0254
"2007-03-09",-2.2454
"2007-03-10",4.8841
"2007-03-11",9.085
"2007-03-12",3.2944
"2007-03-13",7.554
"2007-03-14",11.2649
"2007-03-15",12.8442
"2007-03-16",5.2143
"2007-03-17",-0.926
"2007-03-18",-2.4755
"2007-03-19",-1.1159
"2007-03-20",8.0141
"2007-03-21",9.6142
"2007-03-22",9.8143
"2007-03-23",11.1245
"2007-03-24",13.7645
"2007-03-25",13.8139
"2007-03-26",8.9044
"2007-03-27",11.5041
"2007-03-28",15.6544
"2007-03-29",7.2549
"2007-03-30",4.3745
"2007-03-31",10.7507
"2007-04-01",12.6015
"2007-04-02",16.0708
"2007-04-03",15.0114
"2007-04-04",11.4708
"2007-04-05",3.5808
"2007-04-06",-0.7788
"2007-04-07",-0.0093
"2007-04-08",-3.8593
"2007-04-09",-0.7696
"2007-04-10",1.4206
"2007-04-11",4.6805
"2007-04-12",10.0708
"2007-04-13",5.6606
"2007-04-14",9.1115
"2007-04-15",5.8711
"2007-04-16",3.9811
"2007-04-17",3.2104
"2007-04-18",5.7515
"2007-04-19",7.5505
"2007-04-20",6.3013
"2007-04-21",7.3711
"2007-04-22",8.7112
"2007-04-23",10.9313
"2007-04-24",12.521
"2007-04-25",14.9308
"2007-04-26",14.5214
"2007-04-27",17.9907
"2007-04-28",12.9109
"2007-04-29",10.141
"2007-04-30",11.5421
"2007-05-01",13.9025
"2007-05-02",15.4416
"2007-05-03",15.292
"2007-05-04",12.2518
"2007-05-05",12.8614
"2007-05-06",6.3818
"2007-05-07",3.4221
"2007-05-08",6.2323
"2007-05-09",13.0616
"2007-05-10",15.5716
"2007-05-11",16.7023
"2007-05-12",20.3419
"2007-05-13",12.2817
"2007-05-14",8.5122
"2007-05-15",10.302
"2007-05-16",14.8825
"2007-05-17",14.0325
"2007-05-18",10.5218
"2007-05-19",7.0525
"2007-05-20",8.8515
"2007-05-21",11.312
"2007-05-22",14.4719
"2007-05-23",16.1916
"2007-05-24",13.7725
"2007-05-25",15.5923
"2007-05-26",14.7019
"2007-05-27",15.4416
"2007-05-28",16.1824
"2007-05-29",16.8415
"2007-05-30",18.7418
"2007-05-31",15.7384
"2007-06-01",18.9592
"2007-06-02",16.4987
"2007-06-03",17.6594
"2007-06-04",15.9983
"2007-06-05",19.2594
"2007-06-06",18.5094
"2007-06-07",16.5091
"2007-06-08",21.759
"2007-06-09",23.1486
"2007-06-10",19.2192
"2007-06-11",16.8691
"2007-06-12",19.1191
"2007-06-13",18.1988
"2007-06-14",15.7188
"2007-06-15",13.669
"2007-06-16",14.3488
"2007-06-17",19.1087
"2007-06-18",19.4492
"2007-06-19",20.1486
"2007-06-20",19.6586
"2007-06-21",16.1686
"2007-06-22",17.0394
"2007-06-23",18.269
"2007-06-24",17.6789
"2007-06-25",21.5692
"2007-06-26",20.1889
"2007-06-27",20.4086
"2007-06-28",22.1087
"2007-06-29",22.8484
"2007-06-30",20.7284
"2007-07-01",19.9082
"2007-07-02",17.1682
"2007-07-03",15.4979
"2007-07-04",17.7077
"2007-07-05",16.1179
"2007-07-06",20.1383
"2007-07-07",22.5585
"2007-07-08",20.8975
"2007-07-09",23.2579
"2007-07-10",23.1981
"2007-07-11",21.3875
"2007-07-12",19.088
"2007-07-13",17.7284
"2007-07-14",15.7476
"2007-07-15",18.6475
"2007-07-16",22.2778
"2007-07-17",22.7678
"2007-07-18",23.3085
"2007-07-19",21.1379
"2007-07-20",21.8281
"2007-07-21",17.3683
"2007-07-22",13.6379
"2007-07-23",17.3982
"2007-07-24",16.8081
"2007-07-25",17.7779
"2007-07-26",19.8875
"2007-07-27",21.4577
"2007-07-28",21.0079
"2007-07-29",22.1179
"2007-07-30",21.5577
"2007-07-31",19.8415
"2007-08-01",21.3219
"2007-08-02",19.8012
"2007-08-03",21.4116
"2007-08-04",21.5221
"2007-08-05",21.4818
"2007-08-06",22.7218
"2007-08-07",25.1317
"2007-08-08",26.3016
"2007-08-09",25.0615
"2007-08-10",24.5416
"2007-08-11",23.7813
"2007-08-12",22.0213
"2007-08-13",19.5516
"2007-08-14",19.0915
"2007-08-15",18.8913
"2007-08-16",22.6517
"2007-08-17",22.6712
"2007-08-18",21.0712
"2007-08-19",18.7418
"2007-08-20",20.6916
"2007-08-21",24.0412
"2007-08-22",23.5017
"2007-08-23",22.861
"2007-08-24",21.6912
"2007-08-25",21.2518
"2007-08-26",21.4611
"2007-08-27",22.9312
"2007-08-28",22.922
"2007-08-29",23.1221
"2007-08-30",20.5811
"2007-08-31",21.2541
"2007-09-01",20.534
"2007-09-02",18.3035
"2007-09-03",17.0037
"2007-09-04",17.4535
"2007-09-05",17.2637
"2007-09-06",17.2832
"2007-09-07",19.4032
"2007-09-08",16.4136
"2007-09-09",17.5639
"2007-09-10",17.3039
"2007-09-11",20.2337
"2007-09-12",21.284
"2007-09-13",19.3538
"2007-09-14",18.3542
"2007-09-15",16.4642
"2007-09-16",12.1943
"2007-09-17",8.2833
"2007-09-18",10.0938
"2007-09-19",14.1233
"2007-09-20",15.774
"2007-09-21",16.5539
"2007-09-22",19.6137
"2007-09-23",18.9442
"2007-09-24",16.8634
"2007-09-25",14.7641
"2007-09-26",16.5838
"2007-09-27",17.4339
"2007-09-28",14.5133
"2007-09-29",9.9834
"2007-09-30",8.4109
"2007-10-01",11.9608
"2007-10-02",15.0413
"2007-10-03",16.6804
"2007-10-04",17.4408
"2007-10-05",19.8208
"2007-10-06",17.2809
"2007-10-07",18.1804
"2007-10-08",17.7502
"2007-10-09",20.0002
"2007-10-10",17.8204
"2007-10-11",6.4807
"2007-10-12",4.5505
"2007-10-13",5.5202
"2007-10-14",8.5708
"2007-10-15",9.1506
"2007-10-16",11.1003
"2007-10-17",15.7706
"2007-10-18",16.7805
"2007-10-19",19.0202
"2007-10-20",11.8906
"2007-10-21",9.8304
"2007-10-22",13.6506
"2007-10-23",15.4703
"2007-10-24",18.981
"2007-10-25",15.2909
"2007-10-26",14.1302
"2007-10-27",10.4412
"2007-10-28",6.2806
"2007-10-29",1.4804
"2007-10-30",0.2208
"2007-10-31",4.3377
"2007-11-01",12.4979
"2007-11-02",6.5682
"2007-11-03",2.6479
"2007-11-04",2.9286
"2007-11-05",2.5283
"2007-11-06",2.6387
"2007-11-07",-3.3923
"2007-11-08",-2.7723
"2007-11-09",0.8983
"2007-11-10",4.0088
"2007-11-11",1.638
"2007-11-12",1.3884
"2007-11-13",6.3185
"2007-11-14",9.7879
"2007-11-15",3.5383
"2007-11-16",-0.872
"2007-11-17",-1.5622
"2007-11-18",4.4183
"2007-11-19",8.2487
"2007-11-20",5.7687
"2007-11-21",8.128
"2007-11-22",13.6184
"2007-11-23",-1.5817
"2007-11-24",-5.8516
"2007-11-25",1.998
"2007-11-26",7.4286
"2007-11-27",4.1387
"2007-11-28",-1.232
"2007-11-29",1.3182
"2007-11-30",4.2986
"2007-12-01",-1.3608
"2007-12-02",-0.8007
"2007-12-03",0.4187
"2007-12-04",-4.1607
"2007-12-05",1.3585
"2007-12-06",-3.7914
"2007-12-07",-4.3516
"2007-12-08",4.7783
"2007-12-09",9.7384
"2007-12-10",12.2783
"2007-12-11",11.2384
"2007-12-12",13.8691
"2007-12-13",12.399
"2007-12-14",9.6682
"2007-12-15",5.5893
"2007-12-16",0.3888
"2007-12-17",-4.0111
"2007-12-18",-5.0211
"2007-12-19",-2.9609
"2007-12-20",1.4689
"2007-12-21",3.4888
"2007-12-22",5.0084
"2007-12-23",9.1587
"2007-12-24",1.5482
"2007-12-25",1.669
"2007-12-26",1.1192
"2007-12-27",-0.6212
"2007-12-28",4.6587
"2007-12-29",13.0489
"2007-12-30",12.1184
"2007-12-31",4.9543
"2008-01-01",-1.0255
"2008-01-02",-6.4152
"2008-01-03",-8.6555
"2008-01-04",-8.496
"2008-01-05",-6.1058
"2008-01-06",-0.036
"2008-01-07",5.6643
"2008-01-08",9.044
"2008-01-09",11.4439
"2008-01-10",11.9548
"2008-01-11",10.8442
"2008-01-12",6.234
