,"(%) Minimum Relative Humidity (gridMET) at -79.2103E,35.1464N, 1979-01-01 to 2026-04-10"
"2001-09-10",55.4791
"2001-09-11",53.4656
"2001-09-12",39.6911
"2001-09-13",42.0278
"2001-09-14",47.2932
"2001-09-15",38.6245
"2001-09-16",42.8513
"2001-09-17",36.9481
"2001-09-18",31.8496
"2001-09-19",34.0413
"2001-09-20",47.6122
"2001-09-21",54.5932
"2001-09-22",47.751
"2001-09-23",49.2945
"2001-09-24",56.4739
"2001-09-25",44.0407
"2001-09-26",41.4796
"2001-09-27",38.1873
"2001-09-28",37.418
"2001-09-29",40.4546
"2001-09-30",42.4008
"2001-10-01",26.6341
"2001-10-02",30.3027
"2001-10-03",32.5598
"2001-10-04",30.9153
"2001-10-05",36.4139
"2001-10-06",40.4819
"2001-10-07",29.4478
"2001-10-08",28.7672
"2001-10-09",37.8097
"2001-10-10",42.9877
"2001-10-11",46.7021
"2001-10-12",43.079
"2001-10-13",41.9836
"2001-10-14",43.2389
"2001-10-15",32.1314
"2001-10-16",33.2574
"2001-10-17",27.607
"2001-10-18",31.4538
"2001-10-19",37.2554
"2001-10-20",41.95
"2001-10-21",44.4233
"2001-10-22",40.424
"2001-10-23",44.1678
"2001-10-24",38.4386
"2001-10-25",25.2678
"2001-10-26",14.5035
"2001-10-27",17.4516
"2001-10-28",28.3271
"2001-10-29",25.8505
"2001-10-30",22.2055
"2001-10-31",24.8817
"2001-11-01",42.2472
"2001-11-02",51.5577
"2001-11-03",35.9858
"2001-11-04",26.5162
"2001-11-05",20.9298
"2001-11-06",19.8636
"2001-11-07",19.5111
"2001-11-08",22.7774
"2001-11-09",23.191
"2001-11-10",26.4976
"2001-11-11",24.1655
"2001-11-12",23.6716
"2001-11-13",31.6451
"2001-11-14",40.7152
"2001-11-15",31.8627
"2001-11-16",32.1524
"2001-11-17",32.3848
"2001-11-18",34.3762
"2001-11-19",43.5466
"2001-11-20",35.9489
"2001-11-21",22.1577
"2001-11-22",25.6468
"2001-11-23",28.6125
"2001-11-24",61.2947
"2001-11-25",49.9278
"2001-11-26",47.5436
"2001-11-27",50.0232
"2001-11-28",39.5162
"2001-11-29",44.1431
"2001-11-30",53.6747
"2001-12-01",41.9436
"2001-12-02",34.6143
"2001-12-03",31.9892
"2001-12-04",35.4721
"2001-12-05",30.7479
"2001-12-06",38.4083
"2001-12-07",37.912
"2001-12-08",41.1807
"2001-12-09",38.9276
"2001-12-10",42.1832
"2001-12-11",67.5235
"2001-12-12",65.8908
"2001-12-13",61.0459
"2001-12-14",54.7422
"2001-12-15",31.5987
"2001-12-16",34.6321
"2001-12-17",47.8743
"2001-12-18",31.8441
"2001-12-19",38.0354
"2001-12-20",18.0233
"2001-12-21",23.2792
"2001-12-22",23.8487
"2001-12-23",33.3421
"2001-12-24",30.2559
"2001-12-25",23.9474
"2001-12-26",27.9104
"2001-12-27",25.3722
"2001-12-28",32.9318
"2001-12-29",35.6445
"2001-12-30",25.6584
"2001-12-31",29.601
"2002-01-01",24.6884
"2002-01-02",27.0889
"2002-01-03",59.0491
"2002-01-04",58.0393
"2002-01-05",57.7253
"2002-01-06",55.2017
"2002-01-07",42.1124
"2002-01-08",30.1291
"2002-01-09",36.3438
"2002-01-10",44.666
"2002-01-11",33.4183
"2002-01-12",29.111
"2002-01-13",26.8767
"2002-01-14",33.0416
"2002-01-15",34.2536
"2002-01-16",26.3375
"2002-01-17",31.3385
"2002-01-18",31.3648
"2002-01-19",37.3656
"2002-01-20",45.7521
"2002-01-21",53.0753
"2002-01-22",29.6926
"2002-01-23",35.029
"2002-01-24",62.632
"2002-01-25",34.388
"2002-01-26",34.9997
"2002-01-27",36.0932
"2002-01-28",42.1343
"2002-01-29",44.278
"2002-01-30",44.4577
"2002-01-31",47.1871
"2002-02-01",39.4186
"2002-02-02",27.6716
"2002-02-03",34.0042
"2002-02-04",20.8416
"2002-02-05",14.666
"2002-02-06",17.0834
"2002-02-07",59.045
"2002-02-08",33.3269
"2002-02-09",32.3548
"2002-02-10",36.661
"2002-02-11",28.1089
"2002-02-12",31.4772
"2002-02-13",24.3071
"2002-02-14",25.7757
"2002-02-15",32.4502
"2002-02-16",29.9196
"2002-02-17",21.334
"2002-02-18",24.0457
"2002-02-19",23.851
"2002-02-20",27.5254
"2002-02-21",23.7767
"2002-02-22",22.1493
"2002-02-23",24.9873
"2002-02-24",25.1502
"2002-02-25",25.2635
"2002-02-26",29.2421
"2002-02-27",18.9777
"2002-02-28",24.0505
"2002-03-01",20.0583
"2002-03-02",34.1891
"2002-03-03",53.1723
"2002-03-04",22.4922
"2002-03-05",23.5972
"2002-03-06",23.949
"2002-03-07",29.5461
"2002-03-08",36.0679
"2002-03-09",45.1607
"2002-03-10",18.2218
"2002-03-11",21.814
"2002-03-12",39.0133
"2002-03-13",48.0304
"2002-03-14",43.5492
"2002-03-15",41.7519
"2002-03-16",38.352
"2002-03-17",37.9673
"2002-03-18",50.4725
"2002-03-19",47.3094
"2002-03-20",58.9586
"2002-03-21",53.7391
"2002-03-22",25.596
"2002-03-23",22.0161
"2002-03-24",27.2229
"2002-03-25",32.1351
"2002-03-26",40.7436
"2002-03-27",32.4012
"2002-03-28",33.1485
"2002-03-29",40.0663
"2002-03-30",45.8638
"2002-03-31",46.2122
"2002-04-01",29.9377
"2002-04-02",37.6055
"2002-04-03",36.3913
"2002-04-04",31.9365
"2002-04-05",28.0824
"2002-04-06",24.1057
"2002-04-07",25.3918
"2002-04-08",32.043
"2002-04-09",44.5296
"2002-04-10",42.8294
"2002-04-11",39.9575
"2002-04-12",45.0079
"2002-04-13",49.6207
"2002-04-14",43.8006
"2002-04-15",42.2009
"2002-04-16",34.7503
"2002-04-17",30.8322
"2002-04-18",31.0961
"2002-04-19",32.8276
"2002-04-20",30.5973
"2002-04-21",33.9073
"2002-04-22",28.6713
"2002-04-23",26.166
"2002-04-24",33.1946
"2002-04-25",40.0382
"2002-04-26",21.5728
"2002-04-27",26.0894
"2002-04-28",37.8887
"2002-04-29",23.0398
"2002-04-30",25.7574
"2002-05-01",38.7005
"2002-05-02",41.1029
"2002-05-03",39.6864
"2002-05-04",45.9535
"2002-05-05",46.7356
"2002-05-06",39.9043
"2002-05-07",44.6924
"2002-05-08",45.0636
"2002-05-09",45.6937
"2002-05-10",34.419
"2002-05-11",36.564
"2002-05-12",41.7787
"2002-05-13",41.7469
"2002-05-14",31.0502
"2002-05-15",28.0748
"2002-05-16",30.0761
"2002-05-17",37.8414
"2002-05-18",45.5799
"2002-05-19",40.9359
"2002-05-20",30.3781
"2002-05-21",32.8127
"2002-05-22",32.313
"2002-05-23",29.8465
"2002-05-24",28.5277
"2002-05-25",29.1146
"2002-05-26",31.8614
"2002-05-27",37.2838
"2002-05-28",34.0955
"2002-05-29",38.5436
"2002-05-30",48.2892
"2002-05-31",40.7978
"2002-06-01",36.1195
"2002-06-02",32.9293
"2002-06-03",29.1123
"2002-06-04",38.7093
"2002-06-05",38.4099
"2002-06-06",40.2505
"2002-06-07",43.7297
"2002-06-08",35.2998
"2002-06-09",30.7391
"2002-06-10",25.8696
"2002-06-11",26.1247
"2002-06-12",30.4159
"2002-06-13",32.5597
"2002-06-14",32.4881
"2002-06-15",24.7222
"2002-06-16",23.7265
"2002-06-17",27.2749
"2002-06-18",30.4977
"2002-06-19",37.7295
"2002-06-20",38.6345
"2002-06-21",35.2777
"2002-06-22",41.0638
"2002-06-23",45.5048
"2002-06-24",37.5442
"2002-06-25",37.8245
"2002-06-26",38.0318
"2002-06-27",45.6875
"2002-06-28",39.6553
"2002-06-29",35.8677
"2002-06-30",37.5202
"2002-07-01",40.713
"2002-07-02",39.3327
"2002-07-03",35.2571
"2002-07-04",34.317
"2002-07-05",36.5612
"2002-07-06",37.1913
"2002-07-07",32.5691
"2002-07-08",29.7352
"2002-07-09",31.771
"2002-07-10",34.686
"2002-07-11",37.2605
"2002-07-12",57.7215
"2002-07-13",60.2309
"2002-07-14",60.6854
"2002-07-15",62.2007
"2002-07-16",35.1705
"2002-07-17",29.265
"2002-07-18",33.1152
"2002-07-19",31.6617
"2002-07-20",29.0135
"2002-07-21",32.0262
"2002-07-22",43.5563
"2002-07-23",58.1022
"2002-07-24",54.2372
"2002-07-25",55.745
"2002-07-26",54.3924
"2002-07-27",48.7273
"2002-07-28",43.5392
"2002-07-29",40.779
"2002-07-30",35.18
"2002-07-31",34.893
"2002-08-01",40.3081
"2002-08-02",46.0644
"2002-08-03",37.956
"2002-08-04",40.7775
"2002-08-05",37.1581
"2002-08-06",37.354
"2002-08-07",24.6189
"2002-08-08",24.6016
"2002-08-09",24.2758
"2002-08-10",25.0932
"2002-08-11",26.6044
"2002-08-12",27.1669
"2002-08-13",26.4828
"2002-08-14",27.6292
"2002-08-15",46.9206
"2002-08-16",46.6245
"2002-08-17",51.4314
"2002-08-18",44.4613
"2002-08-19",45.0942
"2002-08-20",43.6812
"2002-08-21",45.5683
"2002-08-22",37.9085
"2002-08-23",31.5658
"2002-08-24",32.3286
"2002-08-25",34.9345
"2002-08-26",47.8444
"2002-08-27",61.2852
"2002-08-28",61.4593
"2002-08-29",59.406
"2002-08-30",60.2705
"2002-08-31",68.5795
"2002-09-01",65.5986
"2002-09-02",62.9611
"2002-09-03",46.533
"2002-09-04",47.0171
"2002-09-05",38.6693
"2002-09-06",42.9082
"2002-09-07",46.1587
"2002-09-08",49.3954
"2002-09-09",39.1283
"2002-09-10",46.7057
"2002-09-11",33.9976
"2002-09-12",32.8098
"2002-09-13",45.0814
"2002-09-14",52.1347
"2002-09-15",59.6565
"2002-09-16",65.6776
"2002-09-17",57.7926
"2002-09-18",56.3896
"2002-09-19",57.098
"2002-09-20",54.7978
"2002-09-21",53.96
"2002-09-22",56.0793
"2002-09-23",55.5244
"2002-09-24",54.1683
"2002-09-25",59.3316
"2002-09-26",75.5585
"2002-09-27",66.6949
"2002-09-28",63.356
"2002-09-29",58.3503
"2002-09-30",53.6242
"2002-10-01",56.3761
"2002-10-02",52.7411
"2002-10-03",50.4799
"2002-10-04",50.8152
"2002-10-05",44.2327
"2002-10-06",43.3836
"2002-10-07",50.5776
"2002-10-08",51.0766
"2002-10-09",80.7537
"2002-10-10",84.5555
"2002-10-11",70.5316
"2002-10-12",72.1852
"2002-10-13",67.7277
"2002-10-14",66.8115
"2002-10-15",70.5029
"2002-10-16",73.1905
"2002-10-17",54.3391
"2002-10-18",41.0023
"2002-10-19",50.7635
"2002-10-20",52.6291
"2002-10-21",67.6116
"2002-10-22",70.0863
"2002-10-23",51.1948
"2002-10-24",49.63
"2002-10-25",81.739
"2002-10-26",56.3401
"2002-10-27",54.7776
"2002-10-28",65.8989
"2002-10-29",78.4224
"2002-10-30",71.059
"2002-10-31",47.6107
"2002-11-01",46.2096
"2002-11-02",29.0705
"2002-11-03",29.6963
"2002-11-04",34.7762
"2002-11-05",61.1183
"2002-11-06",44.6332
"2002-11-07",35.3434
"2002-11-08",39.3471
"2002-11-09",45.6569
"2002-11-10",53.8065
"2002-11-11",54.7429
"2002-11-12",64.5583
"2002-11-13",43.2543
"2002-11-14",39.6943
"2002-11-15",45.8074
"2002-11-16",62.4329
"2002-11-17",62.9696
"2002-11-18",38.8718
"2002-11-19",42.7693
"2002-11-20",46.9607
"2002-11-21",52.7292
"2002-11-22",37.3169
"2002-11-23",35.8455
"2002-11-24",36.0751
"2002-11-25",39.8309
"2002-11-26",43.3639
"2002-11-27",37.3334
"2002-11-28",35.7642
"2002-11-29",36.6676
"2002-11-30",40.9585
"2002-12-01",27.1289
"2002-12-02",30.4469
"2002-12-03",36.3829
"2002-12-04",14.9093
"2002-12-05",65.5604
"2002-12-06",56.5184
"2002-12-07",43.4464
"2002-12-08",38.0268
"2002-12-09",39.621
"2002-12-10",54.5138
"2002-12-11",62.5026
"2002-12-12",52.7148
"2002-12-13",62.5446
"2002-12-14",43.9966
"2002-12-15",38.6024
"2002-12-16",39.0208
"2002-12-17",32.2029
"2002-12-18",43.4309
"2002-12-19",53.5164
"2002-12-20",42.5571
"2002-12-21",28.6403
"2002-12-22",38.2333
"2002-12-23",29.7628
"2002-12-24",37.5621
"2002-12-25",42.1638
"2002-12-26",39.325
"2002-12-27",34.4422
"2002-12-28",31.2138
"2002-12-29",35.641
"2002-12-30",36.9082
"2002-12-31",49.2432
"2003-01-01",51.7456
"2003-01-02",46.1979
"2003-01-03",45.1597
"2003-01-04",31.567
"2003-01-05",38.3305
"2003-01-06",32.4241
"2003-01-07",24.005
"2003-01-08",32.0744
"2003-01-09",36.1933
"2003-01-10",28.5362
"2003-01-11",20.9904
"2003-01-12",13.1035
"2003-01-13",22.74
"2003-01-14",29.6463
"2003-01-15",24.0503
"2003-01-16",14.2259
"2003-01-17",32.4838
"2003-01-18",28.5018
"2003-01-19",29.0968
"2003-01-20",33.3844
"2003-01-21",36.094
"2003-01-22",29.0968
"2003-01-23",33.4181
"2003-01-24",30.3612
"2003-01-25",33.2395
"2003-01-26",38.6152
"2003-01-27",21.5042
"2003-01-28",20.0301
"2003-01-29",27.497
"2003-01-30",51.8379
"2003-01-31",48.5295
"2003-02-01",43.0958
"2003-02-02",46.5927
"2003-02-03",46.5327
"2003-02-04",38.0526
"2003-02-05",27.0259
"2003-02-06",32.0324
"2003-02-07",52.3169
"2003-02-08",32.7792
"2003-02-09",34.4104
"2003-02-10",38.5776
"2003-02-11",33.8983
"2003-02-12",29.9352
"2003-02-13",23.6143
"2003-02-14",33.1146
"2003-02-15",53.4143
"2003-02-16",54.7862
"2003-02-17",62.2343
"2003-02-18",52.1389
"2003-02-19",50.6763
"2003-02-20",51.7453
"2003-02-21",57.6124
"2003-02-22",62.9838
"2003-02-23",38.6775
"2003-02-24",44.0718
"2003-02-25",39.3066
"2003-02-26",46.1828
"2003-02-27",65.1221
"2003-02-28",60.6313
"2003-03-01",62.7997
"2003-03-02",52.1552
"2003-03-03",41.2736
"2003-03-04",51.5571
"2003-03-05",48.7874
"2003-03-06",48.6261
"2003-03-07",52.8968
"2003-03-08",47.4146
"2003-03-09",40.4995
"2003-03-10",32.852
"2003-03-11",42.5948
"2003-03-12",47.5193
"2003-03-13",46.6532
"2003-03-14",48.8025
"2003-03-15",51.7345
"2003-03-16",54.7291
"2003-03-17",54.9008
"2003-03-18",61.6252
"2003-03-19",65.3502
"2003-03-20",70.5738
"2003-03-21",40.2934
"2003-03-22",39.5755
"2003-03-23",36.2507
"2003-03-24",37.7958
"2003-03-25",39.3979
"2003-03-26",43.1111
"2003-03-27",43.3548
"2003-03-28",60.3346
"2003-03-29",63.9693
"2003-03-30",60.0278
"2003-03-31",41.7377
"2003-04-01",40.62
"2003-04-02",37.5245
"2003-04-03",34.7673
"2003-04-04",38.2057
"2003-04-05",42.7244
"2003-04-06",38.2484
"2003-04-07",49.3247
"2003-04-08",55.4243
"2003-04-09",60.6395
"2003-04-10",59.8841
"2003-04-11",57.4998
"2003-04-12",37.7071
"2003-04-13",32.4786
"2003-04-14",35.4121
"2003-04-15",40.3774
"2003-04-16",37.7572
"2003-04-17",35.4115
"2003-04-18",43.4271
"2003-04-19",56.4156
"2003-04-20",47.9814
"2003-04-21",47.7373
"2003-04-22",39.5284
"2003-04-23",33.8662
"2003-04-24",31.0831
"2003-04-25",36.9988
"2003-04-26",46.3911
"2003-04-27",44.5164
"2003-04-28",43.46
"2003-04-29",41.4489
"2003-04-30",43.3464
"2003-05-01",52.137
"2003-05-02",46.8822
"2003-05-03",46.7271
"2003-05-04",54.8604
"2003-05-05",71.9223
"2003-05-06",60.4558
"2003-05-07",52.9422
"2003-05-08",43.4426
"2003-05-09",47.6611
"2003-05-10",51.6354
"2003-05-11",46.3571
"2003-05-12",37.1846
"2003-05-13",35.7216
"2003-05-14",38.0791
"2003-05-15",43.3701
"2003-05-16",53.232
"2003-05-17",58.6012
"2003-05-18",68.2959
"2003-05-19",70.5251
"2003-05-20",52.5586
"2003-05-21",57.4196
"2003-05-22",57.7016
"2003-05-23",62.2511
"2003-05-24",61.0678
"2003-05-25",59.6433
"2003-05-26",60.8642
"2003-05-27",56.2566
"2003-05-28",46.1473
"2003-05-29",49.5142
"2003-05-30",48.6062
"2003-05-31",54.1488
"2003-06-01",44.1954
"2003-06-02",43.1944
"2003-06-03",47.9327
"2003-06-04",54.4367
"2003-06-05",46.4142
"2003-06-06",42.9494
"2003-06-07",51.9478
"2003-06-08",58.0512
"2003-06-09",46.9219
"2003-06-10",46.5832
"2003-06-11",48.0311
"2003-06-12",49.7067
"2003-06-13",56.5376
"2003-06-14",54.6483
"2003-06-15",54.0045
"2003-06-16",50.8653
"2003-06-17",55.7627
"2003-06-18",54.3415
"2003-06-19",52.9321
"2003-06-20",51.9969
"2003-06-21",41.1952
"2003-06-22",46.0803
"2003-06-23",39.6119
"2003-06-24",40.3099
"2003-06-25",43.0524
"2003-06-26",47.1131
"2003-06-27",45.3883
"2003-06-28",46.6777
"2003-06-29",52.9816
"2003-06-30",50.4177
"2003-07-01",59.9379
"2003-07-02",63.8959
"2003-07-03",58.1532
"2003-07-04",53.977
"2003-07-05",55.4508
"2003-07-06",53.9687
"2003-07-07",53.8865
"2003-07-08",52.3791
"2003-07-09",50.0525
"2003-07-10",51.2369
"2003-07-11",49.8424
"2003-07-12",52.7736
"2003-07-13",54.804
"2003-07-14",61.3885
"2003-07-15",59.9481
"2003-07-16",55.1825
"2003-07-17",52.8114
"2003-07-18",56.6385
"2003-07-19",50.8544
"2003-07-20",56.0407
"2003-07-21",59.1482
"2003-07-22",57.5203
"2003-07-23",58.5499
"2003-07-24",53.774
"2003-07-25",58.6612
"2003-07-26",60.2868
"2003-07-27",58.3179
"2003-07-28",49.4815
"2003-07-29",50.5994
"2003-07-30",59.7569
"2003-07-31",58.4572
"2003-08-01",56.8282
"2003-08-02",54.0148
"2003-08-03",59.0032
"2003-08-04",59.26
"2003-08-05",57.3178
"2003-08-06",59.5609
"2003-08-07",56.0894
"2003-08-08",58.8967
"2003-08-09",64.1046
"2003-08-10",56.6614
"2003-08-11",62.5542
"2003-08-12",59.2074
"2003-08-13",57.7028
"2003-08-14",56.3388
"2003-08-15",55.4378
"2003-08-16",53.8295
"2003-08-17",55.4798
"2003-08-18",56.8254
"2003-08-19",55.7153
"2003-08-20",54.554
"2003-08-21",58.4817
"2003-08-22",58.9391
"2003-08-23",53.7896
"2003-08-24",49.7941
"2003-08-25",55.5343
"2003-08-26",54.0817
"2003-08-27",52.8342
"2003-08-28",50.3516
"2003-08-29",55.3154
"2003-08-30",52.2842
"2003-08-31",53.2958
"2003-09-01",54.878
"2003-09-02",57.7
"2003-09-03",58.1359
"2003-09-04",59.4244
"2003-09-05",48.9759
"2003-09-06",47.3601
"2003-09-07",52.5699
"2003-09-08",64.4301
"2003-09-09",60.1612
"2003-09-10",52.1302
"2003-09-11",51.4105
"2003-09-12",56.2591
"2003-09-13",60.2239
"2003-09-14",54.2412
"2003-09-15",51.43
"2003-09-16",43.3021
"2003-09-17",45.5359
"2003-09-18",49.5195
"2003-09-19",49.7075
"2003-09-20",51.8838
"2003-09-21",51.7524
"2003-09-22",52.6167
"2003-09-23",45.2699
"2003-09-24",39.8957
"2003-09-25",44.7313
"2003-09-26",48.6522
"2003-09-27",49.9765
"2003-09-28",59.7195
"2003-09-29",40.0027
"2003-09-30",44.2318
"2003-10-01",45.1374
"2003-10-02",33.5695
"2003-10-03",38.8721
"2003-10-04",42.1938
"2003-10-05",41.7918
"2003-10-06",44.7714
"2003-10-07",55.014
"2003-10-08",59.6444
"2003-10-09",58.4229
"2003-10-10",58.8048
"2003-10-11",64.6439
"2003-10-12",53.3136
"2003-10-13",50.4337
"2003-10-14",52.1346
"2003-10-15",40.6028
"2003-10-16",35.6499
"2003-10-17",44.5493
"2003-10-18",48.0047
"2003-10-19",43.766
"2003-10-20",43.2586
"2003-10-21",46.3744
"2003-10-22",33.0421
"2003-10-23",37.8416
"2003-10-24",44.3458
"2003-10-25",50.2014
"2003-10-26",57.3173
"2003-10-27",54.9005
"2003-10-28",57.3254
"2003-10-29",48.1984
"2003-10-30",44.3608
"2003-10-31",48.2959
"2003-11-01",41.5865
"2003-11-02",39.4432
"2003-11-03",43.6732
"2003-11-04",48.9862
"2003-11-05",48.9244
"2003-11-06",49.2428
"2003-11-07",50.0028
"2003-11-08",51.6365
"2003-11-09",45.8158
"2003-11-10",43.6723
"2003-11-11",40.1118
"2003-11-12",44.4866
"2003-11-13",22.147
"2003-11-14",24.9425
"2003-11-15",31.0974
"2003-11-16",41.6253
"2003-11-17",50.8459
"2003-11-18",48.5566
"2003-11-19",56.2629
"2003-11-20",32.7273
"2003-11-21",35.6067
"2003-11-22",38.9619
"2003-11-23",39.4673
"2003-11-24",47.738
"2003-11-25",36.1891
"2003-11-26",46.8261
"2003-11-27",56.3488
"2003-11-28",54.5057
"2003-11-29",28.9417
"2003-11-30",30.1843
"2003-12-01",28.8793
"2003-12-02",15.1899
"2003-12-03",24.4115
"2003-12-04",35.6988
"2003-12-05",50.2077
"2003-12-06",34.8358
"2003-12-07",29.5862
"2003-12-08",30.7358
"2003-12-09",35.5854
"2003-12-10",44.2272
"2003-12-11",37.7487
"2003-12-12",28.6285
"2003-12-13",35.3694
"2003-12-14",45.7466
"2003-12-15",38.5023
"2003-12-16",40.1866
"2003-12-17",40.7703
"2003-12-18",27.9294
"2003-12-19",33.3026
"2003-12-20",29.2259
"2003-12-21",32.3115
"2003-12-22",28.061
"2003-12-23",39.6061
"2003-12-24",42.669
"2003-12-25",29.4461
"2003-12-26",25.923
"2003-12-27",25.8894
"2003-12-28",33.5346
"2003-12-29",35.7638
"2003-12-30",29.4765
"2003-12-31",25.7982
"2004-01-01",30.2363
"2004-01-02",29.7115
"2004-01-03",49.5005
"2004-01-04",49.5869
"2004-01-05",47.3811
"2004-01-06",32.2207
"2004-01-07",20.6833
"2004-01-08",18.0316
"2004-01-09",22.5293
"2004-01-10",46.2865
"2004-01-11",42.3137
"2004-01-12",34.9072
"2004-01-13",37.2622
"2004-01-14",33.2047
"2004-01-15",33.3529
"2004-01-16",24.338
"2004-01-17",27.0951
"2004-01-18",35.2884
"2004-01-19",29.1314
"2004-01-20",23.3672
"2004-01-21",21.5681
"2004-01-22",32.7873
"2004-01-23",20.5991
"2004-01-24",28.6524
"2004-01-25",32.3704
"2004-01-26",57.7281
"2004-01-27",49.0281
"2004-01-28",34.4821
"2004-01-29",30.879
"2004-01-30",34.507
"2004-01-31",23.4933
"2004-02-01",21.8464
"2004-02-02",41.8574
"2004-02-03",51.693
"2004-02-04",35.9936
"2004-02-05",45.7213
"2004-02-06",54.0134
"2004-02-07",40.8767
"2004-02-08",31.1927
"2004-02-09",36.7932
"2004-02-10",46.9373
"2004-02-11",27.1835
"2004-02-12",29.4637
"2004-02-13",38.6568
"2004-02-14",36.6812
"2004-02-15",55.2461
"2004-02-16",41.5939
"2004-02-17",43.2083
"2004-02-18",41.3181
"2004-02-19",31.8333
"2004-02-20",36.8608
"2004-02-21",35.8852
"2004-02-22",33.5298
"2004-02-23",39.8425
"2004-02-24",43.0877
"2004-02-25",34.105
"2004-02-26",35.287
"2004-02-27",49.8881
"2004-02-28",33.9694
"2004-02-29",31.6782
"2004-03-01",42.9124
"2004-03-02",41.2054
"2004-03-03",39.7502
"2004-03-04",42.8591
"2004-03-05",43.1442
"2004-03-06",42.234
"2004-03-07",31.3853
"2004-03-08",25.2745
"2004-03-09",29.5464
"2004-03-10",31.6835
"2004-03-11",30.9861
"2004-03-12",23.5805
"2004-03-13",23.724
"2004-03-14",33.6051
"2004-03-15",50.1597
"2004-03-16",48.2162
"2004-03-17",36.1303
"2004-03-18",38.3226
"2004-03-19",29.1603
"2004-03-20",34.1812
"2004-03-21",32.187
"2004-03-22",24.6555
"2004-03-23",22.9049
"2004-03-24",25.4009
"2004-03-25",28.223
"2004-03-26",38.0175
"2004-03-27",41.4271
"2004-03-28",38.8573
"2004-03-29",34.8374
"2004-03-30",38.4398
"2004-03-31",38.0033
"2004-04-01",27.2015
"2004-04-02",34.531
"2004-04-03",35.3351
"2004-04-04",26.8671
"2004-04-05",23.99
"2004-04-06",21.6754
"2004-04-07",24.648
"2004-04-08",27.891
"2004-04-09",23.8622
"2004-04-10",27.2597
"2004-04-11",38.8025
"2004-04-12",39.1692
"2004-04-13",47.1732
"2004-04-14",44.6865
"2004-04-15",27.7759
"2004-04-16",26.292
"2004-04-17",27.8145
"2004-04-18",32.3914
"2004-04-19",31.152
"2004-04-20",30.2107
"2004-04-21",32.5739
"2004-04-22",35.0315
"2004-04-23",35.8085
"2004-04-24",36.928
"2004-04-25",36.7469
"2004-04-26",37.521
"2004-04-27",26.3359
"2004-04-28",22.3913
"2004-04-29",27.1107
"2004-04-30",35.8211
"2004-05-01",49.9861
"2004-05-02",53.1807
"2004-05-03",52.3499
"2004-05-04",31.376
"2004-05-05",37.5317
"2004-05-06",34.11
"2004-05-07",31.8619
"2004-05-08",30.9587
"2004-05-09",39.5978
"2004-05-10",36.1254
"2004-05-11",43.0466
"2004-05-12",41.1348
"2004-05-13",43.6655
"2004-05-14",40.2193
"2004-05-15",37.9332
"2004-05-16",44.3264
"2004-05-17",47.7233
"2004-05-18",47.789
"2004-05-19",42.9561
"2004-05-20",45.1852
"2004-05-21",43.628
"2004-05-22",41.0354
"2004-05-23",40.1626
"2004-05-24",38.5843
"2004-05-25",36.5418
"2004-05-26",35.1158
"2004-05-27",36.5013
"2004-05-28",39.8972
"2004-05-29",32.9554
"2004-05-30",39.3114
"2004-05-31",43.9663
"2004-06-01",29.5801
"2004-06-02",32.6141
"2004-06-03",36.7863
"2004-06-04",39.6848
"2004-06-05",49.7555
"2004-06-06",50.3413
"2004-06-07",50.6285
"2004-06-08",50.1607
"2004-06-09",49.5981
"2004-06-10",50.4752
"2004-06-11",47.6985
"2004-06-12",49.0944
"2004-06-13",64.7438
"2004-06-14",56.98
"2004-06-15",58.3248
"2004-06-16",53.0781
"2004-06-17",53.3959
"2004-06-18",49.6452
"2004-06-19",43.7123
"2004-06-20",47.0066
"2004-06-21",48.4435
"2004-06-22",48.9654
"2004-06-23",46.9
"2004-06-24",47.5653
"2004-06-25",53.483
"2004-06-26",46.9539
"2004-06-27",50.0161
"2004-06-28",54.5772
"2004-06-29",47.9131
"2004-06-30",49.7986
"2004-07-01",55.5315
"2004-07-02",48.5243
"2004-07-03",49.9184
"2004-07-04",52.1473
"2004-07-05",41.611
"2004-07-06",34.5969
"2004-07-07",38.1285
"2004-07-08",38.32
"2004-07-09",40.9027
"2004-07-10",39.2062
"2004-07-11",42.3228
"2004-07-12",48.7192
"2004-07-13",46.9853
"2004-07-14",39.1813
"2004-07-15",36.7588
"2004-07-16",32.157
"2004-07-17",38.3294
"2004-07-18",46.1765
"2004-07-19",48.6923
"2004-07-20",50.3714
"2004-07-21",41.6568
"2004-07-22",42.8362
"2004-07-23",50.3212
"2004-07-24",49.7124
"2004-07-25",51.5769
"2004-07-26",53.782
"2004-07-27",53.515
"2004-07-28",50.6184
"2004-07-29",53.0568
"2004-07-30",54.327
"2004-07-31",53.6998
"2004-08-01",56.1899
"2004-08-02",56.0338
"2004-08-03",52.1047
"2004-08-04",44.5817
"2004-08-05",44.966
"2004-08-06",40.9244
"2004-08-07",36.8867
"2004-08-08",35.606
"2004-08-09",39.2807
"2004-08-10",47.5865
"2004-08-11",50.5104
"2004-08-12",55.2549
"2004-08-13",54.5124
"2004-08-14",57.0037
"2004-08-15",75.3817
"2004-08-16",57.0277
"2004-08-17",55.8728
"2004-08-18",62.8979
"2004-08-19",50.6997
"2004-08-20",53.3926
"2004-08-21",53.6184
"2004-08-22",57.3354
"2004-08-23",56.9877
"2004-08-24",47.8059
"2004-08-25",39.4061
